Downregulated,Upregulated
ENSMUSG00000029650,ENSMUSG00000039328
ENSMUSG00000045467,ENSMUSG00000049303
ENSMUSG00000079469,ENSMUSG00000016528
ENSMUSG00000114045,ENSMUSG00000038732
ENSMUSG00000018740,ENSMUSG00000033967
ENSMUSG00000078995,ENSMUSG00000047810
ENSMUSG00000090273,ENSMUSG00000027868
ENSMUSG00000054723,ENSMUSG00000117310
ENSMUSG00000032103,ENSMUSG00000039997
ENSMUSG00000038641,ENSMUSG00000048534
ENSMUSG00000031659,ENSMUSG00000036899
ENSMUSG00000102153,ENSMUSG00000042726
ENSMUSG00000015467,ENSMUSG00000102719
ENSMUSG00000046380,ENSMUSG00000050335
ENSMUSG00000070348,ENSMUSG00000121090
ENSMUSG00000073176,ENSMUSG00000121142
ENSMUSG00000027699,ENSMUSG00000040128
ENSMUSG00000024921,ENSMUSG00000052684
ENSMUSG00000027253,ENSMUSG00000110720
ENSMUSG00000018405,ENSMUSG00000026821
ENSMUSG00000046567,ENSMUSG00000029762
ENSMUSG00000031196,ENSMUSG00000035621
ENSMUSG00000033233,ENSMUSG00000039960
ENSMUSG00000058883,ENSMUSG00000022181
ENSMUSG00000025742,ENSMUSG00000020892
ENSMUSG00000046334,ENSMUSG00000024927
ENSMUSG00000041115,ENSMUSG00000105510
ENSMUSG00000024955,ENSMUSG00000025804
ENSMUSG00000010760,ENSMUSG00000032369
ENSMUSG00000071660,ENSMUSG00000062017
ENSMUSG00000038836,ENSMUSG00000067786
ENSMUSG00000046949,ENSMUSG00000024842
ENSMUSG00000035062,ENSMUSG00000026773
ENSMUSG00000037022,ENSMUSG00000103220
ENSMUSG00000041354,ENSMUSG00000022372
ENSMUSG00000018547,ENSMUSG00000028037
ENSMUSG00000121096,ENSMUSG00000032125
ENSMUSG00000118125,ENSMUSG00000114635
ENSMUSG00000036339,ENSMUSG00000022218
ENSMUSG00000000305,ENSMUSG00000069862
ENSMUSG00000041975,ENSMUSG00000043091
ENSMUSG00000023050,ENSMUSG00000027322
ENSMUSG00000022610,ENSMUSG00000033576
ENSMUSG00000025766,ENSMUSG00000024778
ENSMUSG00000028182,ENSMUSG00000045092
ENSMUSG00000015702,ENSMUSG00000037876
ENSMUSG00000031864,ENSMUSG00000053641
ENSMUSG00000019647,ENSMUSG00000021250
ENSMUSG00000047759,ENSMUSG00000017009
ENSMUSG00000020137,ENSMUSG00000022686
ENSMUSG00000094936,ENSMUSG00000028327
ENSMUSG00000048334,ENSMUSG00000087008
ENSMUSG00000038168,ENSMUSG00000057729
ENSMUSG00000030222,ENSMUSG00000051146
ENSMUSG00000029685,ENSMUSG00000121503
ENSMUSG00000038486,ENSMUSG00000040528
ENSMUSG00000024276,ENSMUSG00000105774
ENSMUSG00000072494,ENSMUSG00000040675
ENSMUSG00000040327,ENSMUSG00000015879
ENSMUSG00000044783,ENSMUSG00000041471
ENSMUSG00000026814,ENSMUSG00000044244
ENSMUSG00000050248,ENSMUSG00000106209
ENSMUSG00000026921,ENSMUSG00000029868
ENSMUSG00000035158,ENSMUSG00000099137
ENSMUSG00000051427,ENSMUSG00000002325
ENSMUSG00000020899,ENSMUSG00000038172
ENSMUSG00000040146,ENSMUSG00000032508
ENSMUSG00000117171,ENSMUSG00000026204
ENSMUSG00000105852,ENSMUSG00000024640
ENSMUSG00000098132,ENSMUSG00000032902
ENSMUSG00000024228,ENSMUSG00000110386
ENSMUSG00000025377,ENSMUSG00000042507
ENSMUSG00000085315,ENSMUSG00000100658
ENSMUSG00000062785,ENSMUSG00000117294
ENSMUSG00000041445,ENSMUSG00000039252
ENSMUSG00000040943,ENSMUSG00000022270
ENSMUSG00000039738,ENSMUSG00000078816
ENSMUSG00000027428,ENSMUSG00000114285
ENSMUSG00000086213,ENSMUSG00000039313
ENSMUSG00000079467,ENSMUSG00000113581
ENSMUSG00000055660,ENSMUSG00000021298
ENSMUSG00000025262,ENSMUSG00000107017
ENSMUSG00000112110,ENSMUSG00000029862
ENSMUSG00000033068,ENSMUSG00000022831
ENSMUSG00000024331,ENSMUSG00000081249
ENSMUSG00000022668,ENSMUSG00000102151
ENSMUSG00000018845,ENSMUSG00000056608
ENSMUSG00000002017,ENSMUSG00000044309
ENSMUSG00000036975,ENSMUSG00000036225
ENSMUSG00000042106,ENSMUSG00000069083
ENSMUSG00000036534,ENSMUSG00000021493
ENSMUSG00000024790,ENSMUSG00000116604
ENSMUSG00000018401,ENSMUSG00000028341
ENSMUSG00000041688,ENSMUSG00000102700
ENSMUSG00000073415,ENSMUSG00000097414
ENSMUSG00000045757,ENSMUSG00000036492
ENSMUSG00000111547,ENSMUSG00000024529
ENSMUSG00000021902,ENSMUSG00000109051
ENSMUSG00000048200,ENSMUSG00000102713
ENSMUSG00000095930,ENSMUSG00000044350
ENSMUSG00000021461,ENSMUSG00000030966
ENSMUSG00000022838,ENSMUSG00000050350
ENSMUSG00000032777,ENSMUSG00000105195
ENSMUSG00000036980,ENSMUSG00000068417
ENSMUSG00000025574,ENSMUSG00000108122
ENSMUSG00000024592,ENSMUSG00000037202
ENSMUSG00000026944,ENSMUSG00000002111
ENSMUSG00000020781,ENSMUSG00000026483
ENSMUSG00000094595,ENSMUSG00000049130
ENSMUSG00000108037,ENSMUSG00000021127
ENSMUSG00000072770,ENSMUSG00000044441
ENSMUSG00000074358,ENSMUSG00000115087
ENSMUSG00000019945,ENSMUSG00000032487
ENSMUSG00000032489,ENSMUSG00000020848
ENSMUSG00000091900,ENSMUSG00000049723
ENSMUSG00000042340,ENSMUSG00000115882
ENSMUSG00000026188,ENSMUSG00000068452
ENSMUSG00000074916,ENSMUSG00000000562
ENSMUSG00000049038,ENSMUSG00000003617
ENSMUSG00000057778,ENSMUSG00000038670
ENSMUSG00000091648,ENSMUSG00000022952
ENSMUSG00000120382,ENSMUSG00000109198
ENSMUSG00000083819,ENSMUSG00000024339
ENSMUSG00000021719,ENSMUSG00000028633
ENSMUSG00000079261,ENSMUSG00000030427
ENSMUSG00000005718,ENSMUSG00000002233
ENSMUSG00000037890,ENSMUSG00000044313
ENSMUSG00000020420,ENSMUSG00000004609
ENSMUSG00000012609,ENSMUSG00000076431
ENSMUSG00000063320,ENSMUSG00000025225
ENSMUSG00000040543,ENSMUSG00000018774
ENSMUSG00000035367,ENSMUSG00000030022
ENSMUSG00000085433,ENSMUSG00000073804
ENSMUSG00000073478,ENSMUSG00000022586
ENSMUSG00000041482,ENSMUSG00000002578
ENSMUSG00000052446,ENSMUSG00000069893
ENSMUSG00000021275,ENSMUSG00000050075
ENSMUSG00000040479,ENSMUSG00000101628
ENSMUSG00000009394,ENSMUSG00000026670
ENSMUSG00000021221,ENSMUSG00000044927
ENSMUSG00000021650,ENSMUSG00000063889
ENSMUSG00000072893,ENSMUSG00000026770
ENSMUSG00000050668,ENSMUSG00000078606
ENSMUSG00000028261,ENSMUSG00000103558
ENSMUSG00000031072,ENSMUSG00000032327
ENSMUSG00000027677,ENSMUSG00000030787
ENSMUSG00000029843,ENSMUSG00000105572
ENSMUSG00000000942,ENSMUSG00000093622
ENSMUSG00000025870,ENSMUSG00000040511
ENSMUSG00000026496,ENSMUSG00000114277
ENSMUSG00000002625,ENSMUSG00000104126
ENSMUSG00000032898,ENSMUSG00000028778
ENSMUSG00000033669,ENSMUSG00000032596
ENSMUSG00000032066,ENSMUSG00000031750
ENSMUSG00000025083,ENSMUSG00000026749
ENSMUSG00000110234,ENSMUSG00000034112
ENSMUSG00000021918,ENSMUSG00000034116
ENSMUSG00000120308,ENSMUSG00000008307
ENSMUSG00000086370,ENSMUSG00000078954
ENSMUSG00000030243,ENSMUSG00000037443
ENSMUSG00000025269,ENSMUSG00000033220
ENSMUSG00000027463,ENSMUSG00000024014
ENSMUSG00000050640,ENSMUSG00000089999
ENSMUSG00000051890,ENSMUSG00000118423
ENSMUSG00000019539,ENSMUSG00000035179
ENSMUSG00000037085,ENSMUSG00000057137
ENSMUSG00000029060,ENSMUSG00000120071
ENSMUSG00000080727,ENSMUSG00000109005
ENSMUSG00000087598,ENSMUSG00000040663
ENSMUSG00000022515,ENSMUSG00000044786
ENSMUSG00000043872,ENSMUSG00000106475
ENSMUSG00000019878,ENSMUSG00000026946
ENSMUSG00000058006,ENSMUSG00000039701
ENSMUSG00000087132,ENSMUSG00000045868
ENSMUSG00000038648,ENSMUSG00000063268
ENSMUSG00000097835,ENSMUSG00000086765
ENSMUSG00000058056,ENSMUSG00000055994
ENSMUSG00000097482,ENSMUSG00000038264
ENSMUSG00000043088,ENSMUSG00000050108
ENSMUSG00000020918,ENSMUSG00000121767
ENSMUSG00000044876,ENSMUSG00000117679
ENSMUSG00000110360,ENSMUSG00000020395
ENSMUSG00000031442,ENSMUSG00000120875
ENSMUSG00000034245,ENSMUSG00000001473
ENSMUSG00000105957,ENSMUSG00000074934
ENSMUSG00000044352,ENSMUSG00000027555
ENSMUSG00000020744,ENSMUSG00000004791
ENSMUSG00000038843,ENSMUSG00000021125
ENSMUSG00000064284,ENSMUSG00000022014
ENSMUSG00000025500,ENSMUSG00000016559
ENSMUSG00000086965,ENSMUSG00000106734
ENSMUSG00000093593,ENSMUSG00000044258
ENSMUSG00000025395,ENSMUSG00000044734
ENSMUSG00000031756,ENSMUSG00000029659
ENSMUSG00000033111,ENSMUSG00000010358
ENSMUSG00000121477,ENSMUSG00000026475
ENSMUSG00000029207,ENSMUSG00000031304
ENSMUSG00000073295,ENSMUSG00000079457
ENSMUSG00000039354,ENSMUSG00000022893
ENSMUSG00000121789,ENSMUSG00000040296
ENSMUSG00000040265,ENSMUSG00000003752
ENSMUSG00000037605,ENSMUSG00000020407
ENSMUSG00000042066,ENSMUSG00000059089
ENSMUSG00000063506,ENSMUSG00000000317
ENSMUSG00000040651,ENSMUSG00000041515
ENSMUSG00000070436,ENSMUSG00000022346
ENSMUSG00000041849,ENSMUSG00000000957
ENSMUSG00000043587,ENSMUSG00000047407
ENSMUSG00000038298,ENSMUSG00000020592
ENSMUSG00000037736,ENSMUSG00000055629
ENSMUSG00000047003,ENSMUSG00000018427
ENSMUSG00000032850,ENSMUSG00000033508
ENSMUSG00000044716,ENSMUSG00000026104
ENSMUSG00000036333,ENSMUSG00000061947
ENSMUSG00000011658,ENSMUSG00000074874
ENSMUSG00000026754,ENSMUSG00000029605
ENSMUSG00000032128,ENSMUSG00000022500
ENSMUSG00000022132,ENSMUSG00000017144
ENSMUSG00000028690,ENSMUSG00000025489
ENSMUSG00000039634,ENSMUSG00000020400
ENSMUSG00000025645,ENSMUSG00000121897
ENSMUSG00000028629,ENSMUSG00000023947
ENSMUSG00000110867,ENSMUSG00000046908
ENSMUSG00000020483,ENSMUSG00000066258
ENSMUSG00000024579,ENSMUSG00000030474
ENSMUSG00000036155,ENSMUSG00000003882
ENSMUSG00000021747,ENSMUSG00000041696
ENSMUSG00000041757,ENSMUSG00000006930
ENSMUSG00000029859,ENSMUSG00000121898
ENSMUSG00000005505,ENSMUSG00000040747
ENSMUSG00000087221,ENSMUSG00000058806
ENSMUSG00000106499,ENSMUSG00000038418
ENSMUSG00000001288,ENSMUSG00000022146
ENSMUSG00000004633,ENSMUSG00000040659
ENSMUSG00000035773,ENSMUSG00000029915
ENSMUSG00000030559,ENSMUSG00000066687
ENSMUSG00000066829,ENSMUSG00000031897
ENSMUSG00000082264,ENSMUSG00000104467
ENSMUSG00000040350,ENSMUSG00000018507
ENSMUSG00000035834,ENSMUSG00000029188
ENSMUSG00000032875,ENSMUSG00000037731
ENSMUSG00000032403,ENSMUSG00000026452
ENSMUSG00000063605,ENSMUSG00000038729
ENSMUSG00000054434,ENSMUSG00000121069
ENSMUSG00000022248,ENSMUSG00000101166
ENSMUSG00000062312,ENSMUSG00000053101
ENSMUSG00000020814,ENSMUSG00000099875
ENSMUSG00000092192,ENSMUSG00000087445
ENSMUSG00000035769,ENSMUSG00000000628
ENSMUSG00000045691,ENSMUSG00000054958
ENSMUSG00000020439,ENSMUSG00000090582
ENSMUSG00000041762,ENSMUSG00000042812
ENSMUSG00000047115,ENSMUSG00000121894
ENSMUSG00000081402,ENSMUSG00000059991
ENSMUSG00000087331,ENSMUSG00000039196
ENSMUSG00000103703,ENSMUSG00000071192
ENSMUSG00000039670,ENSMUSG00000028982
ENSMUSG00000097032,ENSMUSG00000020689
ENSMUSG00000078970,ENSMUSG00000056749
ENSMUSG00000027950,ENSMUSG00000060183
ENSMUSG00000070814,ENSMUSG00000103966
ENSMUSG00000026856,ENSMUSG00000095649
ENSMUSG00000032182,ENSMUSG00000043843
ENSMUSG00000074865,ENSMUSG00000032691
ENSMUSG00000028550,ENSMUSG00000024803
ENSMUSG00000026098,ENSMUSG00000069892
ENSMUSG00000097413,ENSMUSG00000110344
ENSMUSG00000020774,ENSMUSG00000024066
ENSMUSG00000099689,ENSMUSG00000111133
ENSMUSG00000034617,ENSMUSG00000042607
ENSMUSG00000001761,ENSMUSG00000100287
ENSMUSG00000020087,ENSMUSG00000046733
ENSMUSG00000119986,ENSMUSG00000103364
ENSMUSG00000028992,ENSMUSG00000058715
ENSMUSG00000089706,ENSMUSG00000071715
ENSMUSG00000058886,ENSMUSG00000029826
ENSMUSG00000115007,ENSMUSG00000032717
ENSMUSG00000051721,ENSMUSG00000048621
ENSMUSG00000041995,ENSMUSG00000044562
ENSMUSG00000074892,ENSMUSG00000028211
ENSMUSG00000022199,ENSMUSG00000015312
ENSMUSG00000074028,ENSMUSG00000042540
ENSMUSG00000061601,ENSMUSG00000071713
ENSMUSG00000014301,ENSMUSG00000120996
ENSMUSG00000022265,ENSMUSG00000032715
ENSMUSG00000083672,ENSMUSG00000106874
ENSMUSG00000078684,ENSMUSG00000112148
ENSMUSG00000050332,ENSMUSG00000045094
ENSMUSG00000019774,ENSMUSG00000037816
ENSMUSG00000028467,ENSMUSG00000046961
ENSMUSG00000039357,ENSMUSG00000040435
ENSMUSG00000059851,ENSMUSG00000120534
ENSMUSG00000052609,ENSMUSG00000053560
ENSMUSG00000037172,ENSMUSG00000020108
ENSMUSG00000036782,ENSMUSG00000038507
ENSMUSG00000027778,ENSMUSG00000024349
ENSMUSG00000014426,ENSMUSG00000046718
ENSMUSG00000106825,ENSMUSG00000041460
ENSMUSG00000039275,ENSMUSG00000028128
ENSMUSG00000060216,ENSMUSG00000031089
ENSMUSG00000044881,ENSMUSG00000024486
ENSMUSG00000042408,ENSMUSG00000004371
ENSMUSG00000046312,ENSMUSG00000034640
ENSMUSG00000043987,ENSMUSG00000031845
ENSMUSG00000046314,ENSMUSG00000024079
ENSMUSG00000020175,ENSMUSG00000021070
ENSMUSG00000029461,ENSMUSG00000078735
ENSMUSG00000029634,ENSMUSG00000084923
ENSMUSG00000000938,ENSMUSG00000049502
ENSMUSG00000023009,ENSMUSG00000026358
ENSMUSG00000073073,ENSMUSG00000022651
ENSMUSG00000049411,ENSMUSG00000001627
ENSMUSG00000039031,ENSMUSG00000082932
ENSMUSG00000025213,ENSMUSG00000025492
ENSMUSG00000028689,ENSMUSG00000024678
ENSMUSG00000022335,ENSMUSG00000023045
ENSMUSG00000027324,ENSMUSG00000025279
ENSMUSG00000053483,ENSMUSG00000121463
ENSMUSG00000000486,ENSMUSG00000024677
ENSMUSG00000072972,ENSMUSG00000070034
ENSMUSG00000035790,ENSMUSG00000029727
ENSMUSG00000074093,ENSMUSG00000066245
ENSMUSG00002076083,ENSMUSG00000047281
ENSMUSG00000063894,ENSMUSG00000027078
ENSMUSG00000022788,ENSMUSG00000001123
ENSMUSG00000104204,ENSMUSG00000016262
ENSMUSG00000116508,ENSMUSG00000018341
ENSMUSG00000033720,ENSMUSG00000022094
ENSMUSG00000001986,ENSMUSG00000120992
ENSMUSG00000090386,ENSMUSG00000002699
ENSMUSG00000038902,ENSMUSG00000030560
ENSMUSG00000097277,ENSMUSG00000097194
ENSMUSG00000058979,ENSMUSG00000004902
ENSMUSG00000017376,ENSMUSG00000052837
ENSMUSG00000023994,ENSMUSG00000043740
ENSMUSG00000051034,ENSMUSG00000026896
ENSMUSG00000120105,ENSMUSG00000094708
ENSMUSG00000030610,ENSMUSG00000095937
ENSMUSG00000042647,ENSMUSG00000029866
ENSMUSG00000026134,ENSMUSG00000032501
ENSMUSG00000020605,ENSMUSG00000038179
ENSMUSG00000027811,ENSMUSG00000109244
ENSMUSG00000073530,ENSMUSG00000097804
ENSMUSG00000031788,ENSMUSG00000068245
ENSMUSG00000048930,ENSMUSG00000043421
ENSMUSG00000042156,ENSMUSG00000000392
ENSMUSG00000020886,ENSMUSG00000069874
ENSMUSG00000027582,ENSMUSG00000120594
ENSMUSG00000015970,ENSMUSG00000032776
ENSMUSG00000010538,ENSMUSG00000121137
ENSMUSG00000025372,ENSMUSG00000015340
ENSMUSG00000001604,ENSMUSG00000027843
ENSMUSG00000087138,ENSMUSG00000035394
ENSMUSG00000097048,ENSMUSG00000021367
ENSMUSG00000057176,ENSMUSG00000029135
ENSMUSG00000025082,ENSMUSG00000024223
ENSMUSG00000017756,ENSMUSG00000020275
ENSMUSG00000070923,ENSMUSG00000013643
ENSMUSG00000030979,ENSMUSG00000111264
ENSMUSG00000047434,ENSMUSG00000035673
ENSMUSG00000025538,ENSMUSG00000045030
ENSMUSG00000112300,ENSMUSG00000019082
ENSMUSG00000105509,ENSMUSG00000108368
ENSMUSG00000021639,ENSMUSG00000028862
ENSMUSG00000073434,ENSMUSG00000105378
ENSMUSG00000067430,ENSMUSG00000058216
ENSMUSG00000034863,ENSMUSG00000102461
ENSMUSG00000040812,ENSMUSG00000034059
ENSMUSG00000027472,ENSMUSG00000004040
ENSMUSG00000021177,ENSMUSG00000070031
ENSMUSG00000106981,ENSMUSG00000027580
ENSMUSG00000044030,ENSMUSG00000022584
ENSMUSG00000078202,ENSMUSG00000032690
ENSMUSG00000036948,ENSMUSG00000047881
ENSMUSG00000096795,ENSMUSG00000022951
ENSMUSG00000023882,ENSMUSG00000040715
ENSMUSG00000043140,ENSMUSG00000102856
ENSMUSG00000035067,ENSMUSG00000042918
ENSMUSG00000038528,ENSMUSG00000032739
ENSMUSG00000038122,ENSMUSG00000090264
ENSMUSG00000003190,ENSMUSG00000029304
ENSMUSG00000052248,ENSMUSG00000034959
ENSMUSG00000023143,ENSMUSG00000020806
ENSMUSG00000121794,ENSMUSG00000109864
ENSMUSG00000018841,ENSMUSG00000074206
ENSMUSG00000053916,ENSMUSG00000063727
ENSMUSG00000087305,ENSMUSG00000096727
ENSMUSG00000026705,ENSMUSG00000019577
ENSMUSG00000024298,ENSMUSG00000031722
ENSMUSG00000041215,ENSMUSG00000039232
ENSMUSG00000099481,ENSMUSG00000085786
ENSMUSG00000049295,ENSMUSG00000018500
ENSMUSG00000020895,ENSMUSG00000029798
ENSMUSG00000086158,ENSMUSG00000039236
ENSMUSG00000020973,ENSMUSG00000019122
ENSMUSG00000070527,ENSMUSG00000028494
ENSMUSG00000066613,ENSMUSG00000043832
ENSMUSG00000103658,ENSMUSG00000035004
ENSMUSG00000014846,ENSMUSG00000030483
ENSMUSG00000038070,ENSMUSG00000040033
ENSMUSG00000044145,ENSMUSG00000028989
ENSMUSG00000045980,ENSMUSG00000117401
ENSMUSG00000018983,ENSMUSG00000048373
ENSMUSG00000048280,ENSMUSG00000035186
ENSMUSG00000049739,ENSMUSG00000024798
ENSMUSG00000002748,ENSMUSG00000089812
ENSMUSG00000046185,ENSMUSG00000046245
ENSMUSG00000029587,ENSMUSG00000121855
ENSMUSG00000078786,ENSMUSG00000095609
ENSMUSG00000021286,ENSMUSG00000109909
ENSMUSG00000092564,ENSMUSG00000054364
ENSMUSG00000098332,ENSMUSG00000021025
ENSMUSG00000022621,ENSMUSG00000050896
ENSMUSG00000022330,ENSMUSG00000027397
ENSMUSG00000045767,ENSMUSG00000027962
ENSMUSG00000018411,ENSMUSG00000039851
ENSMUSG00000024664,ENSMUSG00000103502
ENSMUSG00000041945,ENSMUSG00000015947
ENSMUSG00000097177,ENSMUSG00000114608
ENSMUSG00000031399,ENSMUSG00000044703
ENSMUSG00000039089,ENSMUSG00000024338
ENSMUSG00000091183,ENSMUSG00000042828
ENSMUSG00000036585,ENSMUSG00000028268
ENSMUSG00000038564,ENSMUSG00000040600
ENSMUSG00000049327,ENSMUSG00000031779
ENSMUSG00000040998,ENSMUSG00000060519
ENSMUSG00000038331,ENSMUSG00000046093
ENSMUSG00000029544,ENSMUSG00000043953
ENSMUSG00000041530,ENSMUSG00000092354
ENSMUSG00000022526,ENSMUSG00000050751
ENSMUSG00000058488,ENSMUSG00000026068
ENSMUSG00000002058,ENSMUSG00000020120
ENSMUSG00000084835,ENSMUSG00000042041
ENSMUSG00000028943,ENSMUSG00000036422
ENSMUSG00000023094,ENSMUSG00000030413
ENSMUSG00000068270,ENSMUSG00000005087
ENSMUSG00000016757,ENSMUSG00000002228
ENSMUSG00000109378,ENSMUSG00000061039
ENSMUSG00000017868,ENSMUSG00000056501
ENSMUSG00000022701,ENSMUSG00000118671
ENSMUSG00000034275,ENSMUSG00000051243
ENSMUSG00000028101,ENSMUSG00000020227
ENSMUSG00000034177,ENSMUSG00000039109
ENSMUSG00000021779,ENSMUSG00000052131
ENSMUSG00000005089,ENSMUSG00000009356
ENSMUSG00000030834,ENSMUSG00000056529
ENSMUSG00000006019,ENSMUSG00000028859
ENSMUSG00000039987,ENSMUSG00000028525
ENSMUSG00000074171,ENSMUSG00000058818
ENSMUSG00000041075,ENSMUSG00000047180
ENSMUSG00000070476,ENSMUSG00000040253
ENSMUSG00000001157,ENSMUSG00000006462
ENSMUSG00000006463,ENSMUSG00000024786
ENSMUSG00000027599,ENSMUSG00000029298
ENSMUSG00000085037,ENSMUSG00000038301
ENSMUSG00000097360,ENSMUSG00000020423
ENSMUSG00000067370,ENSMUSG00000068246
ENSMUSG00000034593,ENSMUSG00000075010
ENSMUSG00000018809,ENSMUSG00000020799
ENSMUSG00000030016,ENSMUSG00000024430
ENSMUSG00000020679,ENSMUSG00000021091
ENSMUSG00000023953,ENSMUSG00000085411
ENSMUSG00000033282,ENSMUSG00000022906
ENSMUSG00000045327,ENSMUSG00000053054
ENSMUSG00000089659,ENSMUSG00000066361
ENSMUSG00000059834,ENSMUSG00000057346
ENSMUSG00000049957,ENSMUSG00000022010
ENSMUSG00000047767,ENSMUSG00000079419
ENSMUSG00000027263,ENSMUSG00000034686
ENSMUSG00000032666,ENSMUSG00000047945
ENSMUSG00000032436,ENSMUSG00000121398
ENSMUSG00000046785,ENSMUSG00000117780
ENSMUSG00000108084,ENSMUSG00000037872
ENSMUSG00000078700,ENSMUSG00000034266
ENSMUSG00000029554,ENSMUSG00000049037
ENSMUSG00000113786,ENSMUSG00000053007
ENSMUSG00000040648,ENSMUSG00000070327
ENSMUSG00000028974,ENSMUSG00000117628
ENSMUSG00000037126,ENSMUSG00000013974
ENSMUSG00000031714,ENSMUSG00000039911
ENSMUSG00000081342,ENSMUSG00000039899
ENSMUSG00000037490,ENSMUSG00000070498
ENSMUSG00000028637,ENSMUSG00000104682
ENSMUSG00000051331,ENSMUSG00000089942
ENSMUSG00000092416,ENSMUSG00000102964
ENSMUSG00000013629,ENSMUSG00000035208
ENSMUSG00000026259,ENSMUSG00000073491
ENSMUSG00000074158,ENSMUSG00000079012
ENSMUSG00000056598,ENSMUSG00000027398
ENSMUSG00000020189,ENSMUSG00000003283
ENSMUSG00000050605,ENSMUSG00000045502
ENSMUSG00000053390,ENSMUSG00000073555
ENSMUSG00000031851,ENSMUSG00000013483
ENSMUSG00000026240,ENSMUSG00000031444
ENSMUSG00000013419,ENSMUSG00000029322
ENSMUSG00000042104,ENSMUSG00000074141
ENSMUSG00000033253,ENSMUSG00000062007
ENSMUSG00000121880,ENSMUSG00000037921
ENSMUSG00000010651,ENSMUSG00000025017
ENSMUSG00000026062,ENSMUSG00000022622
ENSMUSG00000034687,ENSMUSG00000091649
ENSMUSG00000038060,ENSMUSG00000071637
ENSMUSG00000022516,ENSMUSG00000050014
ENSMUSG00000033857,ENSMUSG00000036390
ENSMUSG00000021668,ENSMUSG00000032515
ENSMUSG00000020697,ENSMUSG00000072620
ENSMUSG00000020156,ENSMUSG00000026121
ENSMUSG00000036898,ENSMUSG00000026581
ENSMUSG00000019975,ENSMUSG00000103439
ENSMUSG00000038126,ENSMUSG00000042677
ENSMUSG00000042992,ENSMUSG00000002983
ENSMUSG00000040721,ENSMUSG00000003206
ENSMUSG00000022332,ENSMUSG00000105096
ENSMUSG00000027959,ENSMUSG00000040483
ENSMUSG00000054099,ENSMUSG00000028874
ENSMUSG00000070997,ENSMUSG00000099974
ENSMUSG00000074243,ENSMUSG00000038508
ENSMUSG00000113861,ENSMUSG00000069793
ENSMUSG00000018651,ENSMUSG00000035929
ENSMUSG00000019295,ENSMUSG00000030786
ENSMUSG00000103436,ENSMUSG00000028599
ENSMUSG00000078896,ENSMUSG00000078921
ENSMUSG00000029173,ENSMUSG00000030921
ENSMUSG00000069727,ENSMUSG00000049988
ENSMUSG00000056698,ENSMUSG00000079362
ENSMUSG00000034218,ENSMUSG00000087175
ENSMUSG00000020241,ENSMUSG00000073490
ENSMUSG00000035198,ENSMUSG00000048489
ENSMUSG00000086938,ENSMUSG00000027313
ENSMUSG00000063382,ENSMUSG00000020429
ENSMUSG00000062526,ENSMUSG00000032661
ENSMUSG00000034320,ENSMUSG00000049892
ENSMUSG00000071302,ENSMUSG00000066861
ENSMUSG00000089810,ENSMUSG00000039699
ENSMUSG00000009733,ENSMUSG00000020901
ENSMUSG00000059423,ENSMUSG00000050747
ENSMUSG00000029053,ENSMUSG00000072244
ENSMUSG00000028496,ENSMUSG00000086320
ENSMUSG00000036285,ENSMUSG00000005800
ENSMUSG00000062861,ENSMUSG00000052776
ENSMUSG00000037933,ENSMUSG00000121086
ENSMUSG00000024251,ENSMUSG00000035356
ENSMUSG00000030761,ENSMUSG00000113136
ENSMUSG00000023066,ENSMUSG00000033107
ENSMUSG00000025137,ENSMUSG00000039728
ENSMUSG00000053965,ENSMUSG00000017830
ENSMUSG00000121232,ENSMUSG00000046223
ENSMUSG00000086610,ENSMUSG00000027995
ENSMUSG00000073792,ENSMUSG00000049734
ENSMUSG00000033948,ENSMUSG00000014599
ENSMUSG00000000958,ENSMUSG00000032000
ENSMUSG00000104546,ENSMUSG00000029321
ENSMUSG00000047037,ENSMUSG00000023905
ENSMUSG00000026456,ENSMUSG00000120198
ENSMUSG00000030249,ENSMUSG00000027368
ENSMUSG00000039065,ENSMUSG00000094840
ENSMUSG00000049811,ENSMUSG00000048852
ENSMUSG00000039831,ENSMUSG00000004359
ENSMUSG00000037216,ENSMUSG00000112023
ENSMUSG00000106990,ENSMUSG00000033213
ENSMUSG00000034848,ENSMUSG00000043263
ENSMUSG00000081787,ENSMUSG00000097768
ENSMUSG00000090564,ENSMUSG00000029561
ENSMUSG00000019916,ENSMUSG00000000078
ENSMUSG00000002105,ENSMUSG00000079363
ENSMUSG00000014418,ENSMUSG00000089929
ENSMUSG00000028180,ENSMUSG00000033538
ENSMUSG00000042496,ENSMUSG00000052749
ENSMUSG00000052794,ENSMUSG00000020638
ENSMUSG00000031712,ENSMUSG00000040017
ENSMUSG00000055866,ENSMUSG00000062939
ENSMUSG00000062646,ENSMUSG00000036067
ENSMUSG00000064043,ENSMUSG00000050370
ENSMUSG00000043391,ENSMUSG00000042622
ENSMUSG00000043162,ENSMUSG00000074151
ENSMUSG00000085334,ENSMUSG00000087006
ENSMUSG00000056917,ENSMUSG00000046688
ENSMUSG00000001802,ENSMUSG00000057596
ENSMUSG00000032737,ENSMUSG00000078853
ENSMUSG00000091931,ENSMUSG00000030144
ENSMUSG00000120984,ENSMUSG00000005413
ENSMUSG00000026692,ENSMUSG00000037887
