Downregulated,Upregulated
ENSMUSG00000121179,ENSMUSG00000039954
ENSMUSG00000114995,ENSMUSG00000019505
ENSMUSG00000053550,ENSMUSG00000000282
ENSMUSG00000051855,ENSMUSG00000063060
ENSMUSG00000071456,ENSMUSG00000062081
ENSMUSG00000051727,ENSMUSG00000028068
ENSMUSG00000021373,ENSMUSG00000057789
ENSMUSG00000055313,ENSMUSG00000041219
ENSMUSG00000109015,ENSMUSG00000041671
ENSMUSG00000107230,ENSMUSG00000035696
ENSMUSG00000098678,ENSMUSG00000028954
ENSMUSG00000035283,ENSMUSG00000022462
ENSMUSG00000115575,ENSMUSG00000042524
ENSMUSG00000121083,ENSMUSG00000017715
ENSMUSG00000047146,ENSMUSG00000072594
ENSMUSG00000087424,ENSMUSG00000031843
ENSMUSG00000112188,ENSMUSG00000034674
ENSMUSG00000074646,ENSMUSG00000046546
ENSMUSG00000039167,ENSMUSG00000036438
ENSMUSG00000100813,ENSMUSG00000028191
ENSMUSG00000028545,ENSMUSG00000022035
ENSMUSG00000028528,ENSMUSG00000026117
ENSMUSG00000059810,ENSMUSG00000025314
ENSMUSG00000033207,ENSMUSG00000053358
ENSMUSG00000078901,ENSMUSG00000037820
ENSMUSG00000114148,ENSMUSG00000080058
ENSMUSG00000030380,ENSMUSG00000022433
ENSMUSG00000121470,ENSMUSG00000087590
ENSMUSG00000107163,ENSMUSG00000085156
ENSMUSG00000045515,ENSMUSG00000036452
ENSMUSG00000084983,ENSMUSG00000030499
ENSMUSG00000085175,ENSMUSG00000004267
ENSMUSG00000109628,ENSMUSG00000115379
ENSMUSG00000035759,ENSMUSG00000060512
ENSMUSG00000052117,ENSMUSG00000039531
ENSMUSG00000024254,ENSMUSG00000021794
ENSMUSG00000030116,ENSMUSG00000028841
ENSMUSG00000038583,ENSMUSG00000004864
ENSMUSG00000045441,ENSMUSG00000060147
ENSMUSG00000092500,ENSMUSG00000027954
ENSMUSG00000020838,ENSMUSG00000000787
ENSMUSG00000121247,ENSMUSG00000025076
ENSMUSG00000090031,ENSMUSG00000044550
ENSMUSG00000063428,ENSMUSG00000042712
ENSMUSG00000098447,ENSMUSG00000022090
ENSMUSG00000089663,ENSMUSG00000113346
ENSMUSG00000028475,ENSMUSG00000074553
ENSMUSG00000046442,ENSMUSG00000033392
ENSMUSG00000006586,ENSMUSG00000045795
ENSMUSG00000032198,ENSMUSG00000000532
ENSMUSG00000100707,ENSMUSG00000016624
ENSMUSG00000120153,ENSMUSG00000048832
ENSMUSG00000109644,ENSMUSG00000048218
ENSMUSG00000086725,ENSMUSG00000105936
ENSMUSG00000097150,ENSMUSG00000001918
ENSMUSG00000105368,ENSMUSG00000039497
ENSMUSG00000030909,ENSMUSG00000017697
ENSMUSG00000086054,ENSMUSG00000106251
ENSMUSG00000054967,ENSMUSG00000037805
ENSMUSG00000025597,ENSMUSG00000028893
ENSMUSG00000066319,ENSMUSG00000006585
ENSMUSG00000112790,ENSMUSG00000035828
ENSMUSG00000042320,ENSMUSG00000113918
ENSMUSG00000104625,ENSMUSG00000041096
ENSMUSG00000023885,ENSMUSG00000037712
ENSMUSG00000100642,ENSMUSG00000024732
ENSMUSG00000004748,ENSMUSG00000046675
ENSMUSG00000002055,ENSMUSG00000026020
ENSMUSG00000073590,ENSMUSG00000022111
ENSMUSG00000054715,ENSMUSG00000038400
ENSMUSG00000030443,ENSMUSG00000002297
ENSMUSG00000032380,ENSMUSG00000025171
ENSMUSG00000110652,ENSMUSG00000033658
ENSMUSG00000026207,ENSMUSG00000112806
ENSMUSG00000007827,ENSMUSG00000024436
ENSMUSG00000120242,ENSMUSG00000030847
ENSMUSG00000090210,ENSMUSG00000022216
ENSMUSG00000062151,ENSMUSG00000027660
ENSMUSG00000060509,ENSMUSG00000029192
ENSMUSG00000120914,ENSMUSG00000026970
ENSMUSG00000031548,ENSMUSG00000029204
ENSMUSG00000027500,ENSMUSG00000020122
ENSMUSG00000107698,ENSMUSG00000064289
ENSMUSG00000106035,ENSMUSG00000025723
ENSMUSG00000089857,ENSMUSG00000041957
ENSMUSG00000074818,ENSMUSG00000120850
ENSMUSG00000075463,ENSMUSG00000036411
ENSMUSG00000022941,ENSMUSG00000020115
ENSMUSG00000032179,ENSMUSG00000111394
ENSMUSG00000061371,ENSMUSG00000031264
ENSMUSG00000115099,ENSMUSG00000041180
ENSMUSG00000022802,ENSMUSG00000034738
ENSMUSG00000052544,ENSMUSG00000059195
ENSMUSG00000021670,ENSMUSG00000098234
ENSMUSG00000104814,ENSMUSG00000103081
ENSMUSG00000027676,ENSMUSG00000024395
ENSMUSG00000060862,ENSMUSG00000111212
ENSMUSG00000073867,ENSMUSG00000038781
ENSMUSG00000103115,ENSMUSG00000046962
ENSMUSG00000074867,ENSMUSG00000010830
ENSMUSG00000084790,ENSMUSG00000015837
ENSMUSG00000093587,ENSMUSG00000025856
ENSMUSG00000025189,ENSMUSG00000036002
ENSMUSG00000051817,ENSMUSG00000047565
ENSMUSG00000054939,ENSMUSG00000032280
ENSMUSG00000087020,ENSMUSG00000062300
ENSMUSG00000084880,ENSMUSG00000074971
ENSMUSG00000053977,ENSMUSG00000000303
ENSMUSG00000027318,ENSMUSG00000041769
ENSMUSG00000046952,ENSMUSG00000022673
ENSMUSG00000031853,ENSMUSG00000031453
ENSMUSG00000121596,ENSMUSG00000029186
ENSMUSG00000103928,ENSMUSG00000020680
ENSMUSG00000071551,ENSMUSG00000027412
ENSMUSG00000070720,ENSMUSG00000041025
ENSMUSG00000027001,ENSMUSG00000027907
ENSMUSG00000121883,ENSMUSG00000113789
ENSMUSG00000030145,ENSMUSG00000038387
ENSMUSG00000024011,ENSMUSG00000114584
ENSMUSG00000086638,ENSMUSG00000039168
ENSMUSG00000045822,ENSMUSG00000003549
ENSMUSG00000090019,ENSMUSG00000057554
ENSMUSG00000024018,ENSMUSG00000044147
ENSMUSG00000048078,ENSMUSG00000024727
ENSMUSG00000085633,ENSMUSG00000009535
ENSMUSG00000003949,ENSMUSG00000022114
ENSMUSG00000036098,ENSMUSG00000056313
ENSMUSG00000074527,ENSMUSG00000019942
ENSMUSG00000006457,ENSMUSG00000109727
ENSMUSG00000109179,ENSMUSG00000109787
ENSMUSG00000044952,ENSMUSG00000050910
ENSMUSG00000049630,ENSMUSG00000105742
ENSMUSG00000025175,ENSMUSG00000053749
ENSMUSG00000023000,ENSMUSG00000018166
ENSMUSG00000121115,ENSMUSG00000019929
ENSMUSG00000116840,ENSMUSG00000067212
ENSMUSG00000120209,ENSMUSG00000027536
ENSMUSG00000120046,ENSMUSG00000038866
ENSMUSG00000043419,ENSMUSG00000078238
ENSMUSG00000117335,ENSMUSG00000022340
ENSMUSG00000107524,ENSMUSG00000069917
ENSMUSG00000089875,ENSMUSG00000023307
ENSMUSG00000024065,ENSMUSG00000029641
ENSMUSG00000031549,ENSMUSG00000096210
ENSMUSG00000026941,ENSMUSG00000039217
ENSMUSG00000020154,ENSMUSG00000035129
ENSMUSG00000028600,ENSMUSG00000021709
ENSMUSG00000109274,ENSMUSG00000047528
ENSMUSG00000042476,ENSMUSG00000059796
ENSMUSG00000101599,ENSMUSG00000018425
ENSMUSG00000044937,ENSMUSG00000109325
ENSMUSG00000085615,ENSMUSG00000017615
ENSMUSG00000105960,ENSMUSG00000024776
ENSMUSG00000117818,ENSMUSG00000037725
ENSMUSG00000055632,ENSMUSG00000002602
ENSMUSG00000017639,ENSMUSG00000003382
ENSMUSG00000031216,ENSMUSG00000039377
ENSMUSG00000057103,ENSMUSG00000023074
ENSMUSG00000097789,ENSMUSG00000084323
ENSMUSG00000035615,ENSMUSG00000029372
ENSMUSG00000046806,ENSMUSG00000028789
ENSMUSG00000046719,ENSMUSG00000023827
ENSMUSG00000044674,ENSMUSG00000103621
ENSMUSG00000086193,ENSMUSG00000053950
ENSMUSG00000097820,ENSMUSG00000025591
ENSMUSG00000047635,ENSMUSG00000003153
ENSMUSG00000026616,ENSMUSG00000006611
ENSMUSG00000029130,ENSMUSG00000104724
ENSMUSG00000098206,ENSMUSG00000108701
ENSMUSG00000004415,ENSMUSG00000069919
ENSMUSG00000053985,ENSMUSG00000022443
ENSMUSG00000049555,ENSMUSG00000045664
ENSMUSG00000118239,ENSMUSG00000024457
ENSMUSG00000120507,ENSMUSG00000098713
ENSMUSG00000021994,ENSMUSG00000033450
ENSMUSG00000104851,ENSMUSG00000032231
ENSMUSG00000054074,ENSMUSG00000031207
ENSMUSG00000046532,ENSMUSG00000102543
ENSMUSG00000025317,ENSMUSG00000029829
ENSMUSG00000049107,ENSMUSG00000027882
ENSMUSG00000021200,ENSMUSG00000008393
ENSMUSG00000072915,ENSMUSG00000106636
ENSMUSG00000003227,ENSMUSG00000054509
ENSMUSG00000097651,ENSMUSG00000045411
ENSMUSG00000098370,ENSMUSG00000013846
ENSMUSG00000057123,ENSMUSG00000029913
ENSMUSG00000043602,ENSMUSG00000006731
ENSMUSG00000038020,ENSMUSG00000021266
ENSMUSG00000043065,ENSMUSG00000115026
ENSMUSG00000120191,ENSMUSG00000005125
ENSMUSG00000075324,ENSMUSG00000118181
ENSMUSG00000112478,ENSMUSG00000027800
ENSMUSG00000041429,ENSMUSG00000035725
ENSMUSG00000002799,ENSMUSG00000038774
ENSMUSG00000027887,ENSMUSG00000008540
ENSMUSG00000060568,ENSMUSG00000081157
ENSMUSG00000074579,ENSMUSG00000120357
ENSMUSG00000033033,ENSMUSG00000052056
ENSMUSG00000026817,ENSMUSG00000106590
ENSMUSG00000117499,ENSMUSG00000020737
ENSMUSG00000109532,ENSMUSG00000034247
ENSMUSG00000019944,ENSMUSG00000026031
ENSMUSG00000107728,ENSMUSG00000107211
ENSMUSG00000102091,ENSMUSG00000023036
ENSMUSG00000006310,ENSMUSG00000073599
ENSMUSG00000107201,ENSMUSG00000115431
ENSMUSG00000074826,ENSMUSG00000036052
ENSMUSG00000031461,ENSMUSG00000024429
ENSMUSG00000121177,ENSMUSG00000035891
ENSMUSG00000097467,ENSMUSG00000108350
ENSMUSG00000069920,ENSMUSG00000059401
ENSMUSG00000024403,ENSMUSG00000035671
ENSMUSG00000041361,ENSMUSG00000002068
ENSMUSG00000026173,ENSMUSG00000025128
ENSMUSG00000055150,ENSMUSG00000005968
ENSMUSG00000109771,ENSMUSG00000074802
ENSMUSG00000112813,ENSMUSG00000053931
ENSMUSG00000073678,ENSMUSG00000026526
ENSMUSG00000046997,ENSMUSG00000021196
ENSMUSG00000073236,ENSMUSG00000040414
ENSMUSG00000084799,ENSMUSG00000016520
ENSMUSG00000035878,ENSMUSG00000057191
ENSMUSG00000029651,ENSMUSG00000022018
ENSMUSG00000038506,ENSMUSG00000036306
ENSMUSG00000098024,ENSMUSG00000082809
ENSMUSG00000082840,ENSMUSG00000079523
ENSMUSG00000031883,ENSMUSG00000058624
ENSMUSG00000030329,ENSMUSG00000047098
ENSMUSG00000079588,ENSMUSG00000025270
ENSMUSG00000019906,ENSMUSG00000028634
ENSMUSG00000054931,ENSMUSG00000096957
ENSMUSG00000120525,ENSMUSG00000028889
ENSMUSG00000102881,ENSMUSG00000109498
ENSMUSG00000059921,ENSMUSG00000060177
ENSMUSG00000078851,ENSMUSG00000083902
ENSMUSG00000059824,ENSMUSG00000033685
ENSMUSG00000038745,ENSMUSG00000055044
ENSMUSG00000031398,ENSMUSG00000051065
ENSMUSG00000027765,ENSMUSG00000038642
ENSMUSG00000087141,ENSMUSG00000041046
ENSMUSG00000117485,ENSMUSG00000060802
ENSMUSG00000116518,ENSMUSG00000055401
ENSMUSG00000076617,ENSMUSG00000035493
ENSMUSG00000046480,ENSMUSG00000030790
ENSMUSG00000115813,ENSMUSG00000044583
ENSMUSG00000096971,ENSMUSG00000030745
ENSMUSG00000021983,ENSMUSG00000104891
ENSMUSG00000039110,ENSMUSG00000031971
ENSMUSG00000034845,ENSMUSG00000087589
ENSMUSG00000085665,ENSMUSG00000021585
ENSMUSG00000121489,ENSMUSG00000031616
ENSMUSG00000037995,ENSMUSG00000033102
ENSMUSG00000039081,ENSMUSG00000113769
ENSMUSG00000097309,ENSMUSG00000032402
ENSMUSG00000022364,ENSMUSG00000066392
ENSMUSG00000097855,ENSMUSG00000028334
ENSMUSG00000100002,ENSMUSG00000030256
ENSMUSG00000023968,ENSMUSG00000043279
ENSMUSG00000022442,ENSMUSG00000110393
ENSMUSG00000017167,ENSMUSG00000067924
ENSMUSG00000085733,ENSMUSG00000050565
ENSMUSG00000038319,ENSMUSG00000104973
ENSMUSG00000038742,ENSMUSG00000093579
ENSMUSG00000042787,ENSMUSG00000040451
ENSMUSG00000042579,ENSMUSG00000056904
ENSMUSG00000024378,ENSMUSG00000024036
ENSMUSG00000074071,ENSMUSG00000078566
ENSMUSG00000024987,ENSMUSG00000053559
ENSMUSG00000052137,ENSMUSG00000069188
ENSMUSG00000106498,ENSMUSG00000031934
ENSMUSG00000034212,ENSMUSG00000067925
ENSMUSG00000120604,ENSMUSG00000039221
ENSMUSG00000034579,ENSMUSG00000046694
ENSMUSG00000120036,ENSMUSG00000005251
ENSMUSG00000120936,ENSMUSG00000073787
ENSMUSG00000068323,ENSMUSG00000025287
ENSMUSG00000113811,ENSMUSG00000031422
ENSMUSG00000113432,ENSMUSG00000117975
ENSMUSG00000121114,ENSMUSG00000032041
ENSMUSG00000024869,ENSMUSG00000052305
ENSMUSG00000112165,ENSMUSG00000058099
ENSMUSG00000097068,ENSMUSG00000031889
ENSMUSG00000104969,ENSMUSG00000039936
ENSMUSG00000109478,ENSMUSG00000022865
ENSMUSG00000003410,ENSMUSG00000079414
ENSMUSG00000020492,ENSMUSG00000062127
ENSMUSG00000047496,ENSMUSG00000032193
ENSMUSG00000059939,ENSMUSG00000121382
ENSMUSG00000022075,ENSMUSG00000035498
ENSMUSG00000094786,ENSMUSG00000035969
ENSMUSG00000115253,ENSMUSG00000013275
ENSMUSG00000053199,ENSMUSG00000016918
ENSMUSG00000005611,ENSMUSG00000067199
ENSMUSG00000089789,ENSMUSG00000091955
ENSMUSG00000032528,ENSMUSG00000108456
ENSMUSG00000086714,ENSMUSG00000053581
ENSMUSG00000031847,ENSMUSG00000087660
ENSMUSG00000110980,ENSMUSG00000037965
ENSMUSG00000030731,ENSMUSG00000026313
ENSMUSG00000091996,ENSMUSG00000052125
ENSMUSG00000102476,ENSMUSG00000028073
ENSMUSG00000021287,ENSMUSG00000033294
ENSMUSG00000085622,ENSMUSG00000022617
ENSMUSG00000102615,ENSMUSG00000018076
ENSMUSG00000086968,ENSMUSG00000044254
ENSMUSG00000046351,ENSMUSG00000039994
ENSMUSG00000035842,ENSMUSG00000026473
ENSMUSG00000087385,ENSMUSG00000047604
ENSMUSG00000074283,ENSMUSG00000042608
ENSMUSG00000035275,ENSMUSG00000054034
ENSMUSG00000107499,ENSMUSG00000022999
ENSMUSG00000121790,ENSMUSG00000108024
ENSMUSG00000035629,ENSMUSG00000026094
ENSMUSG00000021294,ENSMUSG00000005686
ENSMUSG00000040102,ENSMUSG00000099397
ENSMUSG00000120952,ENSMUSG00000021190
ENSMUSG00000049176,ENSMUSG00000049382
ENSMUSG00000075271,ENSMUSG00000026435
ENSMUSG00000005580,ENSMUSG00000084081
ENSMUSG00000047342,ENSMUSG00000015143
ENSMUSG00000120374,ENSMUSG00000050957
ENSMUSG00000103901,ENSMUSG00000067931
ENSMUSG00000078867,ENSMUSG00000074676
ENSMUSG00000116165,ENSMUSG00000038525
ENSMUSG00000022840,ENSMUSG00000114547
ENSMUSG00000083083,ENSMUSG00000034173
ENSMUSG00000113204,ENSMUSG00000036478
ENSMUSG00000025436,ENSMUSG00000030707
ENSMUSG00000033707,ENSMUSG00000020653
ENSMUSG00000034353,ENSMUSG00000031382
ENSMUSG00000021306,ENSMUSG00000041308
ENSMUSG00000066196,ENSMUSG00000109224
ENSMUSG00000120175,ENSMUSG00000039004
ENSMUSG00000072974,ENSMUSG00000074482
ENSMUSG00000039763,ENSMUSG00000029352
ENSMUSG00000035829,ENSMUSG00000026547
ENSMUSG00000097276,ENSMUSG00000046993
ENSMUSG00000006641,ENSMUSG00000063177
ENSMUSG00000120241,ENSMUSG00000081871
ENSMUSG00000071181,ENSMUSG00000075590
ENSMUSG00000051499,ENSMUSG00000030187
ENSMUSG00000030446,ENSMUSG00000095865
ENSMUSG00000034164,ENSMUSG00000055413
ENSMUSG00000107531,ENSMUSG00000038147
ENSMUSG00000032564,ENSMUSG00000030199
ENSMUSG00000025578,ENSMUSG00000023186
ENSMUSG00000003352,ENSMUSG00000022965
ENSMUSG00000120976,ENSMUSG00000081151
ENSMUSG00000086807,ENSMUSG00000111329
ENSMUSG00000045464,ENSMUSG00000043889
ENSMUSG00000028487,ENSMUSG00000023961
ENSMUSG00000083111,ENSMUSG00000052397
ENSMUSG00000105834,ENSMUSG00000038968
ENSMUSG00000104999,ENSMUSG00000037722
ENSMUSG00000107742,ENSMUSG00000030403
ENSMUSG00000109810,ENSMUSG00000081952
ENSMUSG00000025727,ENSMUSG00000027630
ENSMUSG00000097287,ENSMUSG00000075000
ENSMUSG00000067928,ENSMUSG00000051790
ENSMUSG00000119957,ENSMUSG00000004328
ENSMUSG00000054945,ENSMUSG00000074622
ENSMUSG00000090257,ENSMUSG00000043008
ENSMUSG00000078234,ENSMUSG00000060068
ENSMUSG00000050714,ENSMUSG00000041134
ENSMUSG00000038422,ENSMUSG00000017132
ENSMUSG00000105741,ENSMUSG00000027433
ENSMUSG00000048096,ENSMUSG00000029700
ENSMUSG00000040134,ENSMUSG00000022385
ENSMUSG00000044066,ENSMUSG00000074978
ENSMUSG00000086331,ENSMUSG00000044813
ENSMUSG00000113361,ENSMUSG00000030677
ENSMUSG00000030170,ENSMUSG00000007041
ENSMUSG00000025656,ENSMUSG00000106166
ENSMUSG00000034532,ENSMUSG00000106205
ENSMUSG00000012429,ENSMUSG00000027111
ENSMUSG00000046667,ENSMUSG00000037211
ENSMUSG00000022211,ENSMUSG00000017446
ENSMUSG00000097061,ENSMUSG00000032497
ENSMUSG00000051098,ENSMUSG00000048636
ENSMUSG00000040852,ENSMUSG00000057967
ENSMUSG00000097383,ENSMUSG00000085355
ENSMUSG00000087404,ENSMUSG00000064120
ENSMUSG00000027983,ENSMUSG00000044471
ENSMUSG00000031891,ENSMUSG00000072844
ENSMUSG00000086119,ENSMUSG00000021428
ENSMUSG00000062470,ENSMUSG00000025481
ENSMUSG00000027130,ENSMUSG00000026158
ENSMUSG00000105719,ENSMUSG00000038555
ENSMUSG00000078532,ENSMUSG00000021109
ENSMUSG00000001095,ENSMUSG00000107950
ENSMUSG00000035780,ENSMUSG00000030149
ENSMUSG00000060336,ENSMUSG00000029229
ENSMUSG00000031253,ENSMUSG00000050533
ENSMUSG00000071679,ENSMUSG00000087230
ENSMUSG00000030276,ENSMUSG00000097125
ENSMUSG00000096054,ENSMUSG00000029512
ENSMUSG00000069743,ENSMUSG00000024383
ENSMUSG00000056258,ENSMUSG00000093826
ENSMUSG00000030319,ENSMUSG00000065954
ENSMUSG00000107194,ENSMUSG00000001166
ENSMUSG00000078648,ENSMUSG00000032334
ENSMUSG00000044795,ENSMUSG00000020580
ENSMUSG00000120290,ENSMUSG00000039942
ENSMUSG00000054893,ENSMUSG00000049872
ENSMUSG00000109946,ENSMUSG00000104449
ENSMUSG00000078903,ENSMUSG00000050931
ENSMUSG00000046818,ENSMUSG00000034040
ENSMUSG00000027246,ENSMUSG00000030203
ENSMUSG00000022179,ENSMUSG00000019842
ENSMUSG00000042797,ENSMUSG00000045136
ENSMUSG00000078878,ENSMUSG00000060487
ENSMUSG00000117980,ENSMUSG00000034684
ENSMUSG00000027524,ENSMUSG00000026436
ENSMUSG00000102813,ENSMUSG00000073988
ENSMUSG00000110161,ENSMUSG00000029513
ENSMUSG00000048481,ENSMUSG00000048865
ENSMUSG00000020364,ENSMUSG00000061048
ENSMUSG00000082588,ENSMUSG00000041642
ENSMUSG00000057396,ENSMUSG00000090946
ENSMUSG00000020682,ENSMUSG00000028793
ENSMUSG00000038241,ENSMUSG00000033644
ENSMUSG00000029603,ENSMUSG00000038151
ENSMUSG00000097762,ENSMUSG00000021432
ENSMUSG00000100967,ENSMUSG00000014444
ENSMUSG00000087368,ENSMUSG00000028836
ENSMUSG00000045746,ENSMUSG00000091705
ENSMUSG00000105851,ENSMUSG00000026596
ENSMUSG00000072640,ENSMUSG00000020941
ENSMUSG00000030737,ENSMUSG00000054675
ENSMUSG00000050022,ENSMUSG00000105519
ENSMUSG00000110156,ENSMUSG00000105632
ENSMUSG00000049823,ENSMUSG00000120633
ENSMUSG00000043257,ENSMUSG00000015224
ENSMUSG00000044819,ENSMUSG00000026672
ENSMUSG00000030532,ENSMUSG00000045827
ENSMUSG00000032727,ENSMUSG00000072969
ENSMUSG00000079042,ENSMUSG00000032020
ENSMUSG00000107909,ENSMUSG00000040136
ENSMUSG00000002908,ENSMUSG00000068101
ENSMUSG00000041700,ENSMUSG00000012123
ENSMUSG00000060771,ENSMUSG00000025190
ENSMUSG00000068877,ENSMUSG00000098188
ENSMUSG00000040732,ENSMUSG00000054256
ENSMUSG00000031255,ENSMUSG00000025509
ENSMUSG00000024525,ENSMUSG00000104388
ENSMUSG00000036599,ENSMUSG00000010095
ENSMUSG00000027242,ENSMUSG00000002831
ENSMUSG00000042515,ENSMUSG00000111905
ENSMUSG00000027858,ENSMUSG00000026875
ENSMUSG00000037541,ENSMUSG00000037679
ENSMUSG00000084899,ENSMUSG00000031803
ENSMUSG00000029600,ENSMUSG00000003032
ENSMUSG00000044199,ENSMUSG00000109879
ENSMUSG00000038259,ENSMUSG00000105107
ENSMUSG00000044231,ENSMUSG00000047731
ENSMUSG00000019301,ENSMUSG00000019997
ENSMUSG00000044702,ENSMUSG00000036931
ENSMUSG00000038570,ENSMUSG00000115852
ENSMUSG00000039976,ENSMUSG00000121227
ENSMUSG00000043631,ENSMUSG00000052013
ENSMUSG00000092592,ENSMUSG00000070729
ENSMUSG00000062944,ENSMUSG00000049001
ENSMUSG00000110256,ENSMUSG00000085078
ENSMUSG00000120681,ENSMUSG00000066278
ENSMUSG00000060261,ENSMUSG00000025058
ENSMUSG00000049357,ENSMUSG00000086481
ENSMUSG00000046280,ENSMUSG00000097994
ENSMUSG00000027274,ENSMUSG00000025795
ENSMUSG00000073752,ENSMUSG00000062157
ENSMUSG00000039661,ENSMUSG00000074813
ENSMUSG00000087022,ENSMUSG00000101438
ENSMUSG00000046186,ENSMUSG00000061186
ENSMUSG00000043300,ENSMUSG00000085006
ENSMUSG00000040710,ENSMUSG00000066797
ENSMUSG00000073437,ENSMUSG00000024524
ENSMUSG00000027386,ENSMUSG00000001995
ENSMUSG00000039242,ENSMUSG00000058126
ENSMUSG00000031700,ENSMUSG00000030595
ENSMUSG00000074355,ENSMUSG00000022754
ENSMUSG00000023147,ENSMUSG00000052681
ENSMUSG00000086628,ENSMUSG00000026177
ENSMUSG00000031903,ENSMUSG00000032940
ENSMUSG00000105556,ENSMUSG00000120764
ENSMUSG00000115756,ENSMUSG00000115783
ENSMUSG00000054252,ENSMUSG00000114607
ENSMUSG00000025386,ENSMUSG00000055172
ENSMUSG00000055733,ENSMUSG00000025491
ENSMUSG00000004187,ENSMUSG00000022468
ENSMUSG00000040061,ENSMUSG00000019947
ENSMUSG00000052396,ENSMUSG00000038276
ENSMUSG00000038390,ENSMUSG00000021886
ENSMUSG00000078719,ENSMUSG00000112808
ENSMUSG00000040537,ENSMUSG00000030124
ENSMUSG00000121717,ENSMUSG00000020905
ENSMUSG00000035868,ENSMUSG00000092511
ENSMUSG00000022428,ENSMUSG00000032081
ENSMUSG00000053178,ENSMUSG00000103867
ENSMUSG00000107608,ENSMUSG00000054717
ENSMUSG00000005043,ENSMUSG00000032593
ENSMUSG00000052102,ENSMUSG00000033885
ENSMUSG00000027356,ENSMUSG00000070427
ENSMUSG00000028453,ENSMUSG00000039316
ENSMUSG00000051747,ENSMUSG00000063406
ENSMUSG00000108660,ENSMUSG00000015396
ENSMUSG00000054226,ENSMUSG00000031538
ENSMUSG00000121241,ENSMUSG00000026072
ENSMUSG00000067276,ENSMUSG00000052557
ENSMUSG00000071604,ENSMUSG00000007476
ENSMUSG00000075273,ENSMUSG00000121458
ENSMUSG00000097823,ENSMUSG00000102331
ENSMUSG00000059323,ENSMUSG00000027999
ENSMUSG00000097692,ENSMUSG00000031825
ENSMUSG00000033256,ENSMUSG00000097640
ENSMUSG00000044700,ENSMUSG00000079339
ENSMUSG00000097571,ENSMUSG00000021281
ENSMUSG00000027387,ENSMUSG00000102840
ENSMUSG00000022844,ENSMUSG00000031503
ENSMUSG00000053080,ENSMUSG00000109495
ENSMUSG00000097793,ENSMUSG00000121111
ENSMUSG00000070469,ENSMUSG00000039384
ENSMUSG00000048878,ENSMUSG00000105694
ENSMUSG00000054514,ENSMUSG00000035910
ENSMUSG00000098066,ENSMUSG00000038393
ENSMUSG00000048371,ENSMUSG00000042901
ENSMUSG00000105687,ENSMUSG00000048120
ENSMUSG00000026308,ENSMUSG00000028718
ENSMUSG00000062980,ENSMUSG00000045569
ENSMUSG00000063179,ENSMUSG00000031604
ENSMUSG00000040387,ENSMUSG00000063286
ENSMUSG00000091972,ENSMUSG00000041378
ENSMUSG00000119994,ENSMUSG00000015305
ENSMUSG00000017412,ENSMUSG00000062825
ENSMUSG00000105340,ENSMUSG00000002289
ENSMUSG00000104569,ENSMUSG00000005950
ENSMUSG00000112189,ENSMUSG00000000732
ENSMUSG00000104784,ENSMUSG00000104291
ENSMUSG00000031669,ENSMUSG00000078153
ENSMUSG00000078653,ENSMUSG00000073876
ENSMUSG00000030553,ENSMUSG00000000120
ENSMUSG00000117102,ENSMUSG00000020893
ENSMUSG00000019768,ENSMUSG00000023236
ENSMUSG00000020639,ENSMUSG00000003545
ENSMUSG00000002324,ENSMUSG00000108732
ENSMUSG00000052688,ENSMUSG00000039234
ENSMUSG00000086015,ENSMUSG00000030064
ENSMUSG00000039706,ENSMUSG00000021273
ENSMUSG00000120169,ENSMUSG00000046168
ENSMUSG00000095545,ENSMUSG00000105962
ENSMUSG00000108883,ENSMUSG00000005836
ENSMUSG00000030699,ENSMUSG00000034595
ENSMUSG00000022774,ENSMUSG00000098374
ENSMUSG00000061411,ENSMUSG00000089726
ENSMUSG00000070337,ENSMUSG00000106208
ENSMUSG00000029601,ENSMUSG00000026064
ENSMUSG00000025726,ENSMUSG00000105201
ENSMUSG00000036863,ENSMUSG00000036123
ENSMUSG00000032889,ENSMUSG00000051435
ENSMUSG00000090963,ENSMUSG00000028843
ENSMUSG00000035126,ENSMUSG00000066554
ENSMUSG00000051444,ENSMUSG00000020023
ENSMUSG00000120675,ENSMUSG00000117877
ENSMUSG00000022490,ENSMUSG00000042757
ENSMUSG00000071893,ENSMUSG00000028980
ENSMUSG00000048240,ENSMUSG00000029003
ENSMUSG00000075304,ENSMUSG00000029622
ENSMUSG00000101337,ENSMUSG00000031799
ENSMUSG00000032377,ENSMUSG00000029084
ENSMUSG00000004231,ENSMUSG00000028883
ENSMUSG00000001870,ENSMUSG00000034731
ENSMUSG00000097626,ENSMUSG00000035299
ENSMUSG00000027424,ENSMUSG00000041135
ENSMUSG00000095362,ENSMUSG00000061981
ENSMUSG00000031294,ENSMUSG00000051341
ENSMUSG00000085498,ENSMUSG00000021591
ENSMUSG00000084998,ENSMUSG00000034675
ENSMUSG00000026925,ENSMUSG00000082185
ENSMUSG00000025198,ENSMUSG00000033987
ENSMUSG00000110105,ENSMUSG00000057561
ENSMUSG00000117505,ENSMUSG00000036057
ENSMUSG00000027316,ENSMUSG00000025959
ENSMUSG00000120315,ENSMUSG00000027381
ENSMUSG00000028860,ENSMUSG00000030849
