Downregulated,Upregulated
ENSMUSG00000032028,ENSMUSG00000016495
ENSMUSG00000004562,ENSMUSG00000029767
ENSMUSG00000040260,ENSMUSG00000005802
ENSMUSG00000039081,ENSMUSG00000026234
ENSMUSG00000023992,ENSMUSG00000031584
ENSMUSG00000026303,ENSMUSG00000049775
ENSMUSG00000041729,ENSMUSG00000036850
ENSMUSG00000082791,ENSMUSG00000027079
ENSMUSG00000036864,ENSMUSG00000031783
ENSMUSG00000025964,ENSMUSG00000024143
ENSMUSG00000048647,ENSMUSG00000024943
ENSMUSG00000025386,ENSMUSG00000026321
ENSMUSG00000028445,ENSMUSG00000027195
ENSMUSG00000090086,ENSMUSG00000121492
ENSMUSG00000028795,ENSMUSG00000097534
ENSMUSG00000043822,ENSMUSG00000091509
ENSMUSG00000055799,ENSMUSG00000029817
ENSMUSG00000026024,ENSMUSG00000000184
ENSMUSG00000028803,ENSMUSG00000068141
ENSMUSG00000043418,ENSMUSG00000031520
ENSMUSG00000037573,ENSMUSG00000057329
ENSMUSG00000028145,ENSMUSG00000038342
ENSMUSG00000031903,ENSMUSG00000081600
ENSMUSG00000023176,ENSMUSG00000027803
ENSMUSG00000031486,ENSMUSG00000031594
ENSMUSG00000027579,ENSMUSG00000074578
ENSMUSG00000041633,ENSMUSG00000022016
ENSMUSG00000030222,ENSMUSG00000026395
ENSMUSG00000040264,ENSMUSG00000050628
ENSMUSG00000021638,ENSMUSG00000080896
ENSMUSG00000121134,ENSMUSG00000038172
ENSMUSG00000033207,ENSMUSG00000039234
ENSMUSG00000029657,ENSMUSG00000027245
ENSMUSG00000034771,ENSMUSG00000023018
ENSMUSG00000097184,ENSMUSG00000063316
ENSMUSG00000074622,ENSMUSG00000016554
ENSMUSG00000052698,ENSMUSG00000029234
ENSMUSG00000024759,ENSMUSG00000121607
ENSMUSG00000031661,ENSMUSG00000046364
ENSMUSG00000020534,ENSMUSG00000034681
ENSMUSG00000075324,ENSMUSG00000040857
ENSMUSG00000078350,ENSMUSG00000031592
ENSMUSG00000021943,ENSMUSG00000029415
ENSMUSG00000029050,ENSMUSG00000009293
ENSMUSG00000075463,ENSMUSG00000078087
ENSMUSG00000086119,ENSMUSG00000029007
ENSMUSG00000030486,ENSMUSG00000098104
ENSMUSG00000035944,ENSMUSG00000040268
ENSMUSG00000032796,ENSMUSG00000026511
ENSMUSG00000037217,ENSMUSG00000114687
ENSMUSG00000000126,ENSMUSG00000009646
ENSMUSG00000026594,ENSMUSG00000021113
ENSMUSG00000031853,ENSMUSG00000024436
ENSMUSG00000033871,ENSMUSG00000005732
ENSMUSG00000020629,ENSMUSG00000000530
ENSMUSG00000075543,ENSMUSG00000030704
ENSMUSG00000087138,ENSMUSG00000117284
ENSMUSG00000097357,ENSMUSG00000002728
ENSMUSG00000042118,ENSMUSG00000070610
ENSMUSG00000109644,ENSMUSG00000028057
ENSMUSG00000120675,ENSMUSG00000033323
ENSMUSG00000078899,ENSMUSG00000017707
ENSMUSG00000048126,ENSMUSG00000028367
ENSMUSG00000078496,ENSMUSG00000024513
ENSMUSG00000021294,ENSMUSG00000026478
ENSMUSG00000009654,ENSMUSG00000026305
ENSMUSG00000120918,ENSMUSG00000060594
ENSMUSG00000028459,ENSMUSG00000107906
ENSMUSG00000025574,ENSMUSG00000049313
ENSMUSG00000026621,ENSMUSG00000019897
ENSMUSG00000030159,ENSMUSG00000092595
ENSMUSG00000036295,ENSMUSG00000062110
ENSMUSG00000023990,ENSMUSG00000052912
ENSMUSG00000033715,ENSMUSG00000114023
ENSMUSG00000048486,ENSMUSG00000035047
ENSMUSG00000025815,ENSMUSG00000083892
ENSMUSG00000022809,ENSMUSG00000024477
ENSMUSG00000063428,ENSMUSG00000006050
ENSMUSG00000041471,ENSMUSG00000037958
ENSMUSG00000071042,ENSMUSG00000019261
ENSMUSG00000044066,ENSMUSG00000030697
ENSMUSG00000073910,ENSMUSG00000091655
ENSMUSG00000108806,ENSMUSG00000032501
ENSMUSG00000009145,ENSMUSG00000021458
ENSMUSG00000074194,ENSMUSG00000025437
ENSMUSG00000035504,ENSMUSG00000047547
ENSMUSG00000050541,ENSMUSG00000035173
ENSMUSG00000037847,ENSMUSG00000024327
ENSMUSG00000047379,ENSMUSG00000025024
ENSMUSG00000061371,ENSMUSG00000029027
ENSMUSG00000053964,ENSMUSG00000038013
ENSMUSG00000029925,ENSMUSG00000049124
ENSMUSG00000038323,ENSMUSG00000002679
ENSMUSG00000039831,ENSMUSG00000025027
ENSMUSG00000033249,ENSMUSG00000030685
ENSMUSG00000043587,ENSMUSG00000027349
ENSMUSG00000039763,ENSMUSG00000030316
ENSMUSG00000019726,ENSMUSG00000028029
ENSMUSG00000121815,ENSMUSG00000047777
ENSMUSG00000032786,ENSMUSG00000121785
ENSMUSG00000114501,ENSMUSG00000097177
ENSMUSG00000097121,ENSMUSG00000025779
ENSMUSG00000040987,ENSMUSG00000121084
ENSMUSG00000054263,ENSMUSG00000004880
ENSMUSG00000028289,ENSMUSG00000050490
ENSMUSG00000073424,ENSMUSG00000106190
ENSMUSG00000024987,ENSMUSG00000021877
ENSMUSG00000061288,ENSMUSG00000032860
ENSMUSG00000021259,ENSMUSG00000037788
ENSMUSG00000010047,ENSMUSG00000030509
ENSMUSG00000015776,ENSMUSG00000029470
ENSMUSG00000013539,ENSMUSG00000094090
ENSMUSG00000027314,ENSMUSG00000026470
ENSMUSG00000036528,ENSMUSG00000052825
ENSMUSG00000043165,ENSMUSG00000001348
ENSMUSG00000007097,ENSMUSG00000029715
ENSMUSG00000100213,ENSMUSG00000032553
ENSMUSG00000030170,ENSMUSG00000030876
ENSMUSG00000121111,ENSMUSG00000102602
ENSMUSG00000089774,ENSMUSG00000046805
ENSMUSG00000057315,ENSMUSG00000035597
ENSMUSG00000031129,ENSMUSG00000026797
ENSMUSG00000097324,ENSMUSG00000001280
ENSMUSG00000062300,ENSMUSG00000015947
ENSMUSG00000024437,ENSMUSG00000020460
ENSMUSG00000020847,ENSMUSG00000104546
ENSMUSG00000030357,ENSMUSG00000031266
ENSMUSG00000085558,ENSMUSG00000023348
ENSMUSG00000121242,ENSMUSG00000038733
ENSMUSG00000050270,ENSMUSG00000022175
ENSMUSG00000033060,ENSMUSG00000028961
ENSMUSG00000031355,ENSMUSG00000027852
ENSMUSG00000026811,ENSMUSG00000021610
ENSMUSG00000046861,ENSMUSG00000034893
ENSMUSG00000063683,ENSMUSG00000036461
ENSMUSG00000032066,ENSMUSG00000024474
ENSMUSG00000032313,ENSMUSG00000033411
ENSMUSG00000089659,ENSMUSG00000031711
ENSMUSG00000016933,ENSMUSG00000053291
ENSMUSG00000117123,ENSMUSG00000061731
ENSMUSG00000020335,ENSMUSG00000002617
ENSMUSG00000021466,ENSMUSG00000001123
ENSMUSG00000110411,ENSMUSG00000032802
ENSMUSG00000097336,ENSMUSG00000020451
ENSMUSG00000023274,ENSMUSG00000030849
ENSMUSG00000087178,ENSMUSG00000033364
ENSMUSG00000096935,ENSMUSG00000022130
ENSMUSG00000009108,ENSMUSG00000004947
ENSMUSG00000031378,ENSMUSG00000075254
ENSMUSG00000040687,ENSMUSG00000051748
ENSMUSG00000121730,ENSMUSG00000020812
ENSMUSG00000025316,ENSMUSG00000022014
ENSMUSG00000055866,ENSMUSG00000044566
ENSMUSG00000110996,ENSMUSG00000029390
ENSMUSG00000043687,ENSMUSG00000025858
ENSMUSG00000110185,ENSMUSG00000023286
ENSMUSG00000033705,ENSMUSG00000028086
ENSMUSG00000021624,ENSMUSG00000004936
ENSMUSG00000070661,ENSMUSG00000041695
ENSMUSG00000071456,ENSMUSG00000053819
ENSMUSG00000024511,ENSMUSG00000067916
ENSMUSG00000054477,ENSMUSG00000004665
ENSMUSG00000032528,ENSMUSG00000057278
ENSMUSG00000033400,ENSMUSG00000028923
ENSMUSG00000086448,ENSMUSG00000120996
ENSMUSG00000108822,ENSMUSG00000078427
ENSMUSG00000036334,ENSMUSG00000028337
ENSMUSG00000028467,ENSMUSG00000106870
ENSMUSG00000041272,ENSMUSG00000063785
ENSMUSG00000045414,ENSMUSG00000082420
ENSMUSG00000113800,ENSMUSG00000029162
ENSMUSG00000108446,ENSMUSG00000004843
ENSMUSG00000025014,ENSMUSG00000029449
ENSMUSG00000051984,ENSMUSG00000120084
ENSMUSG00000052105,ENSMUSG00000057113
ENSMUSG00000046668,ENSMUSG00000002603
ENSMUSG00000025578,ENSMUSG00000039697
ENSMUSG00000034917,ENSMUSG00000048865
ENSMUSG00000073002,ENSMUSG00000052298
ENSMUSG00000031431,ENSMUSG00000097994
ENSMUSG00000070044,ENSMUSG00000090602
ENSMUSG00000036181,ENSMUSG00000078941
ENSMUSG00000041757,ENSMUSG00000048439
ENSMUSG00000037904,ENSMUSG00000072235
ENSMUSG00000027223,ENSMUSG00000034438
ENSMUSG00000052085,ENSMUSG00000028266
ENSMUSG00000121083,ENSMUSG00000093577
ENSMUSG00000089951,ENSMUSG00000032806
ENSMUSG00000052673,ENSMUSG00000108045
ENSMUSG00000043088,ENSMUSG00000121810
ENSMUSG00000117226,ENSMUSG00000020018
ENSMUSG00000054622,ENSMUSG00000068882
ENSMUSG00000056698,ENSMUSG00000003198
ENSMUSG00000052566,ENSMUSG00000024587
ENSMUSG00000029859,ENSMUSG00000018322
ENSMUSG00000079045,ENSMUSG00000028195
ENSMUSG00000030826,ENSMUSG00000024048
ENSMUSG00000022442,ENSMUSG00000032525
ENSMUSG00000027358,ENSMUSG00000105600
ENSMUSG00000056966,ENSMUSG00000032604
ENSMUSG00000074738,ENSMUSG00000021598
ENSMUSG00000030924,ENSMUSG00000041763
ENSMUSG00000062410,ENSMUSG00000036983
ENSMUSG00000024781,ENSMUSG00000074925
ENSMUSG00000028681,ENSMUSG00000008682
ENSMUSG00000032744,ENSMUSG00000042759
ENSMUSG00000102269,ENSMUSG00000055835
ENSMUSG00000021236,ENSMUSG00000024472
ENSMUSG00000021336,ENSMUSG00000031639
ENSMUSG00000042743,ENSMUSG00000039617
ENSMUSG00000038298,ENSMUSG00000016831
ENSMUSG00000074782,ENSMUSG00000037816
ENSMUSG00000032946,ENSMUSG00000048410
ENSMUSG00000003623,ENSMUSG00000002814
ENSMUSG00000037025,ENSMUSG00000025340
ENSMUSG00000078903,ENSMUSG00000021843
ENSMUSG00000022099,ENSMUSG00000028329
ENSMUSG00000001119,ENSMUSG00000037443
ENSMUSG00000039349,ENSMUSG00000046229
ENSMUSG00000027495,ENSMUSG00000108414
ENSMUSG00000078190,ENSMUSG00000055371
ENSMUSG00000022512,ENSMUSG00000041974
ENSMUSG00000031906,ENSMUSG00000049225
ENSMUSG00000097768,ENSMUSG00000031154
ENSMUSG00000017146,ENSMUSG00000020694
ENSMUSG00000097493,ENSMUSG00000021190
ENSMUSG00000102425,ENSMUSG00000053604
ENSMUSG00000020072,ENSMUSG00000034664
ENSMUSG00000032733,ENSMUSG00000000127
ENSMUSG00000021287,ENSMUSG00000033904
ENSMUSG00000109096,ENSMUSG00000051790
ENSMUSG00000024426,ENSMUSG00000033272
ENSMUSG00000010025,ENSMUSG00000026977
ENSMUSG00000040447,ENSMUSG00000115602
ENSMUSG00000024065,ENSMUSG00000024498
ENSMUSG00000040978,ENSMUSG00000032271
ENSMUSG00000046447,ENSMUSG00000046675
ENSMUSG00000112796,ENSMUSG00000024805
ENSMUSG00000029556,ENSMUSG00000038622
ENSMUSG00000020261,ENSMUSG00000030341
ENSMUSG00000057836,ENSMUSG00000026575
ENSMUSG00000028517,ENSMUSG00000067058
ENSMUSG00000024921,ENSMUSG00000039621
ENSMUSG00000120133,ENSMUSG00000102752
ENSMUSG00000032220,ENSMUSG00000026790
ENSMUSG00000015970,ENSMUSG00000024732
ENSMUSG00000118550,ENSMUSG00000028560
ENSMUSG00000097119,ENSMUSG00000030393
ENSMUSG00000021509,ENSMUSG00000084215
ENSMUSG00000026932,ENSMUSG00000001517
ENSMUSG00000119953,ENSMUSG00000051236
ENSMUSG00000028082,ENSMUSG00000065954
ENSMUSG00000086746,ENSMUSG00000032690
ENSMUSG00000001288,ENSMUSG00000013275
ENSMUSG00000112294,ENSMUSG00000007564
ENSMUSG00000047728,ENSMUSG00000027739
ENSMUSG00000026315,ENSMUSG00000041328
ENSMUSG00000087187,ENSMUSG00000062627
ENSMUSG00000045312,ENSMUSG00000028833
ENSMUSG00000030551,ENSMUSG00000053560
ENSMUSG00000059456,ENSMUSG00000030806
ENSMUSG00000038241,ENSMUSG00000028126
ENSMUSG00000018474,ENSMUSG00000042111
ENSMUSG00000100510,ENSMUSG00000078495
ENSMUSG00000033624,ENSMUSG00000021998
ENSMUSG00000040658,ENSMUSG00000020589
ENSMUSG00000100287,ENSMUSG00000022757
ENSMUSG00000028637,ENSMUSG00000079012
ENSMUSG00000029370,ENSMUSG00000017631
ENSMUSG00000006567,ENSMUSG00000026499
ENSMUSG00000055561,ENSMUSG00000107092
ENSMUSG00000120841,ENSMUSG00000029385
ENSMUSG00000028631,ENSMUSG00000054770
ENSMUSG00000022237,ENSMUSG00000022378
ENSMUSG00000038366,ENSMUSG00000027074
ENSMUSG00000022389,ENSMUSG00000074088
ENSMUSG00000026589,ENSMUSG00000036733
ENSMUSG00000029600,ENSMUSG00000081865
ENSMUSG00000121871,ENSMUSG00000031728
ENSMUSG00000030555,ENSMUSG00000053175
ENSMUSG00000029095,ENSMUSG00000026110
ENSMUSG00000028339,ENSMUSG00000015355
ENSMUSG00000041975,ENSMUSG00000028955
ENSMUSG00000029471,ENSMUSG00000021428
ENSMUSG00000021223,ENSMUSG00000015094
ENSMUSG00000032246,ENSMUSG00000029156
ENSMUSG00000073600,ENSMUSG00000053158
ENSMUSG00000078878,ENSMUSG00000096056
ENSMUSG00000048603,ENSMUSG00000064281
ENSMUSG00000046314,ENSMUSG00000006526
ENSMUSG00000092569,ENSMUSG00000043535
ENSMUSG00000042988,ENSMUSG00000078249
ENSMUSG00000033767,ENSMUSG00000020075
ENSMUSG00000034574,ENSMUSG00000084113
ENSMUSG00000055912,ENSMUSG00000003038
ENSMUSG00000032177,ENSMUSG00000031119
ENSMUSG00000022788,ENSMUSG00000020474
ENSMUSG00000038065,ENSMUSG00000030103
ENSMUSG00000049791,ENSMUSG00000020801
ENSMUSG00000022802,ENSMUSG00000034480
ENSMUSG00000044122,ENSMUSG00000104795
ENSMUSG00000026207,ENSMUSG00000036120
ENSMUSG00000030731,ENSMUSG00000108720
ENSMUSG00000029727,ENSMUSG00000015605
ENSMUSG00000055053,ENSMUSG00000032125
ENSMUSG00000049555,ENSMUSG00000029465
ENSMUSG00000116810,ENSMUSG00000021136
ENSMUSG00000100094,ENSMUSG00000052593
ENSMUSG00000034353,ENSMUSG00000018387
ENSMUSG00000043773,ENSMUSG00000025060
ENSMUSG00000034435,ENSMUSG00000097392
ENSMUSG00000034171,ENSMUSG00000036545
ENSMUSG00000028434,ENSMUSG00000051166
ENSMUSG00000050069,ENSMUSG00000073791
ENSMUSG00000039670,ENSMUSG00000116858
ENSMUSG00000025486,ENSMUSG00000003549
ENSMUSG00000053414,ENSMUSG00000003208
ENSMUSG00000107096,ENSMUSG00000022901
ENSMUSG00000022817,ENSMUSG00000054091
ENSMUSG00000020241,ENSMUSG00000008333
ENSMUSG00000021636,ENSMUSG00000036002
ENSMUSG00000040852,ENSMUSG00000034329
ENSMUSG00000029020,ENSMUSG00000109473
ENSMUSG00000025127,ENSMUSG00000015143
ENSMUSG00000034295,ENSMUSG00000002658
ENSMUSG00000066842,ENSMUSG00000024926
ENSMUSG00000047635,ENSMUSG00000037197
ENSMUSG00000022075,ENSMUSG00000002997
ENSMUSG00000033170,ENSMUSG00000120260
ENSMUSG00000047003,ENSMUSG00000080198
ENSMUSG00000023968,ENSMUSG00000030795
ENSMUSG00000106067,ENSMUSG00000090021
ENSMUSG00000019312,ENSMUSG00000020171
ENSMUSG00000032387,ENSMUSG00000067365
ENSMUSG00000006476,ENSMUSG00000035376
ENSMUSG00000031399,ENSMUSG00000008429
ENSMUSG00000028600,ENSMUSG00000098198
ENSMUSG00000027439,ENSMUSG00000020107
ENSMUSG00000083396,ENSMUSG00000106239
ENSMUSG00000113861,ENSMUSG00000028999
ENSMUSG00000030729,ENSMUSG00000042225
ENSMUSG00000035811,ENSMUSG00000020130
ENSMUSG00000121232,ENSMUSG00000023460
ENSMUSG00000042202,ENSMUSG00000017344
ENSMUSG00000026925,ENSMUSG00000028901
ENSMUSG00000044700,ENSMUSG00000039501
ENSMUSG00000021260,ENSMUSG00000037475
ENSMUSG00000082334,ENSMUSG00000039285
ENSMUSG00000021048,ENSMUSG00000030847
ENSMUSG00000018547,ENSMUSG00000020773
ENSMUSG00000020182,ENSMUSG00000071076
ENSMUSG00000090124,ENSMUSG00000029695
ENSMUSG00000092471,ENSMUSG00000104344
ENSMUSG00000112880,ENSMUSG00000059343
ENSMUSG00000121382,ENSMUSG00000029992
ENSMUSG00000015112,ENSMUSG00000050721
ENSMUSG00000048965,ENSMUSG00000027828
ENSMUSG00000091474,ENSMUSG00000039653
ENSMUSG00000035875,ENSMUSG00000028884
ENSMUSG00000086296,ENSMUSG00000007041
ENSMUSG00000035934,ENSMUSG00000028159
ENSMUSG00000111128,ENSMUSG00000034243
ENSMUSG00000019066,ENSMUSG00000057388
ENSMUSG00000027965,ENSMUSG00000021687
ENSMUSG00000034930,ENSMUSG00000071359
ENSMUSG00000031637,ENSMUSG00000056209
ENSMUSG00000022948,ENSMUSG00000031370
ENSMUSG00000026627,ENSMUSG00000060550
ENSMUSG00000000149,ENSMUSG00000022947
ENSMUSG00000033102,ENSMUSG00000082998
ENSMUSG00000045680,ENSMUSG00000086240
ENSMUSG00000045180,ENSMUSG00000026341
ENSMUSG00000040102,ENSMUSG00000020457
ENSMUSG00000029122,ENSMUSG00000051343
ENSMUSG00000068083,ENSMUSG00000021948
ENSMUSG00000030168,ENSMUSG00000121227
ENSMUSG00000067928,ENSMUSG00000068749
ENSMUSG00000040146,ENSMUSG00000074513
ENSMUSG00000033149,ENSMUSG00000085787
ENSMUSG00000023885,ENSMUSG00000041235
ENSMUSG00000120681,ENSMUSG00000028322
ENSMUSG00000050730,ENSMUSG00000111291
ENSMUSG00000036856,ENSMUSG00000030881
ENSMUSG00000030737,ENSMUSG00000021192
ENSMUSG00000083261,ENSMUSG00000052752
ENSMUSG00000034037,ENSMUSG00000028688
ENSMUSG00000004633,ENSMUSG00000002489
ENSMUSG00000026027,ENSMUSG00000021432
ENSMUSG00000028035,ENSMUSG00000027940
ENSMUSG00000029053,ENSMUSG00000047657
ENSMUSG00000044026,ENSMUSG00000026342
ENSMUSG00000020019,ENSMUSG00000048109
ENSMUSG00000014850,ENSMUSG00000037361
ENSMUSG00000036078,ENSMUSG00000018076
ENSMUSG00000028469,ENSMUSG00000081669
ENSMUSG00000020810,ENSMUSG00000020785
ENSMUSG00000027259,ENSMUSG00000022200
ENSMUSG00000104011,ENSMUSG00000105081
ENSMUSG00000006435,ENSMUSG00000040964
ENSMUSG00000026888,ENSMUSG00000026728
ENSMUSG00000054434,ENSMUSG00000028010
ENSMUSG00000117879,ENSMUSG00000032596
ENSMUSG00000042647,ENSMUSG00000094638
ENSMUSG00000044876,ENSMUSG00000037313
ENSMUSG00000013236,ENSMUSG00000020576
ENSMUSG00000052407,ENSMUSG00000021243
ENSMUSG00000035790,ENSMUSG00000027340
ENSMUSG00000022179,ENSMUSG00000078974
ENSMUSG00000081405,ENSMUSG00000032413
ENSMUSG00000100199,ENSMUSG00000032932
ENSMUSG00000049044,ENSMUSG00000021007
ENSMUSG00000001942,ENSMUSG00000063550
ENSMUSG00000021135,ENSMUSG00000026970
ENSMUSG00000032363,ENSMUSG00000033721
ENSMUSG00000096917,ENSMUSG00000039458
ENSMUSG00000024304,ENSMUSG00000027018
ENSMUSG00000056665,ENSMUSG00000037369
ENSMUSG00000091133,ENSMUSG00000042419
ENSMUSG00000016758,ENSMUSG00000084771
ENSMUSG00000036368,ENSMUSG00000028282
ENSMUSG00000026991,ENSMUSG00000030470
ENSMUSG00000021186,ENSMUSG00000037103
ENSMUSG00000086965,ENSMUSG00000028578
ENSMUSG00000060429,ENSMUSG00000052760
ENSMUSG00000038541,ENSMUSG00000020893
ENSMUSG00000034714,ENSMUSG00000039936
ENSMUSG00000066807,ENSMUSG00000079197
ENSMUSG00000005233,ENSMUSG00000059033
ENSMUSG00000041798,ENSMUSG00000022674
ENSMUSG00000010122,ENSMUSG00000003348
ENSMUSG00000024955,ENSMUSG00000045624
ENSMUSG00000027875,ENSMUSG00000025323
ENSMUSG00000026098,ENSMUSG00000005054
ENSMUSG00000027513,ENSMUSG00000103921
ENSMUSG00000030236,ENSMUSG00000051978
ENSMUSG00000039457,ENSMUSG00000042167
ENSMUSG00000027322,ENSMUSG00000021540
ENSMUSG00000009995,ENSMUSG00000078153
ENSMUSG00000022475,ENSMUSG00000093916
ENSMUSG00000079444,ENSMUSG00000025257
ENSMUSG00000037216,ENSMUSG00000015217
ENSMUSG00000114025,ENSMUSG00000027593
ENSMUSG00000032006,ENSMUSG00000055301
ENSMUSG00000089715,ENSMUSG00000040263
ENSMUSG00000002393,ENSMUSG00000034613
ENSMUSG00000039959,ENSMUSG00000039033
ENSMUSG00000030259,ENSMUSG00000062175
ENSMUSG00000046318,ENSMUSG00000027620
ENSMUSG00000040795,ENSMUSG00000086247
ENSMUSG00000071856,ENSMUSG00000028954
ENSMUSG00000030055,ENSMUSG00000035762
ENSMUSG00000109771,ENSMUSG00000032412
ENSMUSG00000014164,ENSMUSG00000000409
ENSMUSG00000032179,ENSMUSG00000109787
ENSMUSG00000094786,ENSMUSG00000019505
ENSMUSG00000038143,ENSMUSG00000052684
ENSMUSG00000043664,ENSMUSG00000068631
ENSMUSG00000030340,ENSMUSG00000017831
ENSMUSG00000027634,ENSMUSG00000022961
ENSMUSG00000021200,ENSMUSG00000027469
ENSMUSG00000108655,ENSMUSG00000026311
ENSMUSG00000054517,ENSMUSG00000054871
ENSMUSG00000091083,ENSMUSG00000054720
ENSMUSG00000108314,ENSMUSG00000020689
ENSMUSG00000034785,ENSMUSG00000018334
ENSMUSG00000114019,ENSMUSG00000002111
ENSMUSG00000032092,ENSMUSG00000036916
ENSMUSG00000032606,ENSMUSG00000022564
ENSMUSG00000020381,ENSMUSG00000101932
ENSMUSG00000007338,ENSMUSG00000035840
ENSMUSG00000039405,ENSMUSG00000114664
ENSMUSG00000020974,ENSMUSG00000050229
ENSMUSG00000055541,ENSMUSG00000022009
ENSMUSG00000051007,ENSMUSG00000095315
ENSMUSG00000023336,ENSMUSG00000025856
ENSMUSG00000022428,ENSMUSG00000106928
ENSMUSG00000026179,ENSMUSG00000059796
ENSMUSG00000072893,ENSMUSG00000091811
ENSMUSG00000033610,ENSMUSG00000051413
ENSMUSG00000019737,ENSMUSG00000106590
ENSMUSG00000092021,ENSMUSG00000120369
ENSMUSG00000120006,ENSMUSG00000021999
ENSMUSG00000059939,ENSMUSG00000086420
ENSMUSG00000062949,ENSMUSG00000073557
ENSMUSG00000027086,ENSMUSG00000032656
ENSMUSG00000025937,ENSMUSG00000015932
ENSMUSG00000021620,ENSMUSG00000113263
ENSMUSG00000054115,ENSMUSG00000064267
ENSMUSG00000023019,ENSMUSG00000083041
ENSMUSG00000030671,ENSMUSG00000027479
ENSMUSG00000097785,ENSMUSG00000018848
ENSMUSG00000028410,ENSMUSG00000022629
ENSMUSG00000032198,ENSMUSG00000015575
ENSMUSG00000020205,ENSMUSG00000042444
ENSMUSG00000000881,ENSMUSG00000049037
ENSMUSG00000038425,ENSMUSG00000020305
ENSMUSG00000050022,ENSMUSG00000022089
ENSMUSG00000084128,ENSMUSG00000030742
ENSMUSG00000061536,ENSMUSG00000032320
ENSMUSG00000069913,ENSMUSG00000032020
ENSMUSG00000030956,ENSMUSG00000021645
ENSMUSG00000025876,ENSMUSG00000060671
ENSMUSG00000075511,ENSMUSG00000030199
ENSMUSG00000057751,ENSMUSG00000099902
ENSMUSG00000042320,ENSMUSG00000090272
ENSMUSG00000021902,ENSMUSG00000024678
ENSMUSG00000056724,ENSMUSG00000027882
ENSMUSG00000117494,ENSMUSG00000039701
ENSMUSG00000068463,ENSMUSG00000056153
ENSMUSG00000022199,ENSMUSG00000083483
ENSMUSG00000049577,ENSMUSG00000066902
ENSMUSG00000084127,ENSMUSG00000009535
ENSMUSG00000025207,ENSMUSG00000112593
ENSMUSG00000025743,ENSMUSG00000027429
ENSMUSG00000025880,ENSMUSG00000079224
ENSMUSG00000024580,ENSMUSG00000019823
ENSMUSG00000045975,ENSMUSG00000048644
ENSMUSG00000021476,ENSMUSG00000037570
ENSMUSG00000107605,ENSMUSG00000038718
ENSMUSG00000025597,ENSMUSG00000064105
ENSMUSG00000030380,ENSMUSG00000086288
ENSMUSG00000098112,ENSMUSG00000083619
ENSMUSG00000002109,ENSMUSG00000052033
ENSMUSG00000021364,ENSMUSG00000095990
ENSMUSG00000032739,ENSMUSG00000003226
ENSMUSG00000120969,ENSMUSG00000041895
ENSMUSG00000040612,ENSMUSG00000022965
ENSMUSG00000041351,ENSMUSG00000087153
ENSMUSG00000031626,ENSMUSG00000004642
ENSMUSG00000116506,ENSMUSG00000021028
ENSMUSG00000030761,ENSMUSG00000028850
ENSMUSG00000021779,ENSMUSG00000073490
ENSMUSG00000053192,ENSMUSG00000058317
ENSMUSG00000035578,ENSMUSG00000041671
ENSMUSG00000048047,ENSMUSG00000021127
ENSMUSG00000090150,ENSMUSG00000003382
ENSMUSG00000023092,ENSMUSG00000068758
ENSMUSG00000107143,ENSMUSG00000030602
ENSMUSG00000060639,ENSMUSG00000018339
ENSMUSG00000024769,ENSMUSG00000022358
ENSMUSG00000037415,ENSMUSG00000036661
ENSMUSG00000030322,ENSMUSG00000022995
ENSMUSG00000097440,ENSMUSG00000071713
ENSMUSG00000044361,ENSMUSG00000083678
ENSMUSG00000047022,ENSMUSG00000027009
ENSMUSG00000014778,ENSMUSG00000117877
ENSMUSG00000030207,ENSMUSG00000047139
ENSMUSG00000044279,ENSMUSG00000069917
ENSMUSG00000029291,ENSMUSG00000034751
ENSMUSG00000026837,ENSMUSG00000031155
ENSMUSG00000103421,ENSMUSG00000032384
ENSMUSG00000040732,ENSMUSG00000022837
ENSMUSG00000032010,ENSMUSG00000028771
ENSMUSG00000029047,ENSMUSG00000049470
ENSMUSG00000072625,ENSMUSG00000019814
ENSMUSG00000094683,ENSMUSG00000091387
ENSMUSG00000086968,ENSMUSG00000035851
ENSMUSG00000033209,ENSMUSG00000021087
ENSMUSG00000024866,ENSMUSG00000112160
ENSMUSG00000095789,ENSMUSG00000035711
ENSMUSG00000066319,ENSMUSG00000074482
ENSMUSG00000015354,ENSMUSG00000026222
ENSMUSG00000083289,ENSMUSG00000032740
ENSMUSG00000042476,ENSMUSG00000020599
ENSMUSG00000078670,ENSMUSG00000104293
ENSMUSG00000020827,ENSMUSG00000063060
ENSMUSG00000054945,ENSMUSG00000062210
ENSMUSG00000029524,ENSMUSG00000033022
ENSMUSG00000025209,ENSMUSG00000052681
ENSMUSG00000014361,ENSMUSG00000041959
ENSMUSG00000025279,ENSMUSG00000085156
ENSMUSG00000097360,ENSMUSG00000033392
ENSMUSG00000033114,ENSMUSG00000011179
ENSMUSG00000060487,ENSMUSG00000024661
ENSMUSG00000020334,ENSMUSG00000024330
ENSMUSG00000001143,ENSMUSG00000062127
ENSMUSG00000017466,ENSMUSG00000048832
ENSMUSG00000069171,ENSMUSG00000042901
ENSMUSG00000031965,ENSMUSG00000056537
ENSMUSG00000018849,ENSMUSG00000000915
ENSMUSG00000025588,ENSMUSG00000018476
ENSMUSG00000001482,ENSMUSG00000028843
