Downregulated,Upregulated
ENSMUSG00000072704,ENSMUSG00000050244
ENSMUSG00000074030,ENSMUSG00000057858
ENSMUSG00000026866,ENSMUSG00000024429
ENSMUSG00000001755,ENSMUSG00000073406
ENSMUSG00000063179,ENSMUSG00000109336
ENSMUSG00000029710,ENSMUSG00000035529
ENSMUSG00000055184,ENSMUSG00000063875
ENSMUSG00000041075,ENSMUSG00000039813
ENSMUSG00000044749,ENSMUSG00000051341
ENSMUSG00000085498,ENSMUSG00000063019
ENSMUSG00000030834,ENSMUSG00000022960
ENSMUSG00000041762,ENSMUSG00000004099
ENSMUSG00000041625,ENSMUSG00000044949
ENSMUSG00000046997,ENSMUSG00000020692
ENSMUSG00000034656,ENSMUSG00000022466
ENSMUSG00000037206,ENSMUSG00000086003
ENSMUSG00000002346,ENSMUSG00000016918
ENSMUSG00000038831,ENSMUSG00000041040
ENSMUSG00000019813,ENSMUSG00000028886
ENSMUSG00000047638,ENSMUSG00000006740
ENSMUSG00000116226,ENSMUSG00000038736
ENSMUSG00000051451,ENSMUSG00000038372
ENSMUSG00000054252,ENSMUSG00000081648
ENSMUSG00000066235,ENSMUSG00000028811
ENSMUSG00000039145,ENSMUSG00000024975
ENSMUSG00000031445,ENSMUSG00000030180
ENSMUSG00000004270,ENSMUSG00000001056
ENSMUSG00000029165,ENSMUSG00000014907
ENSMUSG00000105556,ENSMUSG00000038775
ENSMUSG00000097855,ENSMUSG00000063406
ENSMUSG00000087638,ENSMUSG00000001229
ENSMUSG00000005501,ENSMUSG00000052942
ENSMUSG00000026840,ENSMUSG00000025041
ENSMUSG00000021255,ENSMUSG00000079084
ENSMUSG00000028164,ENSMUSG00000064325
ENSMUSG00000113047,ENSMUSG00000027879
ENSMUSG00000029438,ENSMUSG00000034154
ENSMUSG00000031133,ENSMUSG00000060798
ENSMUSG00000039686,ENSMUSG00000027951
ENSMUSG00000022843,ENSMUSG00000051579
ENSMUSG00000055114,ENSMUSG00000034738
ENSMUSG00000028402,ENSMUSG00000046993
ENSMUSG00000072640,ENSMUSG00000026426
ENSMUSG00000093405,ENSMUSG00000075028
ENSMUSG00000030515,ENSMUSG00000038187
ENSMUSG00000044548,ENSMUSG00000026614
ENSMUSG00000035863,ENSMUSG00000009207
ENSMUSG00000005338,ENSMUSG00000030609
ENSMUSG00000057265,ENSMUSG00000025492
ENSMUSG00000036555,ENSMUSG00000035696
ENSMUSG00000107785,ENSMUSG00000028001
ENSMUSG00000039253,ENSMUSG00000041219
ENSMUSG00000026304,ENSMUSG00000040287
ENSMUSG00000026458,ENSMUSG00000030189
ENSMUSG00000039989,ENSMUSG00000022864
ENSMUSG00000006641,ENSMUSG00000038102
ENSMUSG00000038903,ENSMUSG00000022641
ENSMUSG00000032702,ENSMUSG00000044155
ENSMUSG00000024331,ENSMUSG00000032085
ENSMUSG00000078762,ENSMUSG00000052798
ENSMUSG00000049115,ENSMUSG00000022150
ENSMUSG00000120905,ENSMUSG00000026049
ENSMUSG00000121470,ENSMUSG00000021208
ENSMUSG00000036764,ENSMUSG00000030750
ENSMUSG00000029804,ENSMUSG00000024533
ENSMUSG00000044702,ENSMUSG00000111133
ENSMUSG00000027690,ENSMUSG00000049600
ENSMUSG00000072676,ENSMUSG00000028016
ENSMUSG00000042605,ENSMUSG00000053950
ENSMUSG00000052609,ENSMUSG00000083902
ENSMUSG00000100594,ENSMUSG00000002477
ENSMUSG00000019948,ENSMUSG00000051495
ENSMUSG00000002803,ENSMUSG00000053289
ENSMUSG00000028550,ENSMUSG00000034731
ENSMUSG00000052102,ENSMUSG00000026223
ENSMUSG00000035834,ENSMUSG00000020340
ENSMUSG00000059027,ENSMUSG00000069495
ENSMUSG00000030532,ENSMUSG00000014504
ENSMUSG00000005968,ENSMUSG00000031917
ENSMUSG00000074093,ENSMUSG00000046711
ENSMUSG00000026638,ENSMUSG00000027968
ENSMUSG00000056185,ENSMUSG00000001403
ENSMUSG00000036959,ENSMUSG00000058569
ENSMUSG00000028383,ENSMUSG00000021969
ENSMUSG00000099413,ENSMUSG00000003873
ENSMUSG00000035206,ENSMUSG00000059669
ENSMUSG00000079227,ENSMUSG00000069919
ENSMUSG00000003526,ENSMUSG00000033777
ENSMUSG00000049532,ENSMUSG00000002825
ENSMUSG00000020483,ENSMUSG00000028906
ENSMUSG00000025262,ENSMUSG00000045827
ENSMUSG00000020538,ENSMUSG00000027646
ENSMUSG00000032009,ENSMUSG00000039809
ENSMUSG00000050714,ENSMUSG00000026142
ENSMUSG00000078794,ENSMUSG00000108815
ENSMUSG00000054619,ENSMUSG00000057135
ENSMUSG00000037992,ENSMUSG00000047242
ENSMUSG00000051817,ENSMUSG00000001930
ENSMUSG00000020091,ENSMUSG00000034795
ENSMUSG00000020674,ENSMUSG00000021831
ENSMUSG00000038080,ENSMUSG00000021891
ENSMUSG00000119987,ENSMUSG00000041375
ENSMUSG00000074071,ENSMUSG00000034320
ENSMUSG00000029032,ENSMUSG00000030352
ENSMUSG00000024397,ENSMUSG00000035285
ENSMUSG00000038949,ENSMUSG00000087128
ENSMUSG00000097616,ENSMUSG00000033880
ENSMUSG00000035868,ENSMUSG00000084235
ENSMUSG00000043252,ENSMUSG00000038895
ENSMUSG00000037259,ENSMUSG00000056812
ENSMUSG00000069601,ENSMUSG00000104291
ENSMUSG00000025241,ENSMUSG00000032280
ENSMUSG00000014837,ENSMUSG00000030695
ENSMUSG00000105687,ENSMUSG00000008384
ENSMUSG00000021944,ENSMUSG00000037376
ENSMUSG00000056938,ENSMUSG00000043807
ENSMUSG00000034880,ENSMUSG00000040606
ENSMUSG00000025355,ENSMUSG00000018654
ENSMUSG00000021250,ENSMUSG00000029860
ENSMUSG00000029408,ENSMUSG00000092511
ENSMUSG00000101356,ENSMUSG00000047767
ENSMUSG00000023328,ENSMUSG00000024696
ENSMUSG00000097287,ENSMUSG00000053559
ENSMUSG00000121584,ENSMUSG00000030474
ENSMUSG00000038167,ENSMUSG00000001999
ENSMUSG00002076083,ENSMUSG00000026608
ENSMUSG00000110353,ENSMUSG00000063412
ENSMUSG00000120873,ENSMUSG00000070000
ENSMUSG00000027684,ENSMUSG00000104388
ENSMUSG00000016503,ENSMUSG00000023036
ENSMUSG00000036875,ENSMUSG00000037095
ENSMUSG00000074064,ENSMUSG00000021715
ENSMUSG00000087543,ENSMUSG00000034674
ENSMUSG00000002274,ENSMUSG00000086389
ENSMUSG00000070495,ENSMUSG00000035245
ENSMUSG00000111942,ENSMUSG00000097203
ENSMUSG00000030670,ENSMUSG00000057137
ENSMUSG00000032290,ENSMUSG00000022749
ENSMUSG00000026097,ENSMUSG00000085241
ENSMUSG00000108621,ENSMUSG00000028334
ENSMUSG00000035910,ENSMUSG00000059791
ENSMUSG00000055923,ENSMUSG00000028271
ENSMUSG00000098905,ENSMUSG00000032717
ENSMUSG00000007950,ENSMUSG00000000776
ENSMUSG00000039206,ENSMUSG00000078779
ENSMUSG00000030935,ENSMUSG00000032035
ENSMUSG00000035547,ENSMUSG00000031722
ENSMUSG00000028518,ENSMUSG00000004317
ENSMUSG00000021594,ENSMUSG00000093803
ENSMUSG00000053886,ENSMUSG00000026177
ENSMUSG00000097893,ENSMUSG00000028111
ENSMUSG00000110206,ENSMUSG00000025555
ENSMUSG00000009621,ENSMUSG00000051316
ENSMUSG00000034265,ENSMUSG00000079555
ENSMUSG00000028008,ENSMUSG00000037337
ENSMUSG00000027624,ENSMUSG00000020282
ENSMUSG00000050592,ENSMUSG00000026864
ENSMUSG00000033065,ENSMUSG00000019432
ENSMUSG00000042790,ENSMUSG00000052305
ENSMUSG00000039254,ENSMUSG00000024538
ENSMUSG00000022048,ENSMUSG00000023961
ENSMUSG00000041237,ENSMUSG00000024165
ENSMUSG00000026009,ENSMUSG00000121030
ENSMUSG00000026781,ENSMUSG00000031574
ENSMUSG00000044641,ENSMUSG00000035621
ENSMUSG00000035041,ENSMUSG00000083064
ENSMUSG00000032607,ENSMUSG00000067367
ENSMUSG00000114607,ENSMUSG00000020277
ENSMUSG00000092029,ENSMUSG00000111740
ENSMUSG00000045767,ENSMUSG00000040586
ENSMUSG00000025213,ENSMUSG00000036986
ENSMUSG00000107499,ENSMUSG00000006850
ENSMUSG00000036975,ENSMUSG00000031328
ENSMUSG00000049396,ENSMUSG00000027722
ENSMUSG00000085315,ENSMUSG00000052459
ENSMUSG00000082192,ENSMUSG00000066392
ENSMUSG00000048503,ENSMUSG00000091549
ENSMUSG00000085995,ENSMUSG00000018507
ENSMUSG00000025644,ENSMUSG00000016946
ENSMUSG00000039202,ENSMUSG00000027603
ENSMUSG00000113669,ENSMUSG00000024927
ENSMUSG00000040061,ENSMUSG00000087259
ENSMUSG00000038641,ENSMUSG00000005481
ENSMUSG00000031295,ENSMUSG00000021477
ENSMUSG00000006344,ENSMUSG00000023908
ENSMUSG00000037826,ENSMUSG00000115783
ENSMUSG00000006958,ENSMUSG00000030779
ENSMUSG00000032018,ENSMUSG00000079671
ENSMUSG00000100113,ENSMUSG00000006763
ENSMUSG00000005718,ENSMUSG00000026640
ENSMUSG00000050530,ENSMUSG00000048534
ENSMUSG00000050947,ENSMUSG00000056313
ENSMUSG00000031749,ENSMUSG00000033831
ENSMUSG00000079110,ENSMUSG00000107610
ENSMUSG00000087331,ENSMUSG00000072623
ENSMUSG00000035342,ENSMUSG00000027859
ENSMUSG00000025795,ENSMUSG00000079111
ENSMUSG00000041845,ENSMUSG00000049536
ENSMUSG00000100147,ENSMUSG00000070420
ENSMUSG00000028713,ENSMUSG00000049488
ENSMUSG00000070371,ENSMUSG00000022575
ENSMUSG00000020830,ENSMUSG00000038594
ENSMUSG00000078861,ENSMUSG00000026104
ENSMUSG00000022574,ENSMUSG00000035372
ENSMUSG00000097316,ENSMUSG00000021728
ENSMUSG00000055435,ENSMUSG00000056536
ENSMUSG00000033634,ENSMUSG00000024789
ENSMUSG00000011305,ENSMUSG00000019842
ENSMUSG00000058793,ENSMUSG00000086290
ENSMUSG00000003344,ENSMUSG00000034471
ENSMUSG00000020017,ENSMUSG00000081992
ENSMUSG00000036606,ENSMUSG00000066595
ENSMUSG00000062248,ENSMUSG00000032841
ENSMUSG00000042073,ENSMUSG00000003534
ENSMUSG00000029406,ENSMUSG00000105881
ENSMUSG00000078716,ENSMUSG00000079481
ENSMUSG00000120191,ENSMUSG00000025612
ENSMUSG00000004558,ENSMUSG00000066829
ENSMUSG00000042105,ENSMUSG00000037286
ENSMUSG00000047090,ENSMUSG00000015653
ENSMUSG00000087305,ENSMUSG00000000028
ENSMUSG00000031217,ENSMUSG00000042042
ENSMUSG00000104392,ENSMUSG00000028879
ENSMUSG00000020882,ENSMUSG00000024258
ENSMUSG00000050122,ENSMUSG00000057895
ENSMUSG00000041372,ENSMUSG00000063889
ENSMUSG00000050587,ENSMUSG00000107200
ENSMUSG00000093505,ENSMUSG00000022489
ENSMUSG00000059323,ENSMUSG00000052293
ENSMUSG00000000326,ENSMUSG00000032913
ENSMUSG00000026883,ENSMUSG00000019528
ENSMUSG00000044252,ENSMUSG00000020653
ENSMUSG00000035629,ENSMUSG00000021131
ENSMUSG00000029312,ENSMUSG00000019986
ENSMUSG00000013495,ENSMUSG00000113831
ENSMUSG00000031327,ENSMUSG00000115276
ENSMUSG00000044952,ENSMUSG00000037608
ENSMUSG00000005373,ENSMUSG00000006519
ENSMUSG00000060657,ENSMUSG00000024730
ENSMUSG00000018909,ENSMUSG00000035235
ENSMUSG00000032777,ENSMUSG00000021032
ENSMUSG00000039671,ENSMUSG00000028069
ENSMUSG00000037622,ENSMUSG00000005973
ENSMUSG00000036098,ENSMUSG00000024785
ENSMUSG00000063568,ENSMUSG00000060131
ENSMUSG00000055612,ENSMUSG00000025648
ENSMUSG00000120149,ENSMUSG00000000976
ENSMUSG00000055862,ENSMUSG00000044471
ENSMUSG00000036026,ENSMUSG00000082253
ENSMUSG00000040957,ENSMUSG00000025647
ENSMUSG00000037661,ENSMUSG00000026159
ENSMUSG00000121789,ENSMUSG00000042682
ENSMUSG00000022791,ENSMUSG00000097073
ENSMUSG00000027001,ENSMUSG00000099759
ENSMUSG00000012429,ENSMUSG00000079108
ENSMUSG00000027490,ENSMUSG00000039997
ENSMUSG00000019763,ENSMUSG00000027201
ENSMUSG00000045691,ENSMUSG00000058163
ENSMUSG00000105928,ENSMUSG00000067995
ENSMUSG00000033910,ENSMUSG00000040749
ENSMUSG00000035062,ENSMUSG00000001029
ENSMUSG00000022304,ENSMUSG00000028643
ENSMUSG00000005907,ENSMUSG00000086841
ENSMUSG00000034175,ENSMUSG00000031812
ENSMUSG00000062031,ENSMUSG00000022131
ENSMUSG00000093445,ENSMUSG00000105263
ENSMUSG00000096188,ENSMUSG00000031861
ENSMUSG00000042340,ENSMUSG00000027339
ENSMUSG00000062646,ENSMUSG00000061981
ENSMUSG00000036655,ENSMUSG00000084915
ENSMUSG00000036086,ENSMUSG00000097615
ENSMUSG00000114375,ENSMUSG00000057897
ENSMUSG00000046598,ENSMUSG00000098234
ENSMUSG00000086213,ENSMUSG00000035105
ENSMUSG00000034601,ENSMUSG00000017861
ENSMUSG00000015850,ENSMUSG00000114409
ENSMUSG00000064141,ENSMUSG00000084276
ENSMUSG00000037126,ENSMUSG00000062081
ENSMUSG00000036040,ENSMUSG00000026622
ENSMUSG00000096974,ENSMUSG00000032712
ENSMUSG00000112017,ENSMUSG00000054135
ENSMUSG00000028399,ENSMUSG00000030528
ENSMUSG00000055692,ENSMUSG00000031271
ENSMUSG00000038982,ENSMUSG00000044786
ENSMUSG00000025436,ENSMUSG00000053931
ENSMUSG00000025195,ENSMUSG00000047446
ENSMUSG00000038175,ENSMUSG00000034614
ENSMUSG00000043794,ENSMUSG00000040118
ENSMUSG00000093402,ENSMUSG00000038781
ENSMUSG00000049184,ENSMUSG00000046962
ENSMUSG00000020087,ENSMUSG00000070729
ENSMUSG00000054676,ENSMUSG00000021318
ENSMUSG00000057894,ENSMUSG00000027204
ENSMUSG00000103260,ENSMUSG00000072969
ENSMUSG00000034641,ENSMUSG00000091363
ENSMUSG00000049672,ENSMUSG00000023045
ENSMUSG00000041329,ENSMUSG00000111594
ENSMUSG00000029575,ENSMUSG00000042851
ENSMUSG00000075389,ENSMUSG00000036894
ENSMUSG00000121377,ENSMUSG00000020677
ENSMUSG00000045968,ENSMUSG00000026094
ENSMUSG00000048916,ENSMUSG00000097451
ENSMUSG00000007216,ENSMUSG00000004698
ENSMUSG00000038217,ENSMUSG00000060961
ENSMUSG00000041660,ENSMUSG00000024423
ENSMUSG00000063077,ENSMUSG00000020869
ENSMUSG00000036775,ENSMUSG00000112843
ENSMUSG00000041215,ENSMUSG00000063328
ENSMUSG00000027261,ENSMUSG00000042831
ENSMUSG00000020654,ENSMUSG00000028134
ENSMUSG00000024900,ENSMUSG00000113070
ENSMUSG00000000247,ENSMUSG00000048895
ENSMUSG00000007827,ENSMUSG00000027004
ENSMUSG00000047797,ENSMUSG00000010358
ENSMUSG00000097318,ENSMUSG00000084289
ENSMUSG00000023960,ENSMUSG00000103041
ENSMUSG00000010175,ENSMUSG00000047832
ENSMUSG00000000159,ENSMUSG00000032776
ENSMUSG00000041688,ENSMUSG00000106992
ENSMUSG00000038506,ENSMUSG00000017756
ENSMUSG00000024410,ENSMUSG00000004707
ENSMUSG00000110151,ENSMUSG00000035168
ENSMUSG00000033985,ENSMUSG00000018920
ENSMUSG00000019467,ENSMUSG00000001946
ENSMUSG00000056130,ENSMUSG00000041238
ENSMUSG00000020183,ENSMUSG00000042417
ENSMUSG00000074519,ENSMUSG00000028927
ENSMUSG00000061887,ENSMUSG00000046058
ENSMUSG00000097724,ENSMUSG00000002847
ENSMUSG00000021245,ENSMUSG00000045551
ENSMUSG00000029059,ENSMUSG00000009687
ENSMUSG00000037890,ENSMUSG00000038508
ENSMUSG00000029177,ENSMUSG00000062157
ENSMUSG00000103039,ENSMUSG00000070462
ENSMUSG00000110444,ENSMUSG00000028249
ENSMUSG00000009894,ENSMUSG00000029826
ENSMUSG00000081787,ENSMUSG00000044350
ENSMUSG00000102101,ENSMUSG00000071172
ENSMUSG00000092564,ENSMUSG00000020115
ENSMUSG00000023963,ENSMUSG00000087361
ENSMUSG00000032788,ENSMUSG00000000682
ENSMUSG00000085867,ENSMUSG00000036023
ENSMUSG00000036779,ENSMUSG00000031381
ENSMUSG00000041684,ENSMUSG00000058392
ENSMUSG00000032180,ENSMUSG00000121606
ENSMUSG00000086628,ENSMUSG00000000282
ENSMUSG00000025934,ENSMUSG00000109244
ENSMUSG00000025464,ENSMUSG00000001098
ENSMUSG00000103703,ENSMUSG00000084350
ENSMUSG00000037166,ENSMUSG00000031792
ENSMUSG00000022821,ENSMUSG00000056687
ENSMUSG00000055027,ENSMUSG00000053553
ENSMUSG00000097343,ENSMUSG00000020701
ENSMUSG00000010307,ENSMUSG00000054509
ENSMUSG00000038859,ENSMUSG00000082530
ENSMUSG00000021390,ENSMUSG00000031681
ENSMUSG00000085438,ENSMUSG00000047867
ENSMUSG00000108763,ENSMUSG00000020914
ENSMUSG00000073609,ENSMUSG00000061119
ENSMUSG00000031949,ENSMUSG00000064120
ENSMUSG00000022894,ENSMUSG00000015340
ENSMUSG00000006638,ENSMUSG00000115843
ENSMUSG00000118631,ENSMUSG00000030499
ENSMUSG00000048371,ENSMUSG00000030149
ENSMUSG00000021379,ENSMUSG00000018168
ENSMUSG00000020821,ENSMUSG00000033644
ENSMUSG00000120920,ENSMUSG00000022816
ENSMUSG00000028914,ENSMUSG00000031616
ENSMUSG00000050373,ENSMUSG00000019487
ENSMUSG00000025812,ENSMUSG00000023827
ENSMUSG00000079334,ENSMUSG00000041247
ENSMUSG00000052783,ENSMUSG00000026896
ENSMUSG00000026656,ENSMUSG00000015501
ENSMUSG00000038122,ENSMUSG00000037965
ENSMUSG00000016344,ENSMUSG00000030839
ENSMUSG00000027605,ENSMUSG00000091625
ENSMUSG00000000058,ENSMUSG00000031821
ENSMUSG00000001802,ENSMUSG00000004040
ENSMUSG00000034220,ENSMUSG00000101609
ENSMUSG00000010663,ENSMUSG00000029490
ENSMUSG00000009292,ENSMUSG00000014030
ENSMUSG00000071711,ENSMUSG00000051344
ENSMUSG00000079144,ENSMUSG00000081151
ENSMUSG00000045636,ENSMUSG00000032997
ENSMUSG00000032908,ENSMUSG00000121184
ENSMUSG00000109764,ENSMUSG00000074682
ENSMUSG00000078887,ENSMUSG00000039221
ENSMUSG00000030122,ENSMUSG00000031871
ENSMUSG00000002781,ENSMUSG00000120849
ENSMUSG00000121794,ENSMUSG00000020680
ENSMUSG00000104445,ENSMUSG00000074671
ENSMUSG00000092416,ENSMUSG00000039239
ENSMUSG00000049625,ENSMUSG00000043895
ENSMUSG00000045777,ENSMUSG00000002068
ENSMUSG00000033781,ENSMUSG00000022184
ENSMUSG00000052751,ENSMUSG00000073411
ENSMUSG00000057342,ENSMUSG00000028609
ENSMUSG00000015869,ENSMUSG00000069892
ENSMUSG00000041530,ENSMUSG00000010095
ENSMUSG00000026471,ENSMUSG00000040414
ENSMUSG00000053965,ENSMUSG00000022906
ENSMUSG00000041058,ENSMUSG00000009630
ENSMUSG00000034957,ENSMUSG00000068040
ENSMUSG00000027474,ENSMUSG00000057561
ENSMUSG00000027242,ENSMUSG00000039474
ENSMUSG00000074826,ENSMUSG00000014599
ENSMUSG00000037679,ENSMUSG00000024735
ENSMUSG00000028453,ENSMUSG00000014846
ENSMUSG00000049907,ENSMUSG00000112627
ENSMUSG00000101397,ENSMUSG00000038058
ENSMUSG00000036782,ENSMUSG00000057157
ENSMUSG00000009545,ENSMUSG00000020044
ENSMUSG00000019960,ENSMUSG00000087445
ENSMUSG00000104950,ENSMUSG00000011256
ENSMUSG00000038712,ENSMUSG00000101249
ENSMUSG00000024354,ENSMUSG00000059326
ENSMUSG00000051502,ENSMUSG00000054414
ENSMUSG00000024187,ENSMUSG00000042351
ENSMUSG00000071035,ENSMUSG00000005374
ENSMUSG00000014542,ENSMUSG00000028007
ENSMUSG00000094439,ENSMUSG00000028412
ENSMUSG00000026860,ENSMUSG00000040613
ENSMUSG00000026626,ENSMUSG00000078651
ENSMUSG00000083287,ENSMUSG00000022500
ENSMUSG00000007080,ENSMUSG00000106025
ENSMUSG00000032598,ENSMUSG00000061666
ENSMUSG00000057054,ENSMUSG00000030793
ENSMUSG00000001366,ENSMUSG00000003032
ENSMUSG00000074063,ENSMUSG00000053470
ENSMUSG00000104204,ENSMUSG00000056515
ENSMUSG00000050188,ENSMUSG00000060314
ENSMUSG00000029536,ENSMUSG00000039043
ENSMUSG00000029482,ENSMUSG00000090115
ENSMUSG00000048550,ENSMUSG00000117748
ENSMUSG00000022217,ENSMUSG00000025321
ENSMUSG00000099041,ENSMUSG00000033860
ENSMUSG00000039461,ENSMUSG00000038608
ENSMUSG00000022793,ENSMUSG00000042712
ENSMUSG00000073436,ENSMUSG00000100555
ENSMUSG00000030796,ENSMUSG00000005397
ENSMUSG00000038990,ENSMUSG00000024338
ENSMUSG00000036083,ENSMUSG00000025235
ENSMUSG00000028093,ENSMUSG00000108701
ENSMUSG00000038644,ENSMUSG00000002307
ENSMUSG00000007207,ENSMUSG00000024613
ENSMUSG00000015222,ENSMUSG00000021938
ENSMUSG00000021592,ENSMUSG00000041135
ENSMUSG00000027130,ENSMUSG00000028893
ENSMUSG00000024525,ENSMUSG00000023852
ENSMUSG00000005583,ENSMUSG00000115194
ENSMUSG00000050382,ENSMUSG00000060063
ENSMUSG00000107451,ENSMUSG00000028709
ENSMUSG00000028273,ENSMUSG00000038530
ENSMUSG00000058056,ENSMUSG00000084792
ENSMUSG00000031938,ENSMUSG00000112532
ENSMUSG00000012609,ENSMUSG00000033467
ENSMUSG00000074207,ENSMUSG00000029622
ENSMUSG00000053846,ENSMUSG00000029178
ENSMUSG00000034450,ENSMUSG00000030188
ENSMUSG00000036819,ENSMUSG00000114796
ENSMUSG00000078862,ENSMUSG00000025192
ENSMUSG00000049091,ENSMUSG00000029597
ENSMUSG00000026918,ENSMUSG00000112806
ENSMUSG00000022667,ENSMUSG00000020437
ENSMUSG00000027359,ENSMUSG00000042406
ENSMUSG00000103658,ENSMUSG00000054364
ENSMUSG00000035769,ENSMUSG00000034205
ENSMUSG00000121028,ENSMUSG00000082088
ENSMUSG00000022219,ENSMUSG00000062593
ENSMUSG00000024135,ENSMUSG00000034610
ENSMUSG00000029445,ENSMUSG00000041143
ENSMUSG00000054452,ENSMUSG00000049515
ENSMUSG00000016940,ENSMUSG00000032475
ENSMUSG00000033845,ENSMUSG00000096727
ENSMUSG00000034445,ENSMUSG00000029580
ENSMUSG00000016239,ENSMUSG00000103624
ENSMUSG00000033083,ENSMUSG00000056708
ENSMUSG00000046982,ENSMUSG00000052512
ENSMUSG00000109448,ENSMUSG00000042507
ENSMUSG00000006241,ENSMUSG00000028191
ENSMUSG00000048022,ENSMUSG00000042726
ENSMUSG00000024869,ENSMUSG00000028163
ENSMUSG00000032249,ENSMUSG00000029125
ENSMUSG00000005107,ENSMUSG00000027635
ENSMUSG00000121418,ENSMUSG00000030403
ENSMUSG00000031523,ENSMUSG00000082128
ENSMUSG00000027309,ENSMUSG00000040430
ENSMUSG00000020021,ENSMUSG00000055639
ENSMUSG00000025950,ENSMUSG00000024349
ENSMUSG00000041445,ENSMUSG00000024339
ENSMUSG00000057778,ENSMUSG00000039286
ENSMUSG00000028127,ENSMUSG00000113368
ENSMUSG00000025036,ENSMUSG00000107320
ENSMUSG00000026269,ENSMUSG00000056501
ENSMUSG00000028005,ENSMUSG00000028970
ENSMUSG00000018169,ENSMUSG00000026880
ENSMUSG00000121497,ENSMUSG00000000732
ENSMUSG00000075705,ENSMUSG00000070691
ENSMUSG00000031753,ENSMUSG00000033581
ENSMUSG00000029778,ENSMUSG00000003617
ENSMUSG00000027199,ENSMUSG00000040296
ENSMUSG00000056069,ENSMUSG00000039316
ENSMUSG00000045103,ENSMUSG00000036052
ENSMUSG00000024654,ENSMUSG00000083496
ENSMUSG00000017386,ENSMUSG00000045664
ENSMUSG00000048334,ENSMUSG00000026205
ENSMUSG00000035095,ENSMUSG00000038500
ENSMUSG00000037892,ENSMUSG00000005148
ENSMUSG00000039114,ENSMUSG00000102570
ENSMUSG00000027763,ENSMUSG00000052736
ENSMUSG00000021959,ENSMUSG00000030748
ENSMUSG00000028344,ENSMUSG00000055401
ENSMUSG00000038543,ENSMUSG00000111497
ENSMUSG00000109350,ENSMUSG00000022204
ENSMUSG00000089810,ENSMUSG00000096472
ENSMUSG00000097944,ENSMUSG00000036989
ENSMUSG00000010538,ENSMUSG00000120717
ENSMUSG00000051615,ENSMUSG00000076431
ENSMUSG00000057396,ENSMUSG00000019590
ENSMUSG00000040860,ENSMUSG00000070034
ENSMUSG00000039087,ENSMUSG00000006411
ENSMUSG00000052160,ENSMUSG00000030733
ENSMUSG00000010064,ENSMUSG00000041920
ENSMUSG00000031714,ENSMUSG00000078546
ENSMUSG00000053279,ENSMUSG00000069114
ENSMUSG00000022836,ENSMUSG00000001542
ENSMUSG00000067424,ENSMUSG00000104724
ENSMUSG00000044783,ENSMUSG00000070461
ENSMUSG00000054708,ENSMUSG00000040010
ENSMUSG00000038797,ENSMUSG00000026064
ENSMUSG00000054580,ENSMUSG00000052013
ENSMUSG00000092060,ENSMUSG00000076928
ENSMUSG00000037172,ENSMUSG00000003153
ENSMUSG00000020051,ENSMUSG00000040528
ENSMUSG00000019768,ENSMUSG00000025134
ENSMUSG00000066151,ENSMUSG00000018819
ENSMUSG00000068740,ENSMUSG00000063245
ENSMUSG00000042675,ENSMUSG00000107481
ENSMUSG00000036552,ENSMUSG00000052248
ENSMUSG00000082588,ENSMUSG00000022369
ENSMUSG00000062980,ENSMUSG00000045193
ENSMUSG00000038515,ENSMUSG00000017009
ENSMUSG00000031851,ENSMUSG00000062421
ENSMUSG00000032735,ENSMUSG00000026393
ENSMUSG00000026585,ENSMUSG00000102151
ENSMUSG00000086587,ENSMUSG00000028641
ENSMUSG00000112346,ENSMUSG00000040463
ENSMUSG00000026004,ENSMUSG00000052557
ENSMUSG00000037370,ENSMUSG00000047347
ENSMUSG00000120386,ENSMUSG00000045973
ENSMUSG00000038695,ENSMUSG00000068246
ENSMUSG00000033713,ENSMUSG00000029581
ENSMUSG00000038742,ENSMUSG00000055116
ENSMUSG00000036985,ENSMUSG00000026421
ENSMUSG00000026659,ENSMUSG00000024772
ENSMUSG00000010609,ENSMUSG00000034573
ENSMUSG00000005089,ENSMUSG00000048967
ENSMUSG00000036968,ENSMUSG00000022833
ENSMUSG00000035877,ENSMUSG00000016528
ENSMUSG00000027424,ENSMUSG00000003500
ENSMUSG00000025792,ENSMUSG00000104686
ENSMUSG00000027274,ENSMUSG00000035183
ENSMUSG00000023938,ENSMUSG00000008393
ENSMUSG00000085112,ENSMUSG00000075602
ENSMUSG00000057228,ENSMUSG00000037242
ENSMUSG00000001420,ENSMUSG00000030589
ENSMUSG00000042744,ENSMUSG00000049999
ENSMUSG00000024960,ENSMUSG00000070031
ENSMUSG00000035954,ENSMUSG00000008305
ENSMUSG00000035284,ENSMUSG00000079889
ENSMUSG00000030614,ENSMUSG00000044583
ENSMUSG00000035198,ENSMUSG00000109324
ENSMUSG00000087593,ENSMUSG00000027361
ENSMUSG00000041961,ENSMUSG00000022658
ENSMUSG00000024158,ENSMUSG00000045868
ENSMUSG00000078894,ENSMUSG00000113014
ENSMUSG00000029098,ENSMUSG00000047515
ENSMUSG00000022098,ENSMUSG00000082186
ENSMUSG00000032340,ENSMUSG00000078485
ENSMUSG00000021892,ENSMUSG00000019302
ENSMUSG00000031808,ENSMUSG00000032508
ENSMUSG00000038591,ENSMUSG00000033526
