Downregulated,Upregulated,
ENSMUSG00000098488,ENSMUSG00000052139,
ENSMUSG00000020577,ENSMUSG00000056076,
ENSMUSG00000032377,ENSMUSG00000058392,
ENSMUSG00000044528,ENSMUSG00000059326,
ENSMUSG00000035275,ENSMUSG00000062110,
ENSMUSG00000047996,ENSMUSG00000066595,
ENSMUSG00000003469,ENSMUSG00000068749,
ENSMUSG00000028871,ENSMUSG00000074506,
ENSMUSG00000117653,ENSMUSG00000079614,
ENSMUSG00000028347,ENSMUSG00000081871,
ENSMUSG00000085282,ENSMUSG00000083678,
ENSMUSG00000062319,ENSMUSG00000085355,
ENSMUSG00000103916,ENSMUSG00000106290,
ENSMUSG00000035403,ENSMUSG00000015357,
ENSMUSG00000039376,ENSMUSG00000015501,
ENSMUSG00000041117,ENSMUSG00000015653,
ENSMUSG00000078640,ENSMUSG00000015937,
ENSMUSG00000102331,ENSMUSG00000017132,
ENSMUSG00000115801,ENSMUSG00000021676,
ENSMUSG00000028036,ENSMUSG00000022945,
ENSMUSG00000049001,ENSMUSG00000025024,
ENSMUSG00000030554,ENSMUSG00000026031,
ENSMUSG00000038543,ENSMUSG00000026663,
ENSMUSG00000003949,ENSMUSG00000028952,
ENSMUSG00000020150,ENSMUSG00000029580,
ENSMUSG00000023000,ENSMUSG00000029815,
ENSMUSG00000019301,ENSMUSG00000030930,
ENSMUSG00000121374,ENSMUSG00000032712,
ENSMUSG00000022676,ENSMUSG00000033161,
ENSMUSG00000078867,ENSMUSG00000034023,
ENSMUSG00000120287,ENSMUSG00000034187,
ENSMUSG00000035878,ENSMUSG00000035311,
ENSMUSG00000036295,ENSMUSG00000036438,
ENSMUSG00000097015,ENSMUSG00000038860,
ENSMUSG00000120826,ENSMUSG00000039841,
ENSMUSG00000041797,ENSMUSG00000040532,
ENSMUSG00000052921,ENSMUSG00000040606,
ENSMUSG00000068962,ENSMUSG00000041974,
ENSMUSG00000021904,ENSMUSG00000049932,
ENSMUSG00000035863,ENSMUSG00000051390,
ENSMUSG00000050022,ENSMUSG00000051998,
ENSMUSG00000104376,ENSMUSG00000052040,
ENSMUSG00000025902,ENSMUSG00000052906,
ENSMUSG00000045954,ENSMUSG00000052912,
ENSMUSG00000021719,ENSMUSG00000053626,
ENSMUSG00000030731,ENSMUSG00000056201,
ENSMUSG00000000901,ENSMUSG00000058152,
ENSMUSG00000010051,ENSMUSG00000068874,
ENSMUSG00000020774,ENSMUSG00000102275,
ENSMUSG00000087519,ENSMUSG00000110626,
ENSMUSG00000110206,ENSMUSG00000117484,
ENSMUSG00000085382,ENSMUSG00000121724,
ENSMUSG00000061353,ENSMUSG00000121776,
ENSMUSG00000120069,ENSMUSG00000000078,
ENSMUSG00000121708,ENSMUSG00000002477,
ENSMUSG00000045291,ENSMUSG00000002881,
ENSMUSG00000120121,ENSMUSG00000006731,
ENSMUSG00000016262,ENSMUSG00000019188,
ENSMUSG00000097404,ENSMUSG00000020358,
ENSMUSG00000100235,ENSMUSG00000020777,
ENSMUSG00000104626,ENSMUSG00000021595,
ENSMUSG00000056468,ENSMUSG00000022247,
ENSMUSG00000097101,ENSMUSG00000022514,
ENSMUSG00000046280,ENSMUSG00000024191,
ENSMUSG00000107531,ENSMUSG00000025236,
ENSMUSG00000029510,ENSMUSG00000026434,
ENSMUSG00000091694,ENSMUSG00000026708,
ENSMUSG00000038980,ENSMUSG00000026864,
ENSMUSG00000085945,ENSMUSG00000028577,
ENSMUSG00000118670,ENSMUSG00000031605,
ENSMUSG00000025577,ENSMUSG00000035530,
ENSMUSG00000030865,ENSMUSG00000038572,
ENSMUSG00000022099,ENSMUSG00000039936,
ENSMUSG00000022941,ENSMUSG00000041143,
ENSMUSG00000116883,ENSMUSG00000043284,
ENSMUSG00000037973,ENSMUSG00000044268,
ENSMUSG00000038233,ENSMUSG00000045411,
ENSMUSG00000099398,ENSMUSG00000047446,
ENSMUSG00000120183,ENSMUSG00000052293,
ENSMUSG00000067928,ENSMUSG00000053289,
ENSMUSG00000051515,ENSMUSG00000054277,
ENSMUSG00000072601,ENSMUSG00000063785,
ENSMUSG00000100707,ENSMUSG00000064208,
ENSMUSG00000020486,ENSMUSG00000070942,
ENSMUSG00000104244,ENSMUSG00000081070,
ENSMUSG00000104459,ENSMUSG00000084329,
ENSMUSG00000120153,ENSMUSG00000104891,
ENSMUSG00000001739,ENSMUSG00000116864,
ENSMUSG00000078864,ENSMUSG00000121059,
ENSMUSG00000027314,ENSMUSG00000018362,
ENSMUSG00000049420,ENSMUSG00000022508,
ENSMUSG00000060275,ENSMUSG00000024524,
ENSMUSG00000104965,ENSMUSG00000024576,
ENSMUSG00000105004,ENSMUSG00000024613,
ENSMUSG00000032006,ENSMUSG00000026615,
ENSMUSG00000115970,ENSMUSG00000028403,
ENSMUSG00000030116,ENSMUSG00000028572,
ENSMUSG00000032878,ENSMUSG00000029178,
ENSMUSG00000039257,ENSMUSG00000034612,
ENSMUSG00000107743,ENSMUSG00000038943,
ENSMUSG00000002504,ENSMUSG00000041763,
ENSMUSG00000029843,ENSMUSG00000044197,
ENSMUSG00000020151,ENSMUSG00000045795,
ENSMUSG00000046080,ENSMUSG00000058922,
ENSMUSG00000072591,ENSMUSG00000063235,
ENSMUSG00000086657,ENSMUSG00000072594,
ENSMUSG00000111844,ENSMUSG00000081113,
ENSMUSG00000121866,ENSMUSG00000113831,
ENSMUSG00000048402,ENSMUSG00000115219,
ENSMUSG00000038422,ENSMUSG00000118283,
ENSMUSG00000084890,ENSMUSG00000001707,
ENSMUSG00000000031,ENSMUSG00000001998,
ENSMUSG00000031870,ENSMUSG00000004535,
ENSMUSG00000037754,ENSMUSG00000005846,
ENSMUSG00000084960,ENSMUSG00000017221,
ENSMUSG00000042797,ENSMUSG00000019790,
ENSMUSG00000091618,ENSMUSG00000022150,
ENSMUSG00000113528,ENSMUSG00000022661,
ENSMUSG00000024063,ENSMUSG00000029110,
ENSMUSG00000026173,ENSMUSG00000032294,
ENSMUSG00000026616,ENSMUSG00000032402,
ENSMUSG00000037962,ENSMUSG00000033581,
ENSMUSG00000118004,ENSMUSG00000035517,
ENSMUSG00000020642,ENSMUSG00000035529,
ENSMUSG00000030486,ENSMUSG00000037572,
ENSMUSG00000055368,ENSMUSG00000037805,
ENSMUSG00000058656,ENSMUSG00000038608,
ENSMUSG00000079164,ENSMUSG00000043484,
ENSMUSG00000084939,ENSMUSG00000045314,
ENSMUSG00000101693,ENSMUSG00000049091,
ENSMUSG00000102923,ENSMUSG00000114584,
ENSMUSG00000001240,ENSMUSG00000121042,
ENSMUSG00000013415,ENSMUSG00000006800,
ENSMUSG00000021594,ENSMUSG00000018433,
ENSMUSG00000022048,ENSMUSG00000020592,
ENSMUSG00000040181,ENSMUSG00000021127,
ENSMUSG00000058447,ENSMUSG00000021236,
ENSMUSG00000104943,ENSMUSG00000021720,
ENSMUSG00000114780,ENSMUSG00000024066,
ENSMUSG00000019235,ENSMUSG00000025001,
ENSMUSG00000020182,ENSMUSG00000025723,
ENSMUSG00000033705,ENSMUSG00000026623,
ENSMUSG00000021055,ENSMUSG00000028339,
ENSMUSG00000079657,ENSMUSG00000028367,
ENSMUSG00000095675,ENSMUSG00000028609,
ENSMUSG00000103839,ENSMUSG00000028634,
ENSMUSG00000097805,ENSMUSG00000029177,
ENSMUSG00000014303,ENSMUSG00000033931,
ENSMUSG00000084866,ENSMUSG00000037725,
ENSMUSG00000085755,ENSMUSG00000038650,
ENSMUSG00000047182,ENSMUSG00000040918,
ENSMUSG00000048814,ENSMUSG00000050029,
ENSMUSG00000074743,ENSMUSG00000057110,
ENSMUSG00000120525,ENSMUSG00000063524,
ENSMUSG00000121444,ENSMUSG00000067586,
ENSMUSG00000019831,ENSMUSG00000074272,
ENSMUSG00000026627,ENSMUSG00000105189,
ENSMUSG00000044139,ENSMUSG00000000682,
ENSMUSG00000027574,ENSMUSG00000014158,
ENSMUSG00000106634,ENSMUSG00000018932,
ENSMUSG00000109829,ENSMUSG00000020547,
ENSMUSG00000032172,ENSMUSG00000020893,
ENSMUSG00000056735,ENSMUSG00000022538,
ENSMUSG00000057093,ENSMUSG00000024660,
ENSMUSG00000068263,ENSMUSG00000024754,
ENSMUSG00000097365,ENSMUSG00000026321,
ENSMUSG00000110148,ENSMUSG00000027714,
ENSMUSG00000027955,ENSMUSG00000030849,
ENSMUSG00000103114,ENSMUSG00000035329,
ENSMUSG00000020032,ENSMUSG00000037012,
ENSMUSG00000030905,ENSMUSG00000037049,
ENSMUSG00000046215,ENSMUSG00000037487,
ENSMUSG00000097050,ENSMUSG00000040570,
ENSMUSG00000098206,ENSMUSG00000041954,
ENSMUSG00000034687,ENSMUSG00000046675,
ENSMUSG00000064325,ENSMUSG00000069662,
ENSMUSG00000073590,ENSMUSG00000070544,
ENSMUSG00000104197,ENSMUSG00000073411,
ENSMUSG00000121868,ENSMUSG00000074886,
ENSMUSG00000022366,ENSMUSG00000092540,
ENSMUSG00000040441,ENSMUSG00000104913,
ENSMUSG00000054967,ENSMUSG00000105461,
ENSMUSG00000079434,ENSMUSG00000106558,
ENSMUSG00000038721,ENSMUSG00000001632,
ENSMUSG00000054931,ENSMUSG00000001785,
ENSMUSG00000084885,ENSMUSG00000008373,
ENSMUSG00000020154,ENSMUSG00000022037,
ENSMUSG00000112124,ENSMUSG00000022488,
ENSMUSG00000040841,ENSMUSG00000022863,
ENSMUSG00000013033,ENSMUSG00000024922,
ENSMUSG00000022537,ENSMUSG00000025060,
ENSMUSG00000030796,ENSMUSG00000027361,
ENSMUSG00000031294,ENSMUSG00000028341,
ENSMUSG00000068373,ENSMUSG00000028382,
ENSMUSG00000087413,ENSMUSG00000029507,
ENSMUSG00000102319,ENSMUSG00000030247,
ENSMUSG00000037348,ENSMUSG00000034006,
ENSMUSG00000071176,ENSMUSG00000035305,
ENSMUSG00000039179,ENSMUSG00000035875,
ENSMUSG00000048004,ENSMUSG00000035891,
ENSMUSG00000053693,ENSMUSG00000037071,
ENSMUSG00000073805,ENSMUSG00000038775,
ENSMUSG00000055980,ENSMUSG00000038806,
ENSMUSG00000066842,ENSMUSG00000039756,
ENSMUSG00000081058,ENSMUSG00000042712,
ENSMUSG00000075318,ENSMUSG00000045973,
ENSMUSG00000083038,ENSMUSG00000048832,
ENSMUSG00000086141,ENSMUSG00000056429,
ENSMUSG00000018411,ENSMUSG00000061718,
ENSMUSG00000046804,ENSMUSG00000067212,
ENSMUSG00000078851,ENSMUSG00000069008,
ENSMUSG00000108659,ENSMUSG00000070323,
ENSMUSG00000027318,ENSMUSG00000078974,
ENSMUSG00000114172,ENSMUSG00000089648,
ENSMUSG00000120538,ENSMUSG00000096727,
ENSMUSG00000007655,ENSMUSG00000000420,
ENSMUSG00000020160,ENSMUSG00000011877,
ENSMUSG00000045007,ENSMUSG00000019854,
ENSMUSG00000065987,ENSMUSG00000020423,
ENSMUSG00000087001,ENSMUSG00000020561,
ENSMUSG00000090665,ENSMUSG00000021273,
ENSMUSG00000091243,ENSMUSG00000022768,
ENSMUSG00000097814,ENSMUSG00000023286,
ENSMUSG00000030446,ENSMUSG00000025134,
ENSMUSG00000032419,ENSMUSG00000027660,
ENSMUSG00000035615,ENSMUSG00000031400,
ENSMUSG00000097187,ENSMUSG00000031971,
ENSMUSG00000120584,ENSMUSG00000032577,
ENSMUSG00000114442,ENSMUSG00000033706,
ENSMUSG00000017167,ENSMUSG00000033732,
ENSMUSG00000053199,ENSMUSG00000037280,
ENSMUSG00000087142,ENSMUSG00000037443,
ENSMUSG00000105128,ENSMUSG00000037601,
ENSMUSG00000056185,ENSMUSG00000039463,
ENSMUSG00000070280,ENSMUSG00000047368,
ENSMUSG00000110397,ENSMUSG00000050974,
ENSMUSG00000116114,ENSMUSG00000052415,
ENSMUSG00000116116,ENSMUSG00000052485,
ENSMUSG00000030098,ENSMUSG00000055865,
ENSMUSG00000050473,ENSMUSG00000057666,
ENSMUSG00000085929,ENSMUSG00000058581,
ENSMUSG00000105139,ENSMUSG00000066632,
ENSMUSG00000030329,ENSMUSG00000107610,
ENSMUSG00000108738,ENSMUSG00000121606,
ENSMUSG00000000627,ENSMUSG00000002658,
ENSMUSG00000017309,ENSMUSG00000006304,
ENSMUSG00000074971,ENSMUSG00000007041,
ENSMUSG00000085408,ENSMUSG00000008475,
ENSMUSG00000086769,ENSMUSG00000018446,
ENSMUSG00000100213,ENSMUSG00000022010,
ENSMUSG00000111167,ENSMUSG00000022089,
ENSMUSG00000024600,ENSMUSG00000025176,
ENSMUSG00000030217,ENSMUSG00000026187,
ENSMUSG00000032028,ENSMUSG00000026914,
ENSMUSG00000069763,ENSMUSG00000029014,
ENSMUSG00000072596,ENSMUSG00000029231,
ENSMUSG00000120092,ENSMUSG00000029581,
ENSMUSG00000021974,ENSMUSG00000031103,
ENSMUSG00000074650,ENSMUSG00000031490,
ENSMUSG00000019997,ENSMUSG00000032307,
ENSMUSG00000033491,ENSMUSG00000032846,
ENSMUSG00000097756,ENSMUSG00000033909,
ENSMUSG00000114245,ENSMUSG00000037336,
ENSMUSG00000121871,ENSMUSG00000037722,
ENSMUSG00000030757,ENSMUSG00000040128,
ENSMUSG00000031398,ENSMUSG00000040731,
ENSMUSG00000043230,ENSMUSG00000041859,
ENSMUSG00000070392,ENSMUSG00000048895,
ENSMUSG00000020335,ENSMUSG00000048915,
ENSMUSG00000026870,ENSMUSG00000053094,
ENSMUSG00000057706,ENSMUSG00000064145,
ENSMUSG00000115381,ENSMUSG00000081451,
ENSMUSG00000025329,ENSMUSG00000097994,
ENSMUSG00000048616,ENSMUSG00000103553,
ENSMUSG00000060212,ENSMUSG00000001228,
ENSMUSG00000085881,ENSMUSG00000009535,
ENSMUSG00000026586,ENSMUSG00000015112,
ENSMUSG00000033191,ENSMUSG00000015839,
ENSMUSG00000041361,ENSMUSG00000021131,
ENSMUSG00000043251,ENSMUSG00000024498,
ENSMUSG00000047246,ENSMUSG00000028430,
ENSMUSG00000106073,ENSMUSG00000028982,
ENSMUSG00000045777,ENSMUSG00000031803,
ENSMUSG00000046456,ENSMUSG00000031848,
ENSMUSG00000027840,ENSMUSG00000032092,
ENSMUSG00000033033,ENSMUSG00000033998,
ENSMUSG00000035835,ENSMUSG00000034709,
ENSMUSG00000038402,ENSMUSG00000036181,
ENSMUSG00000058921,ENSMUSG00000041351,
ENSMUSG00000074472,ENSMUSG00000044646,
ENSMUSG00000049929,ENSMUSG00000057789,
ENSMUSG00000054074,ENSMUSG00000058835,
ENSMUSG00000060509,ENSMUSG00000061950,
ENSMUSG00000072915,ENSMUSG00000067367,
ENSMUSG00000097309,ENSMUSG00000074213,
ENSMUSG00000102365,ENSMUSG00000102204,
ENSMUSG00000048126,ENSMUSG00000105677,
ENSMUSG00000048480,ENSMUSG00000110393,
ENSMUSG00000103662,ENSMUSG00000005054,
ENSMUSG00000104184,ENSMUSG00000018425,
ENSMUSG00000112397,ENSMUSG00000026576,
ENSMUSG00000119968,ENSMUSG00000026605,
ENSMUSG00000015619,ENSMUSG00000031960,
ENSMUSG00000030699,ENSMUSG00000033356,
ENSMUSG00000054459,ENSMUSG00000037613,
ENSMUSG00000118669,ENSMUSG00000037965,
ENSMUSG00000025175,ENSMUSG00000041645,
ENSMUSG00000029312,ENSMUSG00000049482,
ENSMUSG00000033174,ENSMUSG00000049878,
ENSMUSG00000040717,ENSMUSG00000057157,
ENSMUSG00000046618,ENSMUSG00000063146,
ENSMUSG00000062329,ENSMUSG00000067219,
ENSMUSG00000075593,ENSMUSG00000067931,
ENSMUSG00000110682,ENSMUSG00000068040,
ENSMUSG00000118667,ENSMUSG00000068141,
ENSMUSG00000020135,ENSMUSG00000078636,
ENSMUSG00000025597,ENSMUSG00000079414,
ENSMUSG00000078861,ENSMUSG00000083892,
ENSMUSG00000030145,ENSMUSG00000084113,
ENSMUSG00000051851,ENSMUSG00000097635,
ENSMUSG00000084950,ENSMUSG00000098702,
ENSMUSG00000108276,ENSMUSG00000100975,
ENSMUSG00000110629,ENSMUSG00000006529,
ENSMUSG00000031489,ENSMUSG00000020143,
ENSMUSG00000031613,ENSMUSG00000020387,
ENSMUSG00000051705,ENSMUSG00000022723,
ENSMUSG00000087261,ENSMUSG00000024312,
ENSMUSG00000097087,ENSMUSG00000028420,
ENSMUSG00000112249,ENSMUSG00000029093,
ENSMUSG00000121247,ENSMUSG00000029229,
ENSMUSG00000003070,ENSMUSG00000029591,
ENSMUSG00000042826,ENSMUSG00000029594,
ENSMUSG00000046532,ENSMUSG00000031827,
ENSMUSG00000073680,ENSMUSG00000034908,
ENSMUSG00000090192,ENSMUSG00000038459,
ENSMUSG00000096221,ENSMUSG00000041769,
ENSMUSG00000120301,ENSMUSG00000045538,
ENSMUSG00000004044,ENSMUSG00000046993,
ENSMUSG00000005320,ENSMUSG00000047604,
ENSMUSG00000022211,ENSMUSG00000062070,
ENSMUSG00000072640,ENSMUSG00000063550,
ENSMUSG00000074219,ENSMUSG00000090394,
ENSMUSG00000078899,ENSMUSG00000107596,
ENSMUSG00000121092,ENSMUSG00000113894,
ENSMUSG00000121798,ENSMUSG00000114432,
ENSMUSG00000047757,ENSMUSG00000115026,
ENSMUSG00000049184,ENSMUSG00000115070,
ENSMUSG00000052658,ENSMUSG00000000028,
ENSMUSG00000107143,ENSMUSG00000001517,
ENSMUSG00000118364,ENSMUSG00000002055,
ENSMUSG00000019124,ENSMUSG00000018848,
ENSMUSG00000020364,ENSMUSG00000023032,
ENSMUSG00000033460,ENSMUSG00000023048,
ENSMUSG00000033597,ENSMUSG00000027429,
ENSMUSG00000037492,ENSMUSG00000027506,
ENSMUSG00000039579,ENSMUSG00000028134,
ENSMUSG00000049556,ENSMUSG00000032014,
ENSMUSG00000054021,ENSMUSG00000034329,
ENSMUSG00000056481,ENSMUSG00000038415,
ENSMUSG00000090093,ENSMUSG00000041238,
ENSMUSG00000115405,ENSMUSG00000069622,
ENSMUSG00000120241,ENSMUSG00000070305,
ENSMUSG00000120507,ENSMUSG00000078956,
ENSMUSG00000022122,ENSMUSG00000079555,
ENSMUSG00000107402,ENSMUSG00000117545,
ENSMUSG00000115810,ENSMUSG00000020604,
ENSMUSG00000003500,ENSMUSG00000021687,
ENSMUSG00000019718,ENSMUSG00000026970,
ENSMUSG00000023336,ENSMUSG00000027381,
ENSMUSG00000027457,ENSMUSG00000031578,
ENSMUSG00000035868,ENSMUSG00000031812,
ENSMUSG00000047635,ENSMUSG00000031897,
ENSMUSG00000029122,ENSMUSG00000034825,
ENSMUSG00000038793,ENSMUSG00000036693,
ENSMUSG00000070873,ENSMUSG00000039449,
ENSMUSG00000003573,ENSMUSG00000040616,
ENSMUSG00000030443,ENSMUSG00000040688,
ENSMUSG00000033960,ENSMUSG00000053332,
ENSMUSG00000049555,ENSMUSG00000053977,
ENSMUSG00000105283,ENSMUSG00000070372,
ENSMUSG00000107726,ENSMUSG00000072980,
ENSMUSG00000115317,ENSMUSG00000081434,
ENSMUSG00000121838,ENSMUSG00000083027,
ENSMUSG00000016763,ENSMUSG00000093545,
ENSMUSG00000106057,ENSMUSG00000097534,
ENSMUSG00000031789,ENSMUSG00000100075,
ENSMUSG00000056870,ENSMUSG00000112794,
ENSMUSG00000015224,ENSMUSG00000116640,
ENSMUSG00000019880,ENSMUSG00000000915,
ENSMUSG00000021314,ENSMUSG00000001020,
ENSMUSG00000054252,ENSMUSG00000004356,
ENSMUSG00000054517,ENSMUSG00000008435,
ENSMUSG00000086308,ENSMUSG00000014602,
ENSMUSG00000120424,ENSMUSG00000020737,
ENSMUSG00000026825,ENSMUSG00000022014,
ENSMUSG00000069378,ENSMUSG00000025521,
ENSMUSG00000100280,ENSMUSG00000025647,
ENSMUSG00000107134,ENSMUSG00000026393,
ENSMUSG00000107624,ENSMUSG00000026832,
ENSMUSG00000120575,ENSMUSG00000028351,
ENSMUSG00000006362,ENSMUSG00000037936,
ENSMUSG00000018451,ENSMUSG00000050106,
ENSMUSG00000020169,ENSMUSG00000056124,
ENSMUSG00000026443,ENSMUSG00000058503,
ENSMUSG00000029861,ENSMUSG00000063273,
ENSMUSG00000033852,ENSMUSG00000080268,
ENSMUSG00000048776,ENSMUSG00000105081,
ENSMUSG00000056313,ENSMUSG00000111521,
