#1.2										
16672	9									
NAME	DESCRIPTION	S89	S88	S87	S84	S85	S83	S117	S116	S115
ENSMUSG00000028082	na	1267.84	1285.94	1967.6	4427.86	5898.37	1602.83	5197.33	1568.01	4911.04
ENSMUSG00000028085	na	901.033	1003.85	1131.67	1649.23	1695.25	1257.74	1437.31	1458.96	1760.29
ENSMUSG00000028086	na	1278.49	1014.36	1012.55	548.251	550.881	835.578	651.01	1084.82	565.907
ENSMUSG00000028088	na	5359	4785.28	15716.9	78004.3	87945.5	29804.5	56059.6	20142.9	52973.1
ENSMUSG00000028089	na	191.774	373.63	482.656	699.132	838.499	676.169	605.465	676.839	707.731
ENSMUSG00000028093	na	357.673	927.324	538.111	1525.25	1357.42	760.253	1409.18	503.869	1557.29
ENSMUSG00000028096	na	1946.66	2330.32	1860.81	1988.35	1853.51	1515.25	1774.87	1707.14	1950.8
ENSMUSG00000028098	na	2474.81	2267.28	2437.92	2094.42	2244.63	2450.66	2191.44	2479.89	2191.35
ENSMUSG00000028099	na	1331.77	1524.54	1538.34	1251.87	1425.9	1326.06	1273.89	1299.16	1231.93
ENSMUSG00000028100	na	9.13208	13.5047	6.16157	2.98775	4.56532	22.7725	9.37669	18.8011	6.95218
ENSMUSG00000028101	na	167.421	394.638	184.847	382.432	325.66	70.0693	369.709	116.567	563.127
ENSMUSG00000028102	na	1028.88	1368.25	1378.14	1956.96	1920.49	1461.94	1545.63	1383.85	1721.76
ENSMUSG00000028104	na	350.063	720.252	338.886	439.199	394.139	301.298	470.174	263.215	531.147
ENSMUSG00000028106	na	2044.05	1602.56	1686.21	1731.41	2022.44	2088.06	2366.93	2624.64	2025.87
ENSMUSG00000028107	na	792.969	1490.02	1281.61	1813.56	1651.12	1320.81	1346.22	1035.94	1343.16
ENSMUSG00000028108	na	8768.3	9675.57	4415.74	5122.46	6507.15	12683.1	11638.1	8142.97	7521.04
ENSMUSG00000028111	na	63.9245	43.5152	34.9156	28.3836	22.8266	85.8349	26.7905	48.8828	23.6374
ENSMUSG00000028114	na	721.434	633.221	597.673	522.857	514.359	465.961	533.132	473.787	507.51
ENSMUSG00000028121	na	257.22	921.321	275.217	3305.96	2326.79	206.704	1733.35	259.455	2787.82
ENSMUSG00000028124	na	4675.79	3208.72	6859.66	13746	15137.8	9153.21	13008.4	8944.91	13717.8
ENSMUSG00000028125	na	15.2201	15.0052	10.2693	5.9755	1.52177	26.276	9.37669	24.4414	5.56175
ENSMUSG00000028126	na	2246.5	1089.38	1873.13	923.214	1045.46	1730.71	1114.48	2265.53	887.1
ENSMUSG00000028127	na	7478.99	7544.64	11612	26368.4	28814.9	13209.4	24123.5	21763.1	35187.2
ENSMUSG00000028128	na	470.302	135.047	168.416	537.794	278.485	150.649	298.714	543.352	410.179
ENSMUSG00000028132	na	20511.8	5680.73	29065.7	10080.1	15066.7	17321	11388.3	42505.6	11956.7
ENSMUSG00000028133	na	35.0063	78.0273	41.0772	82.1631	114.133	105.104	65.6368	41.3624	240.546
ENSMUSG00000028134	na	1360.68	967.839	1156.32	452.644	538.708	1835.82	648.331	1434.52	672.97
ENSMUSG00000028136	na	1732.05	1520.03	1638.97	2155.66	2657.04	1185.92	2502.22	1250.27	2309.5
ENSMUSG00000028138	na	11392.2	11931.7	16027.7	21158.4	20432.7	22980.1	17700.7	17261.4	20407.6
ENSMUSG00000028140	na	2687.87	2313.81	2715.2	2331.94	2448.54	2785.26	2330.77	2417.82	2451.34
ENSMUSG00000028145	na	372.893	624.218	158.147	1095.01	1086.55	113.863	1204.23	142.888	1085.93
ENSMUSG00000028149	na	2354.55	1219.92	2633.05	1667.16	2046.78	2774.78	1998.57	3166.1	1849.28
ENSMUSG00000028150	na	1777.71	1920.66	1509.58	3813.85	4378.16	2082.81	4727.17	3743.27	6494.76
ENSMUSG00000028152	na	33.4843	64.5226	69.8312	34.3591	44.1314	124.373	52.2415	60.1635	36.1514
ENSMUSG00000028156	na	5770.48	4972.48	5276.95	4281.02	3634.8	4553.66	3434.44	5488.22	3459.94
ENSMUSG00000028158	na	7949.45	7631.56	9844.46	21886.5	24968.6	11401.8	27708.1	23842.5	28488.9
ENSMUSG00000028159	na	109.585	181.564	104.747	55.2734	56.3056	131.38	56.2601	116.567	101.502
ENSMUSG00000028161	na	1678.77	2075.24	2261.3	3168.51	3008.54	3193.4	3118.44	2775.06	3235.52
ENSMUSG00000028163	na	5836.94	2529.89	3064.35	1390.8	1670.91	3196.91	2050.81	6305.89	1512.8
ENSMUSG00000028164	na	217.648	396.138	460.064	1080.07	1575.03	627.121	1007.32	547.111	1326.48
ENSMUSG00000028165	na	3152.08	2255.29	3520.31	2896.62	3098.33	2674.9	3284.51	2729.92	2951.9
ENSMUSG00000028167	na	79.1447	141.049	180.739	401.852	375.878	515.009	305.412	178.61	403.227
ENSMUSG00000028173	na	89.7987	159.056	119.124	173.289	193.265	215.463	287.998	125.967	254.45
ENSMUSG00000028179	na	3529.54	3124.09	5027.85	16656.9	11565.6	16646.8	7950.13	8680.44	14542.6
ENSMUSG00000028180	na	3155.13	3451.21	1499.32	2907.11	3046.57	1312.05	2863.9	1163.79	2608.47
ENSMUSG00000028182	na	35.0063	67.5236	36.9694	73.1999	65.4363	47.2968	57.5996	28.2016	98.721
ENSMUSG00000028184	na	3133.82	2570.42	3549.05	5609.46	6975.74	2841.3	7285.81	2949.9	4534.18
ENSMUSG00000028185	na	532.705	249.087	725.013	1277.26	1100.24	856.599	1131.89	515.149	907.951
ENSMUSG00000028186	na	43190.1	23167.1	64022.3	107860	76636.8	87923.8	104344	66558.3	85069.5
ENSMUSG00000028187	na	1585.93	1572.55	1441.81	1232.45	1269.16	1462.7	1296.66	1428.88	1198.55
ENSMUSG00000028188	na	70.0126	58.5205	30.8079	76.1876	77.6104	50.8003	66.9763	60.1635	55.6175
ENSMUSG00000028189	na	1566.15	873.308	1862.84	939.646	934.371	1361.09	1202.89	1319.83	1169.36
ENSMUSG00000028191	na	3155.13	1577.05	1994.3	715.566	797.409	1802.53	1122.52	2383.98	820.358
ENSMUSG00000028194	na	1756.4	1159.91	2702.87	4260.51	3722.23	3778.47	4680.36	5164.63	5294.86
ENSMUSG00000028195	na	1518.97	655.729	581.242	706.603	490.011	884.625	302.733	1075.42	571.47
ENSMUSG00000028199	na	2149.08	1776.61	3530.57	4339.74	4329.55	4216.37	4014.46	4145.66	5186.44
ENSMUSG00000028207	na	2744.18	2793.99	2068.24	2603.82	2335.92	1702.68	2808.98	1880.11	2944.96
ENSMUSG00000028211	na	59672.6	7240.05	66944.8	1882.27	2434.83	30848.7	3658.25	31783.9	4231.1
ENSMUSG00000028212	na	231.346	33.0115	71.885	104.571	123.264	26.276	57.5996	65.8038	119.578
ENSMUSG00000028214	na	978.654	129.045	277.271	71.706	118.698	515.009	270.585	765.207	129.311
ENSMUSG00000028218	na	479.434	789.278	581.242	519.869	517.404	726.968	531.792	620.435	557.565
ENSMUSG00000028221	na	337.887	520.682	384.071	876.904	835.454	479.975	928.292	370.381	1008.07
ENSMUSG00000028223	na	4337.74	4096.43	4949.8	8483.71	9798.7	5009.96	9479.83	9628.04	10784.2
ENSMUSG00000028224	na	1021.27	919.822	792.788	1006.87	1130.68	669.162	1188.15	1050.98	1101.22
ENSMUSG00000028228	na	2139.95	1517.03	2904.16	3289.51	4285.31	2895.61	3995.81	2184.69	3570.64
ENSMUSG00000028229	na	497.698	528.184	534.003	839.559	757.842	600.844	669.765	718.202	914.906
ENSMUSG00000028232	na	1654.42	1005.35	1111.13	575.14	795.887	1108.85	963.115	1428.88	628.48
ENSMUSG00000028233	na	1230.14	1328.86	1086.13	1146.45	1430.16	1090.96	1409.81	1074.84	1292.55
ENSMUSG00000028234	na	4521.07	6433.5	4304.51	3518.96	2987.98	5744.1	3372.13	4320.04	3594.28
ENSMUSG00000028238	na	65.4465	36.0126	14.377	65.7305	50.2185	147.146	278.622	248.174	568.689
ENSMUSG00000028240	na	18.2642	19.5068	73.9389	16861.4	26777.1	50.8003	1269.87	24.4414	19493.9
ENSMUSG00000028243	na	401.811	460.661	410.772	357.036	482.402	353.85	364.351	310.218	417.131
ENSMUSG00000028245	na	659.031	748.763	961.207	1009.86	1124.59	937.179	1027.42	975.775	1147.11
ENSMUSG00000028247	na	604.239	1339.97	807.166	1401.25	1333.07	795.287	1156.01	846.049	1430.76
ENSMUSG00000028248	na	4251	6302.17	3339.59	4474.11	4327.93	3394.85	4553.04	3666.21	4662.17
ENSMUSG00000028249	na	11809.8	7813.2	8456	3848.22	3632.47	6963.1	4250.32	11365.3	3979.49
ENSMUSG00000028251	na	273.962	850.797	396.395	985.957	1045.46	560.554	846.581	415.504	1283.37
ENSMUSG00000028252	na	1820.32	1661.07	1593.8	1435.61	1307.2	1511.75	1485.53	1464.61	1397.38
ENSMUSG00000028256	na	587.497	780.273	597.672	455.632	493.055	506.251	438.025	543.352	567.298
ENSMUSG00000028261	na	1080.63	2162.24	1209.72	3256.66	2973.58	1623.86	2523.7	1378.12	2583.4
ENSMUSG00000028266	na	1456.57	1293.45	1996.35	1078.58	1078.94	1827.06	668.425	1045.34	526.975
ENSMUSG00000028268	na	11247	8883.18	6837.29	388.407	558.49	5137.83	727.363	14316.1	1138.82
ENSMUSG00000028270	na	28025.4	14076.4	11183.3	231.551	255.658	14903.7	559.922	35188.1	463.016
ENSMUSG00000028271	na	4205.32	2627.42	3183.48	1892.74	1594.82	2592.56	1656.99	4534.82	1149.89
ENSMUSG00000028273	na	1936	1808.13	1690.33	3359.72	4099.67	1518.75	5028.58	2160.24	4698.3
ENSMUSG00000028274	na	704.693	517.68	570.972	473.558	541.75	520.265	605.466	665.56	609.011
ENSMUSG00000028277	na	6013.32	3823.37	5175.72	3800.42	3842.54	4188.31	3571.26	6142.48	3035.36
ENSMUSG00000028278	na	115.673	76.5267	86.262	77.6815	74.5669	54.3037	135.292	90.2452	88.988
ENSMUSG00000028282	na	1150.63	504.176	796.898	398.865	442.837	776.021	518.398	925.014	342.048
ENSMUSG00000028284	na	2551.9	2140.75	3258.66	3002.28	3300.34	3359.56	3080.33	3343.57	3207.56
ENSMUSG00000028289	na	39.5723	39.0136	16.4309	61.2489	127.829	40.2899	139.311	33.842	175.195
ENSMUSG00000028291	na	1307.41	1440.5	909.859	1224.98	1208.29	972.212	1338.19	1310.44	1224.97
ENSMUSG00000028292	na	497.7	547.692	476.496	664.775	605.664	387.133	621.541	592.234	570.078
ENSMUSG00000028293	na	1553.98	1752.61	1324.74	1377.35	1365.03	1177.17	1744.07	1321.72	2035.6
ENSMUSG00000028295	na	289.182	573.2	427.202	642.366	480.88	481.726	464.816	368.501	615.964
ENSMUSG00000028300	na	5887.29	2210.3	5344.09	1075.59	1326.99	4479.16	1247.1	2904.76	1052.57
ENSMUSG00000028307	na	155541	179285	194746	295684	278368	401756	401074	353133	381121
ENSMUSG00000028309	na	3305.86	2831.51	2766.53	2058.56	2261.33	1769.25	2005.27	2682.92	1850.68
ENSMUSG00000028312	na	88.2767	180.063	170.47	112.041	165.873	77.0763	125.915	146.649	205.785
ENSMUSG00000028318	na	526.616	703.746	733.227	488.497	438.27	462.458	310.77	674.959	305.896
ENSMUSG00000028322	na	1818.81	2145.74	1456.19	988.945	862.848	1147.39	810.414	1633.82	750.834
ENSMUSG00000028327	na	12435.2	9461.08	15520.9	10628.6	9672.25	26372.8	11909.5	15071.4	10628.1
ENSMUSG00000028328	na	6.08805	9.00315	43.131	19.4204	9.13064	40.2899	5.35811	16.921	15.2948
ENSMUSG00000028329	na	803.624	1213.92	741.442	528.832	490.01	865.354	427.309	894.93	526.976
ENSMUSG00000028330	na	2269.32	1965.69	2051.8	2236.33	1937.22	1900.63	1762.82	2137.68	1722.75
ENSMUSG00000028331	na	363.76	298.604	234.14	176.277	182.613	206.704	249.152	157.929	145.996
ENSMUSG00000028333	na	5325.6	5753.87	4747.44	3438.76	3184.02	5051.31	3148.26	4133.38	2865.11
ENSMUSG00000028334	na	3296.67	3625.27	1575.31	1213.03	975.456	821.562	1000.63	1686.46	855.119
ENSMUSG00000028337	na	124.805	108.038	115.016	55.2734	60.8709	124.373	81.7111	182.371	90.3784
ENSMUSG00000028339	na	45.6604	213.074	178.686	276.367	480.881	103.352	397.839	319.618	1091.5
ENSMUSG00000028341	na	132.415	27.0094	49.2926	4.48162	3.04355	68.3176	25.451	167.33	6.95218
ENSMUSG00000028343	na	9992.09	8767.65	6356.7	6021.81	5376.41	5607.29	6598.49	7341.82	6450.23
ENSMUSG00000028344	na	633.157	777.272	314.24	960.561	1074.37	257.505	1004.64	323.379	1233.32
ENSMUSG00000028345	na	590.542	435.153	593.564	443.681	458.053	474.718	500.983	567.792	486.653
ENSMUSG00000028354	na	59.3585	24.0084	2238.71	250.971	375.878	508.003	21.4324	33.842	8.34262
ENSMUSG00000028356	na	203267	202146	255830	153515	127513	243754	150177	196924	117912
ENSMUSG00000028358	na	21.3082	43.5152	57.508	34.3591	47.175	73.5728	44.2044	31.9618	55.6175
ENSMUSG00000028359	na	487.048	666.238	552.488	206.158	92.8282	140.139	294.696	744.523	432.426
ENSMUSG00000028364	na	307.447	36.0126	129.393	22.4081	24.3484	194.442	34.8277	178.61	50.0557
ENSMUSG00000028367	na	12249.2	17311.5	11980.2	8213.26	7026.03	12502.1	6652.09	12277.1	8412.14
ENSMUSG00000028369	na	36.5283	18.0063	215.655	16.4326	25.8701	59.5589	34.8277	35.7221	30.5896
ENSMUSG00000028370	na	27.3962	19.5068	8.21543	1.49387	3.04355	12.2621	4.01858	28.2016	4.17131
ENSMUSG00000028373	na	41.0943	61.5215	41.0772	50.7918	91.3064	84.0832	124.576	63.9237	102.892
ENSMUSG00000028378	na	94.3648	127.545	125.285	101.583	91.3064	194.442	91.0878	154.169	126.53
ENSMUSG00000028381	na	4508.2	3250.14	2396.85	2287.12	2533.75	3866.07	5542.96	4969.12	3832.04
ENSMUSG00000028382	na	5462.52	2691.96	5196.22	4968.48	5773.61	4484.53	5808.19	5454.09	6794.97
ENSMUSG00000028383	na	1827.96	3082.05	1772.49	4360.55	6573.89	1543.28	8306.32	4546.14	8589.06
ENSMUSG00000028385	na	541.836	265.593	598.486	545.264	557.463	292.539	490.267	473.787	813.406
ENSMUSG00000028389	na	45.6604	54.0189	32.8617	4.48162	19.7831	28.0277	14.7348	45.1226	19.4661
ENSMUSG00000028392	na	12.1761	15.0052	8.21543	8.96325	1.52177	1.75173	8.03716	13.1608	4.17131
ENSMUSG00000028393	na	1255.66	1982.2	2417.41	4737.18	3796.82	3445.65	3930.18	2697.96	5698.1
ENSMUSG00000028394	na	1488.54	1535.04	1760.17	1304.16	1244.8	1592.32	1347.58	1440.17	1123.46
ENSMUSG00000028397	na	681.861	595.708	583.296	518.374	598.057	465.96	602.788	641.118	577.032
ENSMUSG00000028398	na	1109.55	1491.52	1224.1	1310.13	1237.2	1539.77	806.395	853.569	991.382
ENSMUSG00000028399	na	1881.22	1183.91	2706.99	7131.71	8505.17	4358.22	6067.86	4469.02	7657.07
ENSMUSG00000028402	na	295.27	292.602	478.549	1087.54	1001.33	595.589	934.991	306.458	1334.82
ENSMUSG00000028403	na	923.862	721.752	1335.01	706.603	864.367	1245.48	830.506	956.975	835.653
ENSMUSG00000028405	na	4745.63	3590.75	8007.99	13367.1	14321.4	8206.87	11937.8	9114.78	15385.3
ENSMUSG00000028407	na	71.5346	100.535	156.093	234.538	258.701	182.18	160.743	41.3624	228.032
ENSMUSG00000028409	na	3882.68	3979.39	3489.51	2944.44	2398.32	3389.61	2657.62	4613.78	2595.93
ENSMUSG00000028410	na	4002.39	6838.61	4175.38	16217.9	14309.2	4800.48	13528.9	4514.83	13017
ENSMUSG00000028411	na	322.667	346.621	355.317	448.162	441.314	360.857	292.017	325.259	489.434
ENSMUSG00000028412	na	6095.64	2768.47	5413.96	1838.95	2086.35	4629.82	2299.96	6817.24	2152.39
ENSMUSG00000028413	na	15176	6432.75	12417.6	5847.03	7659.1	14341.3	13380.4	12284.6	7479.13
ENSMUSG00000028414	na	248.088	741.262	396.395	809.683	824.804	357.354	506.341	255.695	903.786
ENSMUSG00000028416	na	3199.32	3248.65	4321.26	3857.21	4053.96	4389.89	3753.36	4070.41	3870.97
ENSMUSG00000028419	na	4356	4001.9	2941.12	2759.19	2588.54	2739.71	2920.17	3248.83	2698.84
ENSMUSG00000028420	na	5830.82	4782.16	5194.2	3057.97	3054.21	5975.17	4691	6335.95	3979.44
ENSMUSG00000028423	na	2420.01	2330.31	2343.46	2630.71	2766.58	2652.12	2608.05	2744.96	2430.48
ENSMUSG00000028426	na	12339.2	11075.4	12645.5	14608.7	14204.2	12202.5	12232.6	13179.6	12480.8
ENSMUSG00000028430	na	2276.93	2300.3	3049.98	2523.15	2124.4	2189.67	1628.86	3073.98	1639.33
ENSMUSG00000028431	na	1214.57	1036.87	1092.66	1124.89	1083.5	900.391	853.28	990.817	860.679
ENSMUSG00000028433	na	1281.53	1434.5	1187.13	1638.78	1699.82	1014.25	1904.81	1184.47	1621.25
ENSMUSG00000028434	na	987.785	1116.39	3501.82	7938.44	7785.38	3454.41	6321.23	2009.84	6301.44
ENSMUSG00000028436	na	3637.61	2487.87	2902.1	2479.83	2046.79	2007.49	2089.66	2812.64	2121.81
ENSMUSG00000028437	na	3237.31	2217.77	3255.33	2485.79	2667.66	2603.08	2407.13	3026.97	2322.04
ENSMUSG00000028438	na	12.1761	12.0042	18.4847	23.902	30.4355	3.50347	10.7162	13.1608	13.9044
ENSMUSG00000028439	na	642.291	688.74	595.62	304.75	388.052	628.872	466.156	656.159	444.939
ENSMUSG00000028443	na	187.208	424.648	363.533	442.187	378.922	371.367	306.752	231.253	503.338
ENSMUSG00000028444	na	62.4025	171.06	47.2387	126.979	199.352	80.5797	241.114	95.8855	88.9879
ENSMUSG00000028445	na	36.5283	45.0157	367.641	1484.91	990.675	769.011	764.87	88.3651	912.127
ENSMUSG00000028447	na	1452	1617.57	1632.82	1490.89	1498.95	1832.3	1225.66	1477.76	1269.48
ENSMUSG00000028452	na	21682.2	17928.5	17264.7	13549.6	14676	16056.5	12951.8	17628.9	13323.2
ENSMUSG00000028453	na	33.4843	120.042	61.6157	89.6325	95.8717	21.0208	129.934	15.0409	168.243
ENSMUSG00000028454	na	757.962	952.831	996.119	996.418	1081.98	900.391	1129.22	851.688	1206.9
ENSMUSG00000028455	na	1152.46	1531.53	1739.05	2170.93	2226.36	1656.8	1894.73	1434.09	2078.92
ENSMUSG00000028456	na	968.001	823.787	638.75	561.697	815.669	415.161	401.858	289.537	283.649
ENSMUSG00000028457	na	3.04403	61.5215	6.16157	8.96325	10.6524	8.75866	13.3953	15.0409	22.247
ENSMUSG00000028458	na	1814.24	1231.93	1511.64	1353.45	1594.83	1129.87	1431.95	1302.92	1336.21
ENSMUSG00000028459	na	30.4402	67.5236	34.9156	161.339	225.222	92.8418	176.817	63.9237	317.02
ENSMUSG00000028461	na	840.152	1347.47	1185.07	1517.78	1249.38	1392.62	1427.94	1199.51	1804.79
ENSMUSG00000028464	na	117.195	184.565	51.3465	77.6815	42.6097	91.0901	120.557	242.534	177.976
ENSMUSG00000028465	na	7753.13	7787.72	6664.77	6156.26	6117.55	4398.6	6433.75	7924.67	6519.76
ENSMUSG00000028466	na	4328.6	4483.58	3514.17	2753.22	2615.93	2864.08	2428.57	4198.28	2345.67
ENSMUSG00000028467	na	194.818	349.622	230.032	717.059	925.238	106.856	510.36	146.648	753.618
ENSMUSG00000028468	na	3636.09	4115.94	3627.12	4447.28	4883.38	2455.93	3863.2	3169.86	3889.06
ENSMUSG00000028469	na	605.762	829.79	1226.15	2711.38	3571.62	1052.79	2760.76	1552.97	3825.09
ENSMUSG00000028470	na	2030.37	3239.63	2620.73	3279.04	2766.59	3333.55	2534.4	2205.38	3099.28
ENSMUSG00000028476	na	140.025	204.072	96.5314	125.486	150.655	126.125	227.719	114.687	246.108
ENSMUSG00000028478	na	6189.9	4509.09	5568.03	4472.64	4146.81	5840.23	4321.4	5130.93	4367.4
ENSMUSG00000028479	na	2299.77	4609.64	4411.67	18600.4	22785.9	4191.92	21313.1	4155.05	17846.7
ENSMUSG00000028480	na	1529.63	777.268	992.017	38.8408	31.9573	900.391	62.9578	1457.09	23.6374
ENSMUSG00000028483	na	331.799	561.196	184.847	348.073	316.529	152.401	296.035	236.894	293.382
ENSMUSG00000028484	na	1415.33	1330.81	1270.87	1320.59	1791.13	1038.31	1599.4	868.611	1449.78
ENSMUSG00000028494	na	14652.7	40801.1	8283.09	20840.7	25573.1	6491.96	39900.8	22266	38590.3
ENSMUSG00000028495	na	2899.41	4890.9	2306.38	2371.12	1945.78	3908.63	2013.09	2819.06	1983.02
ENSMUSG00000028496	na	149.157	141.049	59.5619	103.077	171.96	94.5936	321.486	75.2044	308.677
ENSMUSG00000028497	na	12.1761	27.0094	12.3231	76.1876	85.2193	24.5243	77.6926	33.842	150.167
ENSMUSG00000028514	na	3419.96	2564.4	4417.85	5170.3	6173.85	3944.9	4251.66	3893.7	4498.06
ENSMUSG00000028517	na	2832.47	2081.23	1653.36	9342.69	8801.94	2888.61	9702.19	6166.76	14167.2
ENSMUSG00000028518	na	1278.49	762.266	1758.1	4256.05	4892.5	1919.9	3391.68	2135.8	4069.81
ENSMUSG00000028521	na	7019.31	5166.48	8387.84	10572	12757.2	9375.58	12494.9	8231.12	10229.3
ENSMUSG00000028522	na	4671.05	2384.32	4117.98	2393.17	2475.94	3527.99	3473.4	4183.27	2755.86
ENSMUSG00000028524	na	4.56604	1.50052	6.16157	2.98775	1.52177	33.2829	4.01858	7.52044	5.56175
ENSMUSG00000028525	na	47028.8	2165.25	34023.8	537.795	394.139	18200.4	1068.94	43387.9	1181.87
ENSMUSG00000028527	na	3798.04	1281.31	3514.95	4065.83	5120.55	2337.47	6387.13	3150.13	5402.29
ENSMUSG00000028530	na	12121.3	6461.26	10891.6	8186.43	10202	11058.7	11127.4	17400.4	6722.77
ENSMUSG00000028532	na	27.3962	81.0283	67.7773	71.706	95.8717	103.352	113.86	69.564	73.6932
ENSMUSG00000028536	na	6.08805	42.0147	14.377	409.322	246.527	15.7656	231.738	3.76022	474.138
ENSMUSG00000028538	na	5005.93	2816.48	6391.66	4577.13	5435.66	5852.49	4307.93	5685.41	4368.77
ENSMUSG00000028540	na	313.535	495.173	324.51	425.755	345.443	304.801	254.51	321.498	260.011
ENSMUSG00000028541	na	6.08805	18.5495	4.10772	5.9755	9.13064	7.12128	10.7162	9.40054	18.7239
ENSMUSG00000028542	na	2302.83	1983.72	2144.22	1956.98	2940.06	1665.9	2121.82	7264.73	3513.6
ENSMUSG00000028549	na	76.1006	208.573	123.231	103.077	73.0451	78.828	58.9392	86.485	118.187
ENSMUSG00000028550	na	528.139	525.185	283.432	914.249	984.587	220.718	1050.19	250.054	1015.02
ENSMUSG00000028551	na	94.3648	234.082	71.885	185.24	202.396	101.601	286.659	137.248	424.083
ENSMUSG00000028552	na	3931.35	3296.65	3327.24	4363.6	4687.06	3556.01	4825.03	3566.58	4115.66
ENSMUSG00000028553	na	9886.91	8820.06	14690.9	23251.7	18331.3	26532.3	20683.7	16415.5	28689.9
ENSMUSG00000028555	na	146.113	294.103	133.501	25.3959	59.3492	87.5866	58.9392	289.537	134.872
ENSMUSG00000028556	na	324.189	319.612	462.118	368.987	537.186	532.527	621.54	468.147	827.31
ENSMUSG00000028557	na	9184.07	7271.62	9367.65	6178.67	6942.37	8982.87	6031.78	10037.9	6212.47
ENSMUSG00000028559	na	4912.9	5658.98	6713.12	12258.3	13460.4	7048.43	11379	6379.01	11162.4
ENSMUSG00000028560	na	3870.79	2096.14	3371.52	1688.69	1939.88	2242.17	1911.29	4596.04	1465.06
ENSMUSG00000028563	na	704.897	649.124	859.611	599.641	576.652	955.247	612.099	919.999	614.915
ENSMUSG00000028565	na	2410.87	3857.85	2639.21	4693.7	6173.84	4659.54	7350.09	3410.48	7714.18
ENSMUSG00000028567	na	2050.15	2189.26	2195.57	1773.23	1797.22	1841.07	1958.39	1953.43	2099.56
ENSMUSG00000028568	na	741.39	815.088	579.723	843.066	864.151	966.852	965.935	858.408	924.247
ENSMUSG00000028572	na	11173.2	5511.32	12770.7	6102.43	6061.22	7197.84	6619.94	7680.26	5903.86
ENSMUSG00000028573	na	1830.98	1087.88	2702.87	4230.66	3991.6	3452.67	3642.16	2540.04	4600.94
ENSMUSG00000028576	na	255.698	285.1	295.756	174.783	200.874	161.159	174.138	92.1253	194.661
ENSMUSG00000028577	na	6905.49	4240.48	5935.66	3752.55	3766.35	4132.33	3252.36	7424.47	3159.06
ENSMUSG00000028578	na	1086.72	895.813	472.387	403.346	423.053	415.161	442.044	1191.99	394.884
ENSMUSG00000028580	na	3266.21	2373.85	3154.71	3240.22	3697.92	2694.17	4345.48	4064.76	4083.68
ENSMUSG00000028581	na	747.308	748.762	1234.37	879.892	1148.94	1385.62	1177.44	1133.71	1151.28
ENSMUSG00000028582	na	423.12	1003.85	581.241	730.503	674.146	504.499	614.842	547.111	768.91
ENSMUSG00000028583	na	51.7484	40.5142	69.8312	61.2489	35.0008	119.118	8.03716	65.8038	29.1992
ENSMUSG00000028597	na	42.6164	82.5288	51.3465	76.1876	60.8709	66.5658	62.9577	90.2452	97.3306
ENSMUSG00000028599	na	10865.7	5487.42	9542.22	2376.75	3503.12	6996.42	4368.2	12230.1	2757.24
ENSMUSG00000028600	na	47.1824	28.51	43.131	180.759	292.18	164.663	168.78	41.3624	179.366
ENSMUSG00000028601	na	4671.04	5656.96	7319.99	11308.6	10399.7	10957.1	6543.55	4734.11	6471.1
ENSMUSG00000028603	na	55919.2	60784.6	205747	280200	318560	203213	110580	77211.3	92107
ENSMUSG00000028607	na	2838.58	6020.03	3688.73	9269.62	10344.9	3055.02	9703.61	6693.18	10664.5
ENSMUSG00000028608	na	1240.44	1928.17	1057.74	1239.92	1085.02	1291.03	1044.83	940.055	1294.5
ENSMUSG00000028609	na	1751.83	2171.25	1187.13	676.725	595.013	1308.54	663.065	1607.5	710.513
ENSMUSG00000028613	na	10.6541	21.0073	36.9694	1.49387	13.696	28.0277	10.7162	35.7221	2.78087
ENSMUSG00000028614	na	290.705	255.089	497.034	627.426	674.147	465.961	621.539	554.632	785.598
ENSMUSG00000028617	na	1074.54	927.325	1076.22	1026.29	1203.72	1021.26	1415.88	808.447	1567.03
ENSMUSG00000028618	na	12297.7	10688.5	14206.6	14754.4	14959.2	16463.8	15817.4	15085.6	15521.4
ENSMUSG00000028619	na	844.717	862.801	749.659	841.052	881.107	697.19	948.386	731.362	859.29
ENSMUSG00000028621	na	176.553	237.083	334.779	657.305	605.666	334.581	466.156	244.414	570.079
ENSMUSG00000028622	na	1966.44	2247.79	2349.62	2478.34	2176.14	2631.1	1946.33	2425.34	2149.62
ENSMUSG00000028629	na	164.377	330.115	127.339	141.918	120.22	91.0901	127.255	92.1253	207.175
ENSMUSG00000028630	na	1587.46	1347.47	1879.28	2606.81	3250.51	1956.69	2747.37	2021.12	3485.83
ENSMUSG00000028631	na	7.61006	9.00315	2.05386	17.9265	19.7831	15.7656	32.1486	3.76022	31.98
ENSMUSG00000028633	na	1783.79	1117.89	1033.09	652.818	532.614	1210.45	395.16	1464.6	371.247
ENSMUSG00000028634	na	281.572	126.044	178.686	35.853	44.1314	250.498	120.557	415.504	69.5219
ENSMUSG00000028636	na	598.15	978.343	716.797	1165.23	1045.46	511.505	960.444	488.829	1204.12
ENSMUSG00000028637	na	4.56604	7.50262	49.2926	135.943	108.046	66.5658	45.5439	16.921	88.988
ENSMUSG00000028639	na	9640.23	9812.83	11086.8	10024.3	10015	13539.8	10911.3	10166.6	10372.7
