#1.2																
20399	15															
NAME	DESCRIPTION	S1	S5	S40	S41	S6	S7	S34	S36	S38	S2	S3	S39	S33	S35	S37
ENSMUSG00000021902	na	241.898	224.074	241.934	286.577	199.926	177.822	118.189	236	236.756	220.029	273.579	231.805	277.436	250.619	259.325
ENSMUSG00000021903	na	2473.39	1992.7	1622.17	5129.28	4591.97	1077.44	1545.47	2712.82	1998.12	1734.19	2373.47	2137.6	1363.95	4466.49	3227.68
ENSMUSG00000021904	na	1581.13	1195.06	1744.21	5938.55	6119.77	463.389	324.519	1124.6	1744.88	7843.57	9890.82	10221	6183.55	10483.4	6660.51
ENSMUSG00000021905	na	1212	1344.45	1371.67	804.745	915.408	1427.84	1490.38	1321.15	1367.84	877.508	858.672	886.673	845.976	884.805	735.318
ENSMUSG00000021906	na	267.846	323.663	265.485	403.666	336.096	401.196	359.575	276.977	303.403	309.212	429.334	333.177	428.454	344.761	391.357
ENSMUSG00000021908	na	168.757	371.738	365.166	340.898	675.62	504.749	217.984	334.871	260.328	135.292	643.91	348.892	487.735	676.016	434.252
ENSMUSG00000021910	na	9602.69	9870.46	9678.06	14028.9	13522	8483.41	10159.4	11191.6	9168.79	11529.7	15406.9	13081	13938.3	15927.8	15400.2
ENSMUSG00000021911	na	1201.12	1220.88	1270.33	1226.52	1199.55	1391.92	1010.62	1186.83	1244.72	1119.68	1178.25	1149.56	1032.53	1154.5	951.308
ENSMUSG00000021913	na	25.9475	61.7818	17.8418	16.8194	11.0195	29.7831	45.0721	47.807	33.0062	13.0195	34.7018	29.06	27.3336	16.5383	22.3439
ENSMUSG00000021916	na	945.828	870.476	819.295	1553.21	980.736	1087.08	1388.22	956.14	864.505	1736.8	1417.13	1445.57	1758.22	1296.99	1678.5
ENSMUSG00000021917	na	3999.18	2518.34	2550.64	2467.89	2082.7	3142.13	3154.04	2514.8	2902.56	3391.59	2258.02	2618.07	2619.98	1997.97	2188.37
ENSMUSG00000021918	na	380.843	367.002	301.883	390.729	387.258	562.374	578.926	459.857	383.38	434.85	492.282	433.197	516.604	490.425	511.878
ENSMUSG00000021922	na	2112.65	4079.4	2869.7	2218.23	2285.78	3365.5	2600.15	3036.1	3883.34	1186.08	1897.3	1200.24	1935.21	1871.38	1726.59
ENSMUSG00000021927	na	5.94927	3.71695	1.49215	4.10948	2.38042	5.47788	2.49443	2.29792	5.31464	0.655236	0.815958	0.680538	5.45128	1.92847	8.46206
ENSMUSG00000021928	na	255.29	133.707	133.456	214.771	142.467	174.318	259.415	179.086	177.091	403.604	266.316	245.997	338.937	183.83	319.586
ENSMUSG00000021929	na	1309.1	1546.39	1417.35	1280.22	1542.73	1852.68	1340.14	1604.95	1344.37	1488.12	1455.86	1463.14	1332.51	1414.03	1232.98
ENSMUSG00000021930	na	1146.71	1390.56	1212.53	812.508	1142.09	1512.8	1434.2	1749.88	1799.48	778.566	832.84	727.853	744.16	744.861	695.369
ENSMUSG00000021932	na	364.103	407.576	412.502	245.176	217.242	385.427	367.588	314.919	309.75	354.13	239.684	245.997	280.853	245.531	294.533
ENSMUSG00000021936	na	1068.03	956.233	1081.21	979.407	855.585	1196.58	1145.83	1037.33	988.912	958.229	992.636	931.271	971.709	890.523	945.893
ENSMUSG00000021938	na	774.239	859.413	836.421	519.461	634.409	1011.75	1058.69	833.209	752.162	482.37	535.859	480.504	574.005	520.321	572.818
ENSMUSG00000021939	na	20405.5	34941.4	30840.2	14564.2	18256.9	34474.9	34308.2	25626.4	28876.7	15999.1	14421.8	15720.5	14105.1	13560.1	12500.1
ENSMUSG00000021940	na	46.873	41.4952	22.1238	26.5229	11.0195	74.4576	154.247	73.6076	50.7787	20.1802	16.9474	15.5437	39.6337	20.3549	37.9169
ENSMUSG00000021943	na	246.92	20.2866	35.6835	106.739	71.6269	7.88375	209.335	81.196	38.7188	259.087	166.246	231.805	320.487	198.46	290.471
ENSMUSG00000021944	na	30.1326	35.0404	22.1238	29.7574	55.0976	46.4265	57.0914	46.2893	29.1978	3.90584	105.719	50.6862	170.835	43.2541	98.1777
ENSMUSG00000021945	na	1503.9	1293.44	1284.14	2035	2107.11	1143.32	1336.14	1707.05	1365.23	1927.06	2161.65	1973.49	1742.2	2280.33	1782.47
ENSMUSG00000021947	na	516.44	214.853	310.447	361.617	236.92	283.815	377.604	296.707	264.05	408.811	343.79	384.539	721.608	277.971	414.378
ENSMUSG00000021948	na	3512.92	4889.06	4149.27	4264.38	3953.62	3446.08	3208.16	4880.92	3948.03	3414.34	3262.77	3359.47	3394.13	3416.47	3230.41
ENSMUSG00000021950	na	1468.13	1656.13	1077.64	1269.23	990.178	4321.07	4352.93	1357.57	1632.54	1616.37	1966.71	1286.08	2710.85	1313.54	2347.45
ENSMUSG00000021951	na	142.293	143.85	138.452	149.434	145.615	155.923	101.162	74.3664	103.462	230.444	192.878	220.316	205.002	159.658	170.627
ENSMUSG00000021952	na	1587.93	1441.69	1420.06	1058.1	1159.31	1643.07	1360.92	1666.59	1262.26	927.542	1044.84	947.998	931.384	1070.92	1043.3
ENSMUSG00000021957	na	4619.49	5793.66	5538.82	3295.91	3458.5	4522.67	4226.79	3952.77	4084.55	3816.51	3415.28	3633.88	3452.26	3435.49	3384.75
ENSMUSG00000021958	na	214.277	230.529	258.349	126.146	196.777	296.078	226.362	202.611	215.175	178.366	154.141	170.306	171.518	135.487	202.449
ENSMUSG00000021959	na	2070.79	2687.06	3103.07	3535.96	5685.9	1884.22	1439.3	2928.4	3004.17	3272.43	5095.39	4300.89	3103.04	5435.87	3268.31
ENSMUSG00000021962	na	1027.02	1385.02	1506.55	1125.61	1263.3	1133.51	1059.7	1447.87	1334.2	921.129	1199.23	1025.21	945.055	1220.03	1104.33
ENSMUSG00000021963	na	1241.54	972.243	911.065	909.27	978.124	915.792	1079.51	988.014	953.037	1238.78	1203.87	1125.73	1020.8	1082.96	904.552
ENSMUSG00000021965	na	60.2653	72.8472	114.187	42.0486	55.8847	56.9382	72.1154	73.6076	46.3356	47.521	27.4386	20.9503	19.8169	21.6271	33.8544
ENSMUSG00000021967	na	677.985	586.466	645.871	500.701	443.929	669.243	852.364	487.936	512.863	690.681	516.492	545.382	594.506	401.373	460.42
ENSMUSG00000021969	na	2890.22	2430.7	2710.53	2803.67	2245.63	2448.34	2500	2662.77	2495.78	3459.28	2656.71	2909.4	2656.14	2558.36	2610.17
ENSMUSG00000021972	na	1661.48	1451.41	1438.05	2191.05	2417.21	1223.73	1486.38	1667.93	1588.11	2482.81	3073.13	2636.35	2422.44	2841.41	2654.86
ENSMUSG00000021973	na	1312.44	1619.25	1356.68	1210.35	1138.94	1480.4	1661.65	1367.44	1432.58	1370.93	1329.17	1173.21	1418.6	1303.97	1337.93
ENSMUSG00000021974	na	26.7846	8.29905	1.42734	14.8787	15.7422	30.659	26.0417	12.9003	17.1378	21.4821	63.7545	50.0103	105.234	24.1714	50.7816
ENSMUSG00000021975	na	511.418	582.778	587.351	659.841	714.693	564.126	524.839	493.247	555.392	643.812	723.896	682.573	671.04	679.342	640.524
ENSMUSG00000021978	na	1717.55	2064.6	2120.35	2251.25	3142.15	1752.79	1153.85	2260.65	2271.72	2023.22	3118.4	2565.36	2283.01	3490.87	2561.39
ENSMUSG00000021981	na	963.407	1018.02	923.489	1002.05	1338.87	1142.27	684.095	945.516	992.724	1185.42	1392.11	1140.78	1166.46	1337.06	1122.61
ENSMUSG00000021982	na	1649.76	1222.72	1157.58	1581.03	1319.97	1190.44	1207.93	1212.63	1206	1519.38	1493.79	1483.42	1437.07	1432.46	1369.75
ENSMUSG00000021983	na	33.4807	44.2616	33.5425	32.992	44.0781	32.411	34.0545	50.8423	37.4493	22.1331	79.8948	54.741	45.7838	68.0616	39.2711
ENSMUSG00000021986	na	25.1105	31.352	67.085	41.4017	26.7617	20.1474	20.0321	47.807	22.2157	39.0584	48.4211	86.5043	21.8669	87.1443	59.5837
ENSMUSG00000021987	na	2628.29	3522.48	3661.85	3909.19	3912.72	2977.42	2276.65	3921.64	3430.7	3218.55	4126.29	3726.44	3291.55	4244.61	3658.31
ENSMUSG00000021990	na	3254.31	6688.08	5015.78	2499.55	2581.74	6316.31	3732.91	6119.78	5493.34	1555.18	1551.89	1669.23	1577.87	2079.97	1962.23
ENSMUSG00000021991	na	15.9033	11.0654	6.42304	4.52831	3.14843	3.50389	9.01442	13.6591	6.98208	15.6233	23.4035	6.75815	8.20008	14.6301	8.80214
ENSMUSG00000021993	na	368.288	513.62	358.263	366.147	350.262	878.607	777.24	424.949	423.367	470	585.088	394.674	633.457	516.505	556.566
ENSMUSG00000021994	na	600.141	485.033	493.147	456.711	406.147	485.289	563.902	494.005	577.609	1022.67	730.352	768.4	1032.53	760.128	813.861
ENSMUSG00000021996	na	4324.64	6819.89	6794.78	2161.8	1990.18	5176.73	6132.21	4202.27	4817.54	1924.1	1794.54	2017.35	2164.45	1566.54	1633.31
ENSMUSG00000021997	na	15.0663	38.7289	22.8375	13.5849	6.29687	44.6746	46.0737	22.7652	32.3715	1.30195	2.42106	6.08234	3.4167	3.81654	8.80214
ENSMUSG00000021998	na	7345.89	27332.9	22524.9	7502.59	9715.56	14989.6	9663.47	16357.8	16404.7	7238.18	6618.45	7924.69	5026.63	8843.28	6682.25
ENSMUSG00000022000	na	3071.03	2669.53	2627.7	2735.14	2696.68	2547.34	3031.85	2878.27	2776.35	2806.96	2936.74	2818.15	2738.15	2906.87	2764.51
ENSMUSG00000022003	na	770.893	923.961	1074.79	1117.85	1179.88	775.235	683.093	935.651	1029.54	820.226	946.633	944.114	847.342	1078.17	821.985
ENSMUSG00000022008	na	1430.46	1702.23	1500.14	980.055	1505.74	1321.84	1350.16	1564.73	1285.97	905.503	1298.49	1061.03	925.243	1576.23	940.475
ENSMUSG00000022009	na	694.725	764.435	628.03	407.548	424.252	670.119	890.425	673.851	610.614	367.8	355.088	381.16	357.387	360.663	370.367
ENSMUSG00000022010	na	22603.9	16962.6	18380	13934.3	8554.06	22817.3	46766.8	20204.9	19579.7	14898.1	12541.8	12665.2	13214.3	11584.4	12693.7
ENSMUSG00000022012	na	18.4144	34.1183	32.8288	28.4637	29.9101	34.1629	23.0369	19.7299	33.0062	17.5763	30.6667	22.9777	21.1835	35.621	19.6355
ENSMUSG00000022013	na	565.823	573.555	498.856	426.308	356.56	670.995	724.159	437.851	444.314	598.244	553.614	439.28	620.474	452.896	542.347
ENSMUSG00000022014	na	275.379	904.596	482.442	294.34	527.363	750.706	392.628	468.963	858.798	328.741	302.632	364.941	276.753	294.509	392.711
ENSMUSG00000022015	na	13.3923	11.9875	12.1324	20.0539	3.93554	39.4187	20.0321	32.6302	15.8684	7.81167	6.45615	9.46141	8.20008	7.63308	14.2188
ENSMUSG00000022016	na	3120.43	2363.38	2829.72	2907.8	2773.78	2642.82	2553.08	2995.92	2749.07	2383.85	2664.76	2793.83	2431.3	2634.7	2456.48
ENSMUSG00000022018	na	11803.6	7215.56	7876.78	14581.8	10382	7776.88	6095.75	9084.08	9668.91	7071.52	8231.59	10172.4	5191.34	7782.56	7758.07
ENSMUSG00000022019	na	868.822	627.04	604.48	1146.96	1005.14	656.103	838.343	720.899	695.034	1174.35	1222.63	1150.92	1148.01	1190.13	1063.03
ENSMUSG00000022020	na	574.194	509.008	543.104	735.527	661.958	620.188	500.801	448.475	474.781	966.044	709.368	823.142	810.442	732.775	723.806
ENSMUSG00000022021	na	120.531	204.71	174.413	60.1618	147.849	126.83	50.0801	133.556	92.6712	121.732	102.491	127.729	100.451	108.135	74.4797
ENSMUSG00000022022	na	77.0055	94.978	114.187	111.914	121.215	92.8531	99.1587	91.061	99.6533	134.751	135.579	113.537	118.218	118.313	111.72
ENSMUSG00000022023	na	2063.24	1567.59	1596.5	1821.03	1607.27	1552.22	1769.83	1912.26	1914.36	2220.48	1770.59	1982.16	1799.24	1695.17	1807.84
ENSMUSG00000022024	na	2056.55	1876.5	1787.75	2051.96	1772.57	2196.05	2534.06	2041.27	2052.74	2355.22	1977.2	1936.2	2136.11	1935.62	2053.6
ENSMUSG00000022026	na	656.222	3199.74	1451.61	577.683	1009.07	2237.23	573.918	1815.91	2472.92	35.1525	41.1579	69.6089	114.118	193.371	100.886
ENSMUSG00000022031	na	1531.75	1107.47	1114.05	1324.2	1170.42	1201.83	1399.24	1156.46	1187.6	1432.81	1446.19	1458.39	1394.04	1402.56	1409.71
ENSMUSG00000022032	na	293.793	343.027	200.541	370.027	408.509	493.172	453.726	605.555	470.338	257.785	378.492	210.178	386.77	485.973	534.899
ENSMUSG00000022033	na	97.094	190.878	158.429	53.0459	79.498	139.28	78.125	80.3545	99.0185	100.865	31.4737	62.8508	60.12	46.4346	47.3961
ENSMUSG00000022034	na	92.0719	106.043	104.91	36.8734	53.5234	58.6901	55.0881	78.9195	36.8146	63.1444	49.2281	42.5764	41.6838	43.2541	46.7191
ENSMUSG00000022035	na	2615.69	1821.19	1656.42	1002.05	1128.72	2344.97	2865.6	2511.03	2606.2	1365.1	995.053	1094.82	947.108	836.456	964.168
ENSMUSG00000022037	na	7174.85	9077.22	6936.14	4454.61	5410.6	13962.8	16949.8	8731.18	10720.6	4006.08	6746.64	5482.83	7153.83	5793.41	5335.43
ENSMUSG00000022040	na	40.1768	116.187	36.3972	80.2157	30.6972	332.868	52.0834	162.392	74.264	63.7954	172.702	45.2796	802.926	92.8691	155.73
ENSMUSG00000022043	na	2279.2	2574.55	3013.83	3235.81	3945.77	2134.74	1662.66	2434.36	2623.99	3784.1	4470.87	4603.67	3536.96	4616.72	3288.61
ENSMUSG00000022044	na	6.69614	2.76635	7.85038	5.82211	7.08398	14.0156	11.0176	12.9003	9.52102	5.85876	1.61404	2.70326	5.46672	6.3609	4.06253
ENSMUSG00000022048	na	2968.9	1349.05	1916.9	5631.26	4076.57	1059.92	1224.96	2032.95	1828.67	10855	8926.57	8359.23	7721.59	7409.2	7557.28
ENSMUSG00000022051	na	4193.64	3930.13	4481.92	5713.19	5352.62	3581.91	4034.07	4357.47	3810	6966.88	5987.12	6161.56	5177.24	5487.12	4844.85
ENSMUSG00000022052	na	3020.06	3321.81	3166.19	2646.6	2770.51	3383.87	3719.5	3685.47	3378.16	2499.02	2454.09	2584.67	2310.97	2428.85	2179.06
ENSMUSG00000022057	na	534.017	314.442	266.199	221.887	99.9628	696.398	983.574	497.8	371.954	334.6	302.632	252.079	400.437	242.986	352.763
ENSMUSG00000022064	na	324.763	300.61	258.349	337.682	364.432	358.273	384.616	332.373	304.672	282.371	360.737	300.738	305.453	370.204	350.732
ENSMUSG00000022066	na	873.009	774	783.955	704.799	644.906	843.558	972.05	973.59	795.957	662.037	747.334	730.217	899.623	768.642	726.851
ENSMUSG00000022070	na	203.395	231.451	270.482	138.437	129.873	185.706	151.242	181.363	140.911	187.48	118.632	135.163	161.269	118.313	137.449
ENSMUSG00000022074	na	261.987	1163.71	1295.31	668.894	367.58	771.731	569.912	887.845	783.898	290.334	268.737	426.439	287.686	245.53	249.845
ENSMUSG00000022075	na	501.373	556.037	653.723	718.06	672.978	776.989	975.56	609.349	561.74	705.004	853.018	937.354	731.858	992.304	916.777
ENSMUSG00000022089	na	1398.66	1690.24	1670.7	1003.34	910.684	1317.46	1458.33	1401.58	1550.66	913.315	811.86	925.866	815.908	776.665	830.786
ENSMUSG00000022090	na	4624.54	2889.9	3232.25	5377.06	4532.95	2184.67	2734.38	3703.9	3195.85	4849.67	4517.69	5095.68	4023.53	4264.99	4065.94
ENSMUSG00000022091	na	4229.58	3899.54	4680.22	14687.4	10539.5	2505.32	2942.74	5208.13	4517.46	6145.27	9607.23	10937.5	6227.07	11158.1	8437.12
ENSMUSG00000022092	na	356.569	435.239	414.642	361.618	411.658	529.962	370.593	454.547	448.759	281.872	384.14	343.99	325.269	354.937	341.253
ENSMUSG00000022094	na	6421.6	12209.8	10399.7	2682.71	6629.78	12077.8	5512.82	12181.8	12138.6	421.179	712.597	620.398	624.573	888.617	668.286
ENSMUSG00000022095	na	1291.52	1352.75	1428.77	1451.65	1386.89	1346.37	1481.37	1321.9	1451.64	1323.43	1338.84	1389.48	1539.57	1145.6	1446.26
ENSMUSG00000022096	na	248.594	183.501	170.567	465.769	296.741	191.838	230.369	247.382	166.3	439.406	411.579	432.521	431.871	345.397	404.222
ENSMUSG00000022097	na	587649	280749	289744	438191	298275	288199	247985	295722	342726	586969	319860	493546	366869	279338	319584
ENSMUSG00000022098	na	6614.12	3494.8	3451.31	3021.03	2399.87	2310.83	3254.25	6713.43	3301.9	2460.63	2701.92	2368.71	3003.9	2724.32	3234.44
ENSMUSG00000022099	na	94.583	75.6135	113.474	272.992	241.642	70.9537	52.0833	94.0963	84.4197	386.027	421.264	452.119	567.856	426.818	426.565
ENSMUSG00000022100	na	1268.92	1531.64	1617.17	1652.85	1818.22	1481.26	1136.82	1451.66	1334.85	1846.81	1940.88	1859.17	1792.39	2101	1593.19
ENSMUSG00000022101	na	8.37018	9.22117	6.42304	4.52831	2.36133	7.88375	16.0256	3.7942	1.26947	10.4156	9.68422	8.10978	3.4167	5.72481	5.4167
ENSMUSG00000022102	na	698.91	1890.34	1960.45	459.947	687.932	693.77	562.901	572.925	672.184	299.448	203.369	225.046	241.902	225.812	285.054
ENSMUSG00000022103	na	162.381	160.448	85.6405	110.62	163.719	147.163	181.29	213.993	251.99	496.044	288.912	297.359	284.953	349.213	226.825
ENSMUSG00000022105	na	788.47	1044.76	1004.14	1267.28	1780.44	939.918	672.075	1114.74	987.011	1151.57	1610.81	1169.84	1076.26	1625.85	1276.31
ENSMUSG00000022106	na	749.967	637.182	570.936	800.218	697.379	911.01	910.458	803.614	747.083	1019.43	950.668	779.215	990.844	911.517	936.414
ENSMUSG00000022108	na	26383.3	22653.4	21124.3	33539.2	33372	18153.4	18642.2	28755.6	29477	33961.3	40017.4	35794.6	31150.1	39796.2	31503.7
ENSMUSG00000022109	na	1196.83	1024.35	876.99	940.558	769.728	819.91	1228.72	1040.36	1033.46	949.652	784.353	889.201	835	760.76	834.168
ENSMUSG00000022110	na	2576.38	2330.2	1914.76	1862.42	1647.39	2401.09	2290.66	2263.58	2130.76	1969.82	2105.54	1867.29	2175.1	2025.33	1714.37
ENSMUSG00000022111	na	328.814	448.76	374.164	134.317	159.058	666.025	662.881	284.426	353.579	263.532	163.51	175.458	196.082	112.623	154.095
ENSMUSG00000022114	na	1996.29	1675.49	1838.42	1812.62	1748.17	2013.86	2748.4	1906.97	1770.91	1783.01	1735.09	2028.8	1717.92	1618.21	1700.84
ENSMUSG00000022119	na	2850.85	2331.32	2392.45	1969.81	2003.58	2347.31	2395.3	2888.13	2254.55	1814.76	1810.85	1706.05	1879.19	1871.05	1930.82
ENSMUSG00000022120	na	231.854	207.476	289.037	234.825	316.418	281.187	223.357	210.199	278.014	300.099	352.667	323.715	324.587	325.042	331.096
ENSMUSG00000022122	na	831.163	819.761	1425.92	2038.41	1606.49	323.233	630.009	1425.87	893.066	2260.13	4055.18	2556.57	2822.22	4454.73	3126.86
ENSMUSG00000022123	na	184.981	284.935	153.439	1627.56	2262.89	138.404	62.0994	303.537	225.965	810.453	2587.3	1901.07	874.004	2221.24	1399.54
ENSMUSG00000022124	na	5052.25	4296.29	4354.79	4961.65	4551.05	4287.04	4516.15	5667.79	4548.66	4857.54	4470.04	4582.12	4346.72	4707.19	4385.36
ENSMUSG00000022125	na	1253.85	2238.9	1876.95	1335.2	1795.39	1947.29	1222.96	1850.05	1636.98	1189.98	1589.02	1470.57	1213.61	1759.42	1268.19
ENSMUSG00000022126	na	870.498	10353.5	4090.76	873.317	1170.43	12308.3	1909.05	7855.52	7913.23	49.4739	122.667	262.216	22.5502	344.761	254.585
ENSMUSG00000022130	na	389.214	319.975	325.433	444.423	319.566	339.877	311.499	309.608	342.123	543.561	422.07	463.611	453.737	404.552	428.597
ENSMUSG00000022131	na	445.293	324.585	359.69	476.119	432.123	452.878	529.848	336.925	316.098	738.854	605.264	616.343	711.357	541.948	599.223
ENSMUSG00000022132	na	1737.66	822.528	846.41	1212.95	717.058	1245.63	3128	1216.41	1027	1814.91	804.601	1135.38	1681.7	803.378	1046.1
ENSMUSG00000022136	na	7600.96	6424.39	7106.73	7765.4	9559.43	10032.5	6038.66	7680.23	7361.65	7258.35	8132.33	7963.13	6747.3	8771.04	6784.42
ENSMUSG00000022139	na	5520.16	6674.55	6610.71	7809.92	10083.1	5199.56	5438.7	7687.01	6244.61	4919.7	8002.61	6977.44	5127.8	10247.5	6308.9
ENSMUSG00000022141	na	4832.1	3754.86	4207.8	4377.58	4356.65	4290.51	4908.85	4492.34	4399.98	4663.57	4331.27	4321.16	3537.65	4564.58	4099.09
ENSMUSG00000022142	na	986.004	857.568	933.482	810.568	878.412	730.558	735.177	1045.68	740.102	781.821	879.647	844.769	805.66	860.631	767.818
ENSMUSG00000022144	na	730.716	827.139	815.012	319.569	361.283	471.273	431.691	896.95	498.901	309.212	369.614	480.504	304.77	356.21	266.773
ENSMUSG00000022146	na	12114.3	15056.6	13232.1	7467.95	7052.71	17363.7	31322.6	21759.4	18433.1	2669.64	2856.82	3201.33	2796.23	3775.78	3368.5
ENSMUSG00000022148	na	1729.39	3717.66	3917.61	1036.71	1559.4	2063.05	2109.55	2389.63	2630.16	587.254	642.354	753.229	432.943	836.437	691.61
ENSMUSG00000022150	na	2607.26	4191.06	3055.25	1636.02	2433.74	4878.25	4077.51	4194.04	3909.29	1968.54	2138.62	1909.17	2971.86	1880.28	2204.58
ENSMUSG00000022151	na	831.156	518.231	571.652	1092.62	938.237	721.796	692.108	726.211	766.758	1063.69	887.714	1017.1	934.115	926.774	860.583
ENSMUSG00000022159	na	336.481	304.299	368.255	630.727	510.045	304.838	309.495	353.619	396.075	468.7	584.28	483.883	484.487	539.404	545.056
ENSMUSG00000022160	na	431.064	382.678	506.706	779.515	766.644	553.614	536.859	417.362	579.513	707.607	840.914	752.183	857.594	803.381	865.996
ENSMUSG00000022174	na	3928.14	2814.27	3010.32	2574.04	2026	3514.46	3568.75	2551.98	3164.12	3582.96	2380.67	2980.32	2958.92	1955.97	2579.01
ENSMUSG00000022175	na	5540.23	9039.5	7947.48	4696.44	6269.34	6816.85	5831.3	7190.02	7010.01	4296.38	5486.9	5201.13	4842.87	5482.39	4380.04
ENSMUSG00000022176	na	59.4282	27.6635	42.1066	40.7548	36.207	28.9071	30.0481	34.1478	21.581	182.272	75.0527	111.509	93.6176	47.7067	56.1983
ENSMUSG00000022177	na	272.868	208.398	201.255	286.577	259.746	153.295	139.223	144.939	162.492	317.675	230	310.875	262.403	247.439	299.273
ENSMUSG00000022178	na	635.296	535.751	542.389	1716.23	2107.89	512.444	293.47	887.844	1042.24	1587.09	1654.38	1759.82	1523.17	1715.53	1612.82
ENSMUSG00000022179	na	78.6797	89.4453	72.7944	189.542	163.719	127.016	87.1394	126.726	116.156	187.48	249.369	183.822	254.886	235.989	201.095
ENSMUSG00000022180	na	208.417	543.127	623.035	293.693	481.711	275.931	173.277	374.108	386.553	132.147	107.333	106.103	269.919	147.573	153.022
ENSMUSG00000022181	na	1458.07	1655.21	1540.83	1304.16	1771.75	1965.67	2761.44	2087.58	1977.82	1283.71	1116.92	1150.9	1166.45	1284.89	1128.02
ENSMUSG00000022184	na	1417.91	1198.75	1321.72	648.842	565.931	1103.72	1516.43	1045.68	1127.29	654.227	517.299	677.167	529.589	506.964	487.503
ENSMUSG00000022185	na	6929.74	6084.12	6260.31	7242.74	6266.16	6696.88	8815.04	6871.32	6590.51	7534.95	6878.2	6849.27	8018.23	7356.9	8256.4
ENSMUSG00000022186	na	3877.9	4113.6	3413.48	3321.84	2770.62	4004.07	5325.53	3760.06	3316.49	4532.72	4073.02	3763.61	5242.58	3616.18	3512.05
ENSMUSG00000022191	na	872.168	1254.07	1027.69	1329.38	1430.2	1504.91	1461.35	1186.07	1061.28	1223.82	1542.22	1471.95	1406.32	1566.06	1432.71
ENSMUSG00000022193	na	2671.72	1989.52	2216.15	1601.57	1324.68	2704.04	2506.79	1574.01	2190.33	2130	1454.26	1815.13	1937.76	1277.22	1518.51
ENSMUSG00000022194	na	4818.67	3681.65	4187.69	6002.99	4015.85	4241.26	7072.93	4891.25	4900.28	5353.04	5074.59	5441	7283.95	4590.38	6632.26
ENSMUSG00000022195	na	599.302	520.997	565.227	916.017	965.787	714.797	429.686	541.05	739.463	966.686	966.006	952.903	1012.02	998.015	1080.62
ENSMUSG00000022197	na	6496.09	9799.32	8987.25	13910.3	18639.6	6976.24	3987.38	10521.3	11953.3	8119.59	14146.2	12283.6	9193.66	18260.2	12687.9
ENSMUSG00000022199	na	327.274	195.489	201.255	749.758	624.964	171.691	255.409	337.684	222.157	693.937	911.931	731.232	1150.06	901.338	1184.23
ENSMUSG00000022200	na	6837.72	7624.53	7180.08	5953.53	6385.98	7615.75	7121.39	8496.79	7032.91	4494.23	5302.84	4810.43	4005.03	5605.7	4301.43
ENSMUSG00000022201	na	3071.84	3193.29	2744.06	2698.86	3566.4	2971.27	3130	3370	2767.46	2678.11	2869.78	2382.93	2492.82	3443.78	2343.42
ENSMUSG00000022203	na	129.738	57.1712	61.3757	182.426	170.803	130.52	103.165	106.997	61.5692	227.19	204.175	231.805	287.004	166.655	276.251
ENSMUSG00000022204	na	1275.62	1085.33	1066.22	892.077	810.723	1113.36	1388.22	1064.65	1329.77	926.987	681.93	917.758	791.993	676.163	867.349
ENSMUSG00000022205	na	5017.93	3812.03	3865.24	2958.95	2170.85	4329.95	5394.63	3879.18	4003.94	3468.34	2298.4	2634.32	2707.4	2059.03	2690.78
ENSMUSG00000022206	na	3014.12	3259.7	5229.18	14009.2	7231.95	1296.43	946.514	2853.98	2842.32	8269.48	14818.7	18177.4	5340.21	17592.7	8668.49
ENSMUSG00000022210	na	696.396	480.423	559.517	629.435	474.627	545.73	599.96	485.658	571.897	670.504	712.597	703.524	1070.79	596.016	601.252
ENSMUSG00000022211	na	13.3923	6.45482	14.9871	97.6821	64.5429	28.0311	20.0321	13.6591	19.6768	72.258	86.351	61.4992	102.501	92.233	128.647
ENSMUSG00000022214	na	4828.64	4222.37	4154.99	4550.27	4052.8	4238	5787.3	5171.59	4576.48	4055.55	3893.07	4182	4067.24	3868.69	4050.34
ENSMUSG00000022215	na	10.0442	88.5232	16.4144	1.2938	0.787109	41.1707	21.0337	51.6012	45.7009	0.650973	46.8071	3.37908	146.918	10.1774	19.6355
ENSMUSG00000022216	na	4891.5	4776.52	3834.51	2381.05	3863.7	5336.33	4789.11	3964.17	5597.26	2671.61	2166.62	2387.63	2677.14	1912.1	2579.71
ENSMUSG00000022217	na	170.752	82.9905	91.3498	292.399	223.539	113.876	113.181	121.415	122.504	338.506	322.808	318.985	347.82	289.421	370.367
ENSMUSG00000022218	na	972.619	1679.15	1786.32	343.504	661.175	1331.47	1901.07	1411.46	1680.17	163.394	148.492	244.644	252.153	284.968	179.428
ENSMUSG00000022219	na	57.7542	37.8068	19.2691	27.1698	22.8261	42.0467	46.0737	39.4597	48.2398	37.1055	35.5088	38.5215	401.12	21.6271	16.2501
ENSMUSG00000022220	na	1295.7	3808.3	3347.84	3284.96	4106.28	2119.87	1648.63	2473.86	3082.27	2603.87	4633.15	3974.4	2652.69	4083.64	3476.14
ENSMUSG00000022221	na	239.387	1266.99	1329.57	232.237	453.374	551.864	356.57	552.438	558.565	172.508	180.772	202.744	146.918	211.818	207.189
ENSMUSG00000022223	na	615.208	490.565	476.018	436.012	340.818	543.102	730.169	450.751	488.746	652.927	556.035	602.828	738.691	424.272	587.036
ENSMUSG00000022228	na	1860.73	2015.72	2139.56	5068.65	4518.79	2054.17	2103.33	2496.51	2471.03	4139.49	5001.11	4246.54	4886.91	4845.1	5351.06
