#1.2							
20399	6						
Name	Description	S39	S3	S2	S35	S37	S33
ENSMUSG00000026820	na	434.55	470.492	436.152	427.453	362.919	479.021
ENSMUSG00000026821	na	1679.38	1706.04	1661.32	1689.43	1585.75	1782.13
ENSMUSG00000026822	na	3996.09	2639.8	2461.29	4853.36	3092.26	2444.3
ENSMUSG00000026825	na	313.578	321.194	332.647	361.299	446.879	455.788
ENSMUSG00000026826	na	456.851	464.844	411.414	454.804	570.783	604.073
ENSMUSG00000026827	na	1096.84	1135.47	1132.02	1243.57	921.508	932.755
ENSMUSG00000026828	na	36.494	70.2107	32.5486	73.1502	65.0005	48.5172
ENSMUSG00000026829	na	30.4117	41.965	16.2743	48.9789	39.9482	23.2336
ENSMUSG00000026831	na	640.673	742.453	1134	706.059	1001.42	1258.72
ENSMUSG00000026832	na	2856.67	2458.17	2441.15	2878.29	2430.07	1894.9
ENSMUSG00000026833	na	1000.21	1074.95	930.897	1043.19	897.811	899.959
ENSMUSG00000026834	na	4.05489	23.4035	3.25486	17.1744	27.7606	10.2501
ENSMUSG00000026836	na	1150.26	1202.46	1126.19	1103.61	1020.37	996.993
ENSMUSG00000026837	na	1573.31	1254.1	1588.39	1529.79	1685.28	1575.78
ENSMUSG00000026839	na	175.712	137.193	220.68	125.946	174.012	232.336
ENSMUSG00000026840	na	687.979	1065.26	331.345	1349.79	685.89	350.554
ENSMUSG00000026842	na	3376.92	3997.92	2800.59	4525.16	3932.07	3360.55
ENSMUSG00000026843	na	1567.88	1487.32	1522.62	1621.4	1478.09	1379.66
ENSMUSG00000026848	na	2097.69	1970.74	2173.59	2036.11	2084.1	2079.38
ENSMUSG00000026849	na	754.885	666.6	790.285	718.784	666.929	688.804
ENSMUSG00000026851	na	1731.44	1666.14	1958.42	1503.41	1862.24	1820.14
ENSMUSG00000026853	na	1593.58	1890.05	1419.77	1576.21	1400.22	1779.39
ENSMUSG00000026854	na	907.626	812.67	860.581	732.778	842.983	944.371
ENSMUSG00000026856	na	612.962	554.421	708.908	505.053	616.151	690.857
ENSMUSG00000026857	na	305.468	294.562	319.628	251.255	285.053	323.22
ENSMUSG00000026858	na	608.232	689.191	453.728	748.679	578.908	639.602
ENSMUSG00000026860	na	933.298	1135.48	981.665	973.852	1199.12	1312.01
ENSMUSG00000026864	na	14948.8	14093	13098.7	16293.4	12304.4	12944.1
ENSMUSG00000026866	na	40.5489	54.0702	54.0308	44.5263	32.5002	41.6838
ENSMUSG00000026867	na	3343.22	3296.72	3412.3	3377.64	3260.86	3200.81
ENSMUSG00000026869	na	1391.49	1293.65	1289.58	1263.28	1241.78	1187.65
ENSMUSG00000026870	na	296.007	274.386	343.715	267.793	233.595	341.67
ENSMUSG00000026872	na	3025.64	3756.69	3484	4231.24	3128.86	3107.84
ENSMUSG00000026873	na	139.218	142.842	180.97	160.931	142.188	159.901
ENSMUSG00000026874	na	14783.6	14646.4	13610.1	15724.6	11888.3	12788.9
ENSMUSG00000026875	na	3889.93	3435.46	3818.7	3431.7	3969.07	4140.35
ENSMUSG00000026878	na	7845.05	7371.8	8317.46	6986.46	6759.23	6672.36
ENSMUSG00000026879	na	69691.8	74498.3	87227.9	90773.9	74297.8	71394
ENSMUSG00000026880	na	3011.41	3550.92	2475.63	3600.86	3053.66	3187.1
ENSMUSG00000026883	na	5733.04	5958.15	4292.59	6341.29	4429.54	4538.13
ENSMUSG00000026885	na	41.9005	50.0351	50.1249	58.5203	79.8964	68.334
ENSMUSG00000026887	na	460.154	463.076	366.419	547.037	429.274	442.121
ENSMUSG00000026888	na	1221.2	1244.43	1457.53	1183.12	1197.76	1402.22
ENSMUSG00000026889	na	1893.63	1703.61	1767.39	1658.92	1513.97	1471.92
ENSMUSG00000026890	na	194.634	157.369	92.4382	185.739	163.178	131.201
ENSMUSG00000026893	na	675.815	660.948	581.319	647.539	558.597	559.656
ENSMUSG00000026894	na	46.6312	66.9825	76.8148	55.3398	80.5735	128.468
ENSMUSG00000026895	na	1238.77	1127.4	1490.73	925.511	1244.49	1398.11
ENSMUSG00000026896	na	1067.11	1296.07	865.788	1302.06	1004.13	896.539
ENSMUSG00000026914	na	854.229	825.58	781.167	928.056	735.316	806.341
ENSMUSG00000026915	na	1507.74	1814.17	1832.5	1608.67	2023.8	2075.32
ENSMUSG00000026917	na	1542.21	1354.98	1516.77	1370.14	1399.54	1496.51
ENSMUSG00000026918	na	4169.91	3480.62	4410.34	3408.05	3560.21	3862.93
ENSMUSG00000026921	na	22691.7	17454.2	20481.4	15622.4	18787	17029.2
ENSMUSG00000026922	na	735.959	705.334	648.369	760.127	677.764	681.973
ENSMUSG00000026923	na	6431.06	6079.27	4606.28	7941.56	5623.21	4529.18
ENSMUSG00000026924	na	2542.47	3049.71	2200.31	3780.24	2729.97	2472.31
ENSMUSG00000026925	na	804.218	1001.51	785.074	1069.9	1044.74	928.657
ENSMUSG00000026926	na	1842.95	1878.74	1965.29	1749.89	1955.42	1978.96
ENSMUSG00000026927	na	3450.05	3107.82	3363.53	2988.37	3357.04	3426.96
ENSMUSG00000026928	na	624.454	450.316	597.595	468.161	510.525	358.07
ENSMUSG00000026930	na	1109.68	1127.41	866.441	1528.53	1520.05	1091.3
ENSMUSG00000026932	na	1792.95	1980.46	1669.76	1831.29	1609.48	1762.29
ENSMUSG00000026933	na	1648.27	1775.42	1381.97	1890.39	1585.67	1422.7
ENSMUSG00000026938	na	14.8679	8.8772	15.6233	15.9022	22.3439	187.919
ENSMUSG00000026939	na	204.096	165.439	263.644	94.1412	162.501	194.068
ENSMUSG00000026941	na	92.5866	69.4036	78.7677	75.6947	92.0839	99.0844
ENSMUSG00000026942	na	1027.92	899.013	1010.31	918.515	930.318	1063.97
ENSMUSG00000026944	na	1451.65	1895.69	1083.22	2015.77	1706.94	1626.35
ENSMUSG00000026946	na	565.659	549.58	487.578	530.499	574.17	483.805
ENSMUSG00000026950	na	27.7084	29.0527	20.8311	38.8015	39.2711	718.19
ENSMUSG00000026955	na	91.235	60.5264	138.657	38.1654	68.3859	112.751
ENSMUSG00000026956	na	1106.31	932.913	1192.59	852.361	842.973	1237.53
ENSMUSG00000026958	na	656.893	723.089	684.172	542.585	603.962	693.59
ENSMUSG00000026959	na	0.675815	6.45615	1.30195	2.54436	0.677088	2.73336
ENSMUSG00000026960	na	819.765	715.017	797.442	731.505	717.038	686.073
ENSMUSG00000026961	na	549.438	541.509	685.474	383.562	531.514	727.757
ENSMUSG00000026965	na	2996.56	3285.36	2736.7	3321.02	3154.54	3141.31
ENSMUSG00000026966	na	779.211	704.527	884.025	676.162	716.358	712.044
ENSMUSG00000026970	na	8417.31	7623.91	10690.5	7036.4	8190.7	8253.4
ENSMUSG00000026971	na	1399.62	1078.18	1602.69	914.062	752.922	979.225
ENSMUSG00000026972	na	2788.42	2274.2	2989.89	2142.33	2689.37	3327.85
ENSMUSG00000026974	na	439.957	426.106	422.482	402.645	320.263	397.021
ENSMUSG00000026975	na	375.754	352.668	379.518	381.653	468.546	443.488
ENSMUSG00000026977	na	3185.18	3412.88	3516.46	3438.71	3459.23	3299.92
ENSMUSG00000026979	na	615.664	676.282	616.474	695.887	616.153	578.789
ENSMUSG00000026980	na	415.626	506.807	568.95	435.085	438.077	423.67
ENSMUSG00000026981	na	446.713	324.42	427.691	495.514	338.542	183.818
ENSMUSG00000026986	na	527.135	457.581	694.589	457.984	492.918	538.472
ENSMUSG00000026987	na	2584.28	2794.73	3240.5	2886.6	3236.53	2720.38
ENSMUSG00000026988	na	637.969	658.527	794.186	695.247	842.297	835.042
ENSMUSG00000026989	na	11.4889	8.8772	15.6234	8.90526	19.6355	6.15006
ENSMUSG00000026991	na	4836.26	4965.6	4228.67	4745.23	3679.42	3834.9
ENSMUSG00000026994	na	633.915	583.474	721.927	541.313	658.807	664.889
ENSMUSG00000026999	na	237.986	222.293	267.129	233.684	183.269	210.634
ENSMUSG00000027001	na	168.278	241.299	155.582	204.821	154.376	159.218
ENSMUSG00000027002	na	5358.27	5774.02	4713.47	6139.4	4273.49	4514.96
ENSMUSG00000027004	na	6.75815	18.5614	6.50973	19.0827	20.9897	43.0504
ENSMUSG00000027006	na	2824.92	2980.34	2633.18	2985.16	2504.55	2674.6
ENSMUSG00000027007	na	1782.79	2000.58	1652.83	2293.16	1737.41	1566.92
ENSMUSG00000027009	na	995.475	1216.98	702.4	1200.3	999.382	698.374
ENSMUSG00000027010	na	894.78	1163.72	793.536	1064.82	988.549	1061.91
ENSMUSG00000027011	na	1546.27	1559.96	1900.85	1424.2	1574.22	1602.44
ENSMUSG00000027012	na	5083.38	4802.52	6100.85	4489.51	5014.4	5262.5
ENSMUSG00000027014	na	694.643	693.639	678.223	818.944	819.114	701.574
ENSMUSG00000027015	na	394.676	550.387	306.608	522.23	476.67	399.071
ENSMUSG00000027016	na	175.712	166.246	216.123	145.664	123.23	198.852
ENSMUSG00000027018	na	763.677	689.192	982.971	674.888	772.554	819.33
ENSMUSG00000027030	na	385.89	464.036	412.067	433.812	431.982	502.937
ENSMUSG00000027035	na	1538.83	1241.19	1004.45	1962.34	1129.38	1015.44
ENSMUSG00000027067	na	2728.94	2546.96	2534.88	2913.94	2327.82	2444.3
ENSMUSG00000027068	na	157.465	78.2808	60.5405	311.684	102.917	49.2005
ENSMUSG00000027070	na	1062.38	1283.97	1172.4	1418.48	1088.08	2716.96
ENSMUSG00000027071	na	14.8679	14.5263	10.4156	8.26917	8.80214	15.7168
ENSMUSG00000027073	na	5.40652	3.22807	7.1607	1.27218	3.38544	5.46672
ENSMUSG00000027074	na	15890.4	17750.2	10323.1	19215.7	16921.6	11664
ENSMUSG00000027075	na	179.767	153.333	128.242	233.445	308.075	212.519
ENSMUSG00000027076	na	169.63	136.386	267.55	115.132	153.699	204.319
ENSMUSG00000027077	na	10.813	8.07018	8.46265	4.45263	2.03126	19.8169
ENSMUSG00000027078	na	2029.47	1769.79	4377.17	1054	1668.34	1677.6
ENSMUSG00000027079	na	454.825	442.247	479.116	435.719	446.878	479.023
ENSMUSG00000027080	na	870.45	863.51	1007.06	739.772	763.753	914.992
ENSMUSG00000027082	na	999.534	1185.51	867.094	1121.42	1081.3	971.711
ENSMUSG00000027086	na	425.088	468.877	376.262	421.727	393.389	467.404
ENSMUSG00000027087	na	2127.53	2304.06	1835.12	2413.95	1857.95	2002.87
ENSMUSG00000027088	na	665.677	681.122	633.399	674.895	601.25	628.673
ENSMUSG00000027091	na	2012.84	1789.31	2339.69	1805.81	1873.39	1951.7
ENSMUSG00000027099	na	781.919	745.687	947.161	575.66	744.794	898.595
ENSMUSG00000027102	na	17.5712	16.9474	21.4821	19.0827	19.6355	148.285
ENSMUSG00000027104	na	1976.09	2135.39	2013.43	2091.45	1875.55	1976.86
ENSMUSG00000027108	na	914.376	856.248	982.314	828.828	829.432	873.995
ENSMUSG00000027109	na	2981.63	3613.84	2866.78	3745.3	2868.24	2811.93
ENSMUSG00000027111	na	6270.65	6447.14	4530.1	6917.06	3711.07	3838.38
ENSMUSG00000027115	na	151.383	144.456	95.693	145.665	120.522	88.8342
ENSMUSG00000027122	na	748.128	876.421	838.453	866.991	865.996	806.342
ENSMUSG00000027130	na	3464.91	3899.49	2795.93	4377.4	3366.58	3077.53
ENSMUSG00000027131	na	794.758	982.142	908.111	893.709	823.342	905.429
ENSMUSG00000027132	na	760.292	761.017	881.418	740.99	660.161	749.498
ENSMUSG00000027133	na	941.41	934.527	1150.92	772.213	881.568	1001.09
ENSMUSG00000027134	na	635.944	692.421	592.385	505.055	583.65	675.823
ENSMUSG00000027160	na	435.225	369.615	751.872	305.96	444.17	529.587
ENSMUSG00000027162	na	4602.31	4692.8	4533.38	4311.42	3888.52	3935.36
ENSMUSG00000027163	na	516.134	436.597	615.773	405.189	484.069	625.198
ENSMUSG00000027164	na	1567.21	1501.05	1299.34	1557.15	1215.37	1208.83
ENSMUSG00000027165	na	304.792	308.281	423.783	237.261	299.273	410.688
ENSMUSG00000027166	na	175.712	242.106	209.613	186.374	189.585	189.969
ENSMUSG00000027167	na	142.597	154.948	149.073	158.386	138.126	154.435
ENSMUSG00000027170	na	1457.92	1378.73	1771.66	1400.27	1407.68	1532.74
ENSMUSG00000027171	na	41.2247	69.4036	32.5486	94.1413	98.8548	51.9339
ENSMUSG00000027173	na	88.5318	62.1404	74.8619	71.242	59.5837	102.501
ENSMUSG00000027175	na	123.674	140.421	83.3245	179.378	116.459	111.384
ENSMUSG00000027176	na	994.125	981.335	1117.72	1030.47	988.548	1108.38
ENSMUSG00000027177	na	7921.9	8403.45	7726.4	8236.02	6590.02	6474.66
ENSMUSG00000027180	na	2812.69	3048.07	3039.39	3057.08	2859.36	2915.15
ENSMUSG00000027184	na	6362.99	7223.13	6322.88	7254.61	5606.18	6245.42
ENSMUSG00000027185	na	733.933	719.053	690.03	718.145	857.871	843.239
ENSMUSG00000027186	na	901.536	758.596	1257.68	661.535	870.74	1269.64
ENSMUSG00000027187	na	7875.95	9496.99	9643.51	7897.69	10146.2	10173.6
ENSMUSG00000027188	na	651.486	526.176	721.278	700.969	739.381	776.273
ENSMUSG00000027189	na	5313.26	5988.88	3824.47	6210.14	4342.16	4430.78
ENSMUSG00000027193	na	3217.45	3276.85	3229.55	3368.83	2654.06	2820.48
ENSMUSG00000027194	na	915.733	1128.22	667.246	1421.66	857.871	817.27
ENSMUSG00000027195	na	1800.35	1848.89	1561.68	1835.77	1330.47	1411.79
ENSMUSG00000027198	na	1772.67	1908.61	1348.82	2011.94	1359.59	1397.43
ENSMUSG00000027199	na	118.268	139.614	162.092	114.496	195.678	647.807
ENSMUSG00000027200	na	2712.04	3312.76	2099.44	3264.37	2687.35	2516.03
ENSMUSG00000027201	na	1317.56	1217.17	1440.3	1031.69	1259.12	1315.65
ENSMUSG00000027203	na	346.017	239.684	401	258.889	316.877	424.352
ENSMUSG00000027204	na	1985.6	2110.38	1635.27	2640.52	1956.81	1747.97
ENSMUSG00000027206	na	2488.33	2702.74	2773.85	2875.71	2484.9	2479.86
ENSMUSG00000027207	na	933.291	864.313	1063.7	772.852	794.907	1041.41
ENSMUSG00000027208	na	1092.11	1149.2	1347.53	1228.91	1418.5	1238.21
ENSMUSG00000027210	na	900.863	840.912	887.277	871.438	952.66	925.242
ENSMUSG00000027215	na	2819.43	2594.56	2791.94	2646.09	2997.39	3210.45
ENSMUSG00000027217	na	3760.23	5374.74	2394.93	5095.71	2844.45	2252.29
ENSMUSG00000027219	na	287.115	161.08	185.325	290.764	227.029	111.045
ENSMUSG00000027220	na	5.40652	7.26317	1.95292	4.45263	4.06253	18.4502
ENSMUSG00000027221	na	852.879	941.791	874.257	893.706	786.776	891.759
ENSMUSG00000027222	na	523.754	495.51	570.254	501.239	530.836	546.671
ENSMUSG00000027223	na	449.418	490.664	448.52	534.953	505.107	491.32
ENSMUSG00000027227	na	2719.8	2623.58	2561.71	2199.45	2528.53	4450.99
ENSMUSG00000027230	na	471.043	490.667	474.559	465.618	529.483	608.856
ENSMUSG00000027236	na	1507.03	1367.13	1722.87	1276.64	1279.79	1384.78
ENSMUSG00000027238	na	47.307	311.509	44.9171	141.212	127.293	84.0509
ENSMUSG00000027239	na	142.597	172.702	287.079	141.212	220.731	270.602
ENSMUSG00000027242	na	275.057	320.386	280.569	309.139	305.367	278.803
ENSMUSG00000027243	na	271.677	335.72	292.938	293.237	333.804	284.953
ENSMUSG00000027244	na	1884.82	1964.3	1561.7	2242.16	1553.91	1545.69
ENSMUSG00000027245	na	1583.2	1302.71	2170.4	1045.22	1689.69	1797.61
ENSMUSG00000027246	na	40.5489	17.887	42.9642	15.9022	43.3336	42.252
ENSMUSG00000027247	na	3310.91	3374.89	2782.27	3227.37	2633.24	2744.33
ENSMUSG00000027248	na	12381.7	12751.6	15126.1	12097.6	12857.9	13204.3
ENSMUSG00000027249	na	6.08234	13.7193	21.4821	12.7218	23.021	71.0674
ENSMUSG00000027253	na	4411.04	5171.38	2855.82	7158.56	5135.7	4033.76
ENSMUSG00000027254	na	438.605	546.351	442.663	660.262	647.299	662.835
ENSMUSG00000027255	na	2453.69	2419.87	2205.34	2350.18	2334.47	2297.08
ENSMUSG00000027257	na	958.977	866.74	1048.72	700.337	731.258	1013.4
ENSMUSG00000027259	na	235.86	287.299	248.021	313.593	278.96	341.67
ENSMUSG00000027263	na	1106.99	1309.8	1005.75	1480.82	1178.81	1110.43
ENSMUSG00000027272	na	2951.96	2921.4	2896.17	2878.31	2741.52	2667.76
ENSMUSG00000027273	na	2.02745	8.8772	8.46265	6.99699	12.8647	12.3001
ENSMUSG00000027274	na	682.798	650.354	747.094	636.492	536.303	551.883
ENSMUSG00000027276	na	2906.67	2912.51	3075.21	3172.15	2774.68	2714.25
ENSMUSG00000027281	na	218.288	244.527	201.151	255.708	201.772	187.235
ENSMUSG00000027282	na	2159.27	2040.71	2398.87	2200.22	2197.63	2175.25
ENSMUSG00000027284	na	829.082	786.662	848.674	796.277	898.866	876.554
ENSMUSG00000027285	na	544.031	639.157	483.023	661.534	550.472	540.523
ENSMUSG00000027286	na	692.71	731.156	720.625	640.54	698.075	637.551
ENSMUSG00000027287	na	2078.08	2191.87	1559.77	2544.95	1658.9	1622.22
ENSMUSG00000027288	na	5572.16	5840.48	4572.4	6375.7	4419.33	4779.28
ENSMUSG00000027291	na	1924.03	1911.02	1763.48	1919.08	2010.96	1942.07
ENSMUSG00000027293	na	15186.9	20248.9	13977.7	16505.9	14791	11897
ENSMUSG00000027296	na	304.117	259.86	386.678	255.072	327.711	416.838
ENSMUSG00000027297	na	142.597	132.351	149.724	122.129	161.147	215.935
ENSMUSG00000027298	na	512.268	552.001	647.066	547.041	618.18	742.108
ENSMUSG00000027300	na	216.261	286.492	185.527	283.371	236.668	252.836
ENSMUSG00000027303	na	1737.51	2111.16	1631.32	2615.64	1773.26	1743.19
ENSMUSG00000027304	na	2962.77	2610.7	3359.01	2562.8	2614.24	2785.3
ENSMUSG00000027305	na	303.441	300.211	287.079	296.418	322.294	303.403
ENSMUSG00000027306	na	91.235	103.298	160.791	96.6856	113.074	106.601
ENSMUSG00000027309	na	3170.93	3822.65	3316.16	3503.07	3405.07	3270.07
ENSMUSG00000027312	na	2498.49	2700.28	2124.78	3029.06	2153.82	1972.12
ENSMUSG00000027313	na	120.971	133.158	75.5129	136.123	97.5006	102.501
ENSMUSG00000027314	na	3235.8	3111.87	2122.82	3182.36	2390.12	2361.62
ENSMUSG00000027315	na	1849.03	1577.72	2124.8	1403.85	1609.45	1682.4
ENSMUSG00000027316	na	36.494	33.0878	17.5763	25.4436	37.9169	45.7838
ENSMUSG00000027317	na	37.8456	12.1053	63.7954	16.5383	25.7293	53.9839
ENSMUSG00000027318	na	488.614	610.912	547.469	473.887	935.058	909.526
ENSMUSG00000027322	na	170.981	213.86	137.355	204.185	198.387	168.102
ENSMUSG00000027323	na	59.4717	45.193	108.062	55.3398	65.0004	73.1174
ENSMUSG00000027324	na	49.3345	72.6317	28.6428	105.591	52.1358	53.3005
ENSMUSG00000027326	na	40.5489	49.2281	69.0031	64.8812	48.0732	26.6503
ENSMUSG00000027327	na	366.969	299.403	425.737	274.154	339.897	382.669
ENSMUSG00000027329	na	2126.82	1901.3	2407.99	1665.94	1956.12	2176.48
ENSMUSG00000027330	na	1121.18	993.434	1184.77	1157.69	1032.57	956.668
ENSMUSG00000027331	na	114.889	96.0352	209.613	121.493	119.167	114.118
ENSMUSG00000027332	na	4934.87	5537.01	5109.48	5631.25	5883.92	5981.94
ENSMUSG00000027333	na	1055.62	862.702	841.055	968.763	932.349	805.659
ENSMUSG00000027335	na	67.5815	81.5089	33.8506	113.86	67.0317	52.6172
ENSMUSG00000027338	na	35.0655	20.4575	40.677	32.9692	42.8786	43.5799
ENSMUSG00000027339	na	2917.58	2300.8	2273.89	2728.82	2125.38	1773.93
ENSMUSG00000027340	na	8628.81	11098.9	9485.98	12993.3	11920.1	10005.5
ENSMUSG00000027341	na	866.268	940.913	876.738	781.274	835.223	898.645
ENSMUSG00000027342	na	2086.7	1751.77	2425.36	1762.46	1855.57	1958.77
ENSMUSG00000027344	na	83.1252	112.176	147.12	101.138	156.407	193.385
ENSMUSG00000027346	na	3001.99	2714.83	2670.26	2862.39	2880.29	2313.13
ENSMUSG00000027347	na	178.415	211.439	238.907	289.421	266.096	243.269
ENSMUSG00000027349	na	873.829	961.966	1214.72	811.014	1041.36	1184.23
ENSMUSG00000027350	na	17.5712	25.8246	27.9918	27.3519	27.0835	25.2836
ENSMUSG00000027351	na	3454.77	3580.74	3433.88	3739.58	3079.39	2773.68
ENSMUSG00000027353	na	70.2847	76.6667	85.9285	98.5938	71.7713	85.4174
ENSMUSG00000027356	na	180.443	160.596	200.5	182.558	234.949	307.505
ENSMUSG00000027357	na	619.044	572.179	693.939	501.238	545.054	698.367
ENSMUSG00000027358	na	318.309	280.035	317.675	251.255	273.543	232.336
ENSMUSG00000027359	na	81.0978	228.386	121.081	101.138	142.866	5685.2
ENSMUSG00000027360	na	4167.73	2749.52	2887.06	3564.67	3539.14	3259.53
ENSMUSG00000027361	na	1093.47	1020.07	1115.78	990.387	998.027	1031.84
ENSMUSG00000027363	na	2870.9	3291.06	2721.06	3455.17	2935.19	3017.59
ENSMUSG00000027364	na	781.852	551.041	1207.63	300.861	571.679	734.727
ENSMUSG00000027365	na	2190.31	2722.08	2026.49	3138.41	2850.59	2470.94
ENSMUSG00000027366	na	4291.42	4769.48	3574.49	4596.38	3810.65	3641.52
ENSMUSG00000027367	na	2358.6	2311.33	2018.64	2553.21	2035.33	2184.64
ENSMUSG00000027368	na	125.026	133.158	147.12	141.212	165.209	129.835
ENSMUSG00000027371	na	154.762	162.211	144.516	113.224	178.751	290.42
ENSMUSG00000027374	na	572.079	641.198	590.657	609.971	624.579	677.395
ENSMUSG00000027375	na	885.318	772.317	1009.01	852.996	749.536	1087.19
ENSMUSG00000027376	na	97.9932	67.7896	82.0225	132.943	177.397	193.385
ENSMUSG00000027377	na	288.573	376.878	393.839	298.962	455.003	476.971
ENSMUSG00000027378	na	689.331	752.141	751.227	628.456	847.031	882.869
ENSMUSG00000027379	na	70.2848	70.2106	117.175	76.3307	62.9692	62.8673
ENSMUSG00000027380	na	972.506	749.72	846.916	605.558	641.2	686.759
ENSMUSG00000027381	na	1634.81	1710.06	1353.37	1843.4	1415.1	1237.54
ENSMUSG00000027384	na	129.081	131.544	138.657	120.857	112.397	160.585
ENSMUSG00000027386	na	12.1647	21.7895	29.2938	13.994	14.2188	38.267
ENSMUSG00000027387	na	171.657	156.562	237.605	145.665	221.408	232.336
ENSMUSG00000027394	na	1144.83	1253.3	1175.66	1327.52	1002.77	1229.33
ENSMUSG00000027395	na	690.007	641.58	583.923	644.994	747.505	743.474
ENSMUSG00000027397	na	1971.34	1779.48	1881.32	1776.58	2111.16	2062.32
ENSMUSG00000027398	na	1974.06	1062.04	809.81	1753.07	1107.04	435.288
ENSMUSG00000027399	na	53.3894	77.4738	74.8619	68.0616	69.063	58.0839
ENSMUSG00000027401	na	3.37908	8.07018	3.90584	3.18045	5.4167	2.73336
ENSMUSG00000027404	na	3475.71	3271.75	3730.17	3073.5	3336.03	3389.29
ENSMUSG00000027405	na	1289.41	1264.91	1277.31	1377.95	1550.69	1437.54
ENSMUSG00000027406	na	1910.52	2434.76	2035.56	2168.45	2251.33	2662.94
ENSMUSG00000027408	na	346.018	362.352	415.32	395.648	390.679	466.722
ENSMUSG00000027411	na	1146.18	1192.77	1158.73	1183.77	1302.72	1314.07
ENSMUSG00000027412	na	429.817	477.757	279.919	485.339	547.089	366.27
ENSMUSG00000027420	na	62.175	50.0351	44.9171	62.3369	60.938	56.7173
ENSMUSG00000027422	na	7971.71	7665.86	6331.3	8308.58	7099.28	6951.45
ENSMUSG00000027423	na	2815.46	2818.1	2764.68	2777.19	2216.77	2451.17
ENSMUSG00000027424	na	325.067	288.913	330.043	341.581	278.961	330.738
ENSMUSG00000027425	na	1220.52	1219.4	973.201	1192.67	997.356	1028.43
ENSMUSG00000027427	na	938.032	945.018	879.464	1002.48	991.257	902.692
ENSMUSG00000027428	na	1138.75	1281.54	1173.05	1259.46	1172.04	1224.55
ENSMUSG00000027429	na	2019.31	1929.58	2112.38	1915.88	1789.54	1965.98
ENSMUSG00000027430	na	350.748	334.106	368.451	286.241	300.627	350.554
ENSMUSG00000027433	na	1699.68	1806.1	1462.73	1952.8	1735.37	1648.22
ENSMUSG00000027435	na	18061.2	21191.5	11511.2	20291.3	12637.8	9167.69
ENSMUSG00000027438	na	199.366	183.193	219.379	201.641	216.669	204.319
ENSMUSG00000027439	na	1586.14	1348.53	1521.32	1519.62	1353.5	1436.38
ENSMUSG00000027442	na	168.278	79.8948	184.876	73.1503	87.3443	103.184
ENSMUSG00000027446	na	133.136	113.79	117.826	150.117	106.303	82.6842
ENSMUSG00000027447	na	14935.7	14625.3	17999.3	14230.8	14467.4	13637.3
ENSMUSG00000027452	na	2810.04	3018.26	3574.49	2584.43	3187.06	3668.85
ENSMUSG00000027454	na	55.4168	56.4913	70.3051	54.0676	71.0942	66.9673
ENSMUSG00000027455	na	2051	1853.97	2125.92	1827.49	2141.1	2223.73
ENSMUSG00000027456	na	93.9383	96.0352	85.2775	84.5999	120.522	68.334
ENSMUSG00000027457	na	27.0326	45.193	22.1331	20.991	42.6565	27.3336
ENSMUSG00000027459	na	1136.05	995.865	1257.04	797.027	865.993	1148.01
ENSMUSG00000027460	na	27.7084	37.9299	34.5016	29.8962	42.6565	30.7503
ENSMUSG00000027463	na	848.823	689.197	758.387	677.433	533.543	707.261
ENSMUSG00000027465	na	3476.28	3153.02	2963.76	3372.58	2677.88	2788.71
ENSMUSG00000027466	na	2914.17	3249.83	2959.32	2890.38	3077.36	3098.98
ENSMUSG00000027469	na	137.866	145.263	223.935	165.383	163.178	143.502
ENSMUSG00000027470	na	12.1647	12.9123	9.76459	20.3549	22.3439	280.169
ENSMUSG00000027472	na	1473.28	1321.88	1716.62	1235.93	1423.22	1458.22
ENSMUSG00000027474	na	1660.51	2392.03	1342.3	2240.95	2295.96	1803.35
ENSMUSG00000027475	na	1656.42	1621.3	1322.78	1887.28	1343.34	1297.66
ENSMUSG00000027478	na	151.382	168.667	169.235	141.212	190.905	172.885
ENSMUSG00000027479	na	5166.6	5039.83	5000.13	5096.33	4354.35	4488.17
ENSMUSG00000027483	na	98.669	9645.21	67.0502	5403.49	11446.8	1390.59
ENSMUSG00000027485	na	25.0052	5159.15	33.8506	2766.29	5452.46	1644.79
ENSMUSG00000027487	na	338.582	169.474	149.073	518.412	581.618	392.92
ENSMUSG00000027488	na	685.282	676.283	618.42	734.682	750.211	832.306
ENSMUSG00000027489	na	31.0875	31.4737	29.9448	13.994	33.8544	43.0504
ENSMUSG00000027490	na	425.763	328.457	488.882	286.876	251.2	340.304
ENSMUSG00000027495	na	1079.28	1191.16	1083.22	1235.92	1084.02	1029.11
ENSMUSG00000027496	na	61.4992	70.2106	121.732	94.7774	71.0942	78.5842
ENSMUSG00000027498	na	803.544	848.984	781.818	866.99	763.078	854.175
ENSMUSG00000027499	na	813.005	1112.88	920.476	861.902	937.767	1243.68
ENSMUSG00000027500	na	1570.59	2080.5	2134.54	1577.51	1504.49	1381.72
ENSMUSG00000027502	na	2412.69	2130.47	2379.21	2153.05	2143.66	2096.5
ENSMUSG00000027505	na	10.1372	4.84211	12.3685	7.63308	8.80214	8.88342
ENSMUSG00000027506	na	3874.3	3331.75	2954.39	3809.55	2777.53	2673.24
ENSMUSG00000027508	na	2289.65	2366.99	1788.22	2952.09	2522.15	1769.17
ENSMUSG00000027509	na	810.979	856.212	897.687	889.885	836.185	884.238
ENSMUSG00000027510	na	414.274	443.86	438.107	440.174	490.211	387.453
