#1.2							
19067	6						
Name	Description	S78	S76	S74	S80	S43	S44
ENSMUSG00000020077	na	603.522	871.096	1088.86	1050.27	370.683	514.953
ENSMUSG00000020078	na	2974.97	2780.18	2945.21	2665.76	3071.73	3333.84
ENSMUSG00000020079	na	1229.64	1026.17	1069.24	1131.96	1225.2	1231.76
ENSMUSG00000020080	na	157.367	131.63	169.781	97.3549	109.254	83.4224
ENSMUSG00000020083	na	195.872	229.492	190.154	175.734	166.808	183.323
ENSMUSG00000020085	na	1093.2	923.479	1574.05	1056.88	798.921	1147.32
ENSMUSG00000020086	na	250.281	195.034	193.161	257.413	287.768	279.09
ENSMUSG00000020087	na	2742.2	2254.26	2515.01	1937.2	3145.93	2795.17
ENSMUSG00000020088	na	4258.97	4487.18	4756.91	4508.83	4462.82	4628.39
ENSMUSG00000020089	na	1309.16	1093.7	1979.27	1486.72	1150.1	1506.75
ENSMUSG00000020091	na	10718.6	10127.3	11922.4	10920.3	12300.9	13386.7
ENSMUSG00000020092	na	293.808	793.918	897.197	702.111	174.612	347.078
ENSMUSG00000020097	na	2840.92	3212.3	4674.04	4470.16	2554.76	3420.3
ENSMUSG00000020098	na	6944.28	5571.27	5314.48	5799.26	8249.67	6997.23
ENSMUSG00000020099	na	435.273	489.996	585.555	614.655	306.301	511.861
ENSMUSG00000020100	na	3031.84	2090.25	2959.47	2506.48	4559.39	4585.16
ENSMUSG00000020101	na	238.563	279.112	356.162	280.514	155.102	205.981
ENSMUSG00000020102	na	8501.26	6886.25	5229.94	4206.84	5200.37	5978.69
ENSMUSG00000020105	na	555.807	492.063	488.969	429.846	436.041	457.278
ENSMUSG00000020107	na	1455.65	1661.57	1505.39	2072.5	2147.04	1954.76
ENSMUSG00000020108	na	683.041	1419.68	1196.01	1749.09	1464.2	1018.58
ENSMUSG00000020109	na	3113.02	2489.26	2475.03	3038.65	4024.81	3791.11
ENSMUSG00000020111	na	1608.81	1660.9	1663.84	1692.18	1787.07	1684.93
ENSMUSG00000020114	na	3034.34	2903.46	3447.68	3282.01	3078.63	3423.41
ENSMUSG00000020115	na	1212.91	1162.64	1119.04	1433.09	1313.99	1473.81
ENSMUSG00000020116	na	1296.61	1249.46	1477.47	1816.74	1910.97	1990.81
ENSMUSG00000020120	na	85.3802	77.1865	95.8318	103.13	42.9213	73.1233
ENSMUSG00000020121	na	431.923	278.423	286.741	169.959	181.44	213.191
ENSMUSG00000020122	na	2331.22	2662.26	3268.07	3912.35	3805.38	3420.3
ENSMUSG00000020123	na	328.128	400.405	457.276	263.188	306.302	393.424
ENSMUSG00000020124	na	2570.61	2381.76	2561.07	2686.32	2918.65	2897.13
ENSMUSG00000020128	na	2553.87	2318.33	2333.9	2348.89	2660.13	2761.19
ENSMUSG00000020130	na	1546.06	1679.49	1537.84	1737.55	1503.23	1646.83
ENSMUSG00000020131	na	275.393	210.196	159.971	132.832	193.146	158.606
ENSMUSG00000020132	na	4356.89	4056.42	4329.8	4560.84	4714.5	4680.93
ENSMUSG00000020133	na	887.284	835.957	758.354	795.34	868.181	791.998
ENSMUSG00000020134	na	1263.14	1224.66	1046.6	1049.45	817.456	866.152
ENSMUSG00000020135	na	107.144	63.4032	76.2126	41.2521	56.5781	72.0934
ENSMUSG00000020137	na	1617.22	1470.01	1402.02	1312.65	1490.54	1384.2
ENSMUSG00000020140	na	47.7125	44.7957	24.9012	23.9262	22.4361	14.4187
ENSMUSG00000020142	na	1010.33	994.465	1025.48	2101.37	2279.7	2271.99
ENSMUSG00000020143	na	47.7124	48.9307	48.2932	21.4511	19.5097	27.8075
ENSMUSG00000020149	na	11909.6	10563.7	10703.5	10259.1	13445	13529.9
ENSMUSG00000020150	na	721.546	438.309	408.983	480.175	910.124	520.103
ENSMUSG00000020151	na	54.409	89.5914	114.696	187.284	33.1664	59.7345
ENSMUSG00000020152	na	7845.81	7038.42	7846.94	8357.7	9472.87	9014.83
ENSMUSG00000020153	na	4221.38	3687.74	3474.79	3441.19	4736.09	4040.4
ENSMUSG00000020154	na	1877.53	2842.81	3552.57	2650.86	992.067	1581.94
ENSMUSG00000020155	na	44.3642	63.4032	55.0844	61.8782	21.4606	58.7047
ENSMUSG00000020156	na	1556.1	1650.55	1484.26	1157.54	994.019	979.441
ENSMUSG00000020159	na	6.69648	51.6874	34.7107	74.2538	1.95097	9.26916
ENSMUSG00000020160	na	215.727	333.989	291.997	240.087	124.702	237.908
ENSMUSG00000020163	na	3974.33	3547.82	3508.55	3343.87	4555.48	4107.28
ENSMUSG00000020166	na	1852.42	2012.34	1950.58	1960.3	1845.61	1870.31
ENSMUSG00000020167	na	955.925	1003.43	1017.93	971.073	792.091	892.928
ENSMUSG00000020169	na	22.6006	22.7424	24.1466	14.0257	7.80387	17.5084
ENSMUSG00000020170	na	1635.62	1572.67	1671.4	1618.73	1406.65	1595.32
ENSMUSG00000020171	na	933.325	922.111	904.737	870.412	918.913	816.72
ENSMUSG00000020173	na	2456.77	2105.4	2211.65	2216.06	2264.1	2133.96
ENSMUSG00000020175	na	181.642	156.441	119.978	149.333	223.386	179.204
ENSMUSG00000020176	na	1498.35	1609.2	1572.55	1405.04	1619.31	1642.7
ENSMUSG00000020178	na	118.026	259.126	364.463	340.742	102.426	131.828
ENSMUSG00000020180	na	1686.68	1488.6	1490.3	1890.17	2095.34	1870.31
ENSMUSG00000020181	na	22.6006	72.3624	69.4215	60.2281	6.82839	26.7776
ENSMUSG00000020182	na	3250.35	2608.51	2524.85	1628.62	1733.42	1665.37
ENSMUSG00000020183	na	1079.81	1744.27	1779.3	1707.03	781.363	870.272
ENSMUSG00000020184	na	2534.59	2338.34	2259.23	2439.67	2710.86	2664.35
ENSMUSG00000020185	na	11.7188	13.7833	13.5825	16.5008	12.6813	6.17944
ENSMUSG00000020186	na	5230.67	4474.12	3817.41	4434.67	6884.98	6033.28
ENSMUSG00000020189	na	4776.26	4368.59	4418.02	4407.39	6049.99	6542.94
ENSMUSG00000020190	na	6569.72	7204.11	6680.98	8276.35	9425.8	7810.23
ENSMUSG00000020191	na	10.8818	6.89165	3.01832	4.12521	4.87742	4.11963
ENSMUSG00000020193	na	36.8307	29.6341	25.6558	24.7513	37.0684	32.957
ENSMUSG00000020196	na	1948.68	1863.51	1917.39	2198.74	2224.1	2221.51
ENSMUSG00000020198	na	4497.53	4465.78	4301.14	4215.96	4697.93	4834.37
ENSMUSG00000020205	na	447.827	485.172	513.87	512.351	355.076	339.869
ENSMUSG00000020211	na	657.092	626.45	657.238	631.983	669.181	719.903
ENSMUSG00000020212	na	201.732	217.087	181.1	183.159	218.508	265.716
ENSMUSG00000020218	na	73.6613	55.1332	56.5936	22.2761	48.7742	32.957
ENSMUSG00000020219	na	2462.63	2205.31	2090.22	2542.79	3312.73	2911.53
ENSMUSG00000020220	na	4166.92	3499.53	3555.56	3348.02	3556.62	3631.45
ENSMUSG00000020224	na	1055	1094.5	940.356	1047.46	1271.85	1142.08
ENSMUSG00000020225	na	7936.99	6522.33	5802.7	6990.42	10929.1	9327.7
ENSMUSG00000020226	na	5.02236	4.82415	4.52749	0.825042	2.92645	4.11963
ENSMUSG00000020227	na	107.981	180.561	111.678	138.607	55.6025	113.29
ENSMUSG00000020228	na	700.621	667.112	630.075	732.636	1090.59	1106.12
ENSMUSG00000020230	na	491.356	627.829	730.433	735.939	352.15	438.74
ENSMUSG00000020231	na	1181.93	1126.79	1285.81	940.549	793.066	951.634
ENSMUSG00000020232	na	1848.23	1698.79	1661.59	1907.5	1998.77	1886.78
ENSMUSG00000020234	na	1.67412	10.3375	3.01832	13.2007	2.92645	5.14953
ENSMUSG00000020235	na	811.949	696.058	854.937	766.463	853.547	761.102
ENSMUSG00000020238	na	2813.36	2369.35	2654.62	2796.07	3453.2	3203
ENSMUSG00000020241	na	221.821	243.964	438.411	218.636	234.116	197.742
ENSMUSG00000020246	na	823.667	700.192	758.354	746.663	655.526	739.473
ENSMUSG00000020248	na	674.672	707.774	661.769	773.063	656.5	638.541
ENSMUSG00000020250	na	7423.52	6641.73	7107.5	7424.11	8374	8558.38
ENSMUSG00000020253	na	590.966	630.588	725.911	820.097	748.2	818.78
ENSMUSG00000020255	na	1556.1	1454.34	1378.12	1744.39	1787.24	1749.19
ENSMUSG00000020256	na	172.434	113.712	113.187	59.403	110.23	102.991
ENSMUSG00000020257	na	2421.61	2498.91	2402.59	2263.91	2696.23	2746.76
ENSMUSG00000020258	na	7366.85	6130.35	5886.09	6449.85	10439	10361.4
ENSMUSG00000020260	na	1676.62	1496.84	1703.07	1650.08	1517.85	1516.03
ENSMUSG00000020261	na	4097.42	3742.79	3419.73	3773.17	7251.77	6592.3
ENSMUSG00000020262	na	564.178	580.963	619.51	644.359	636.015	599.405
ENSMUSG00000020263	na	2538.8	2376.24	1801.93	1343.17	1626.13	1524.26
ENSMUSG00000020264	na	157.367	210.951	1289.58	1013.71	18.5448	798.371
ENSMUSG00000020265	na	1964.6	2428.65	2930.8	2999.01	2397.74	2529.49
ENSMUSG00000020267	na	7835.8	7543.6	6233.63	6843.75	10112.9	8750.04
ENSMUSG00000020268	na	192.524	166.089	192.418	147.683	197.048	234.819
ENSMUSG00000020271	na	3093.79	3342.47	3866.46	4449.57	4327.31	4807.76
ENSMUSG00000020272	na	186.665	230.87	269.385	249.988	110.23	153.456
ENSMUSG00000020273	na	447.828	452.092	415.774	372.919	333.616	380.035
ENSMUSG00000020275	na	159.879	179.183	147.143	146.032	64.3819	83.4224
ENSMUSG00000020277	na	2883.67	2831.07	3783.47	3289.46	2148.99	2652.01
ENSMUSG00000020280	na	623.613	598.193	596.12	553.604	666.255	648.839
ENSMUSG00000020282	na	2311.96	2181.89	2069.05	1784.57	1862.19	1697.29
ENSMUSG00000020283	na	2234.12	2066.12	2161.88	2112.11	2228.98	2310.08
ENSMUSG00000020284	na	916.584	811.838	709.307	721.086	911.103	798.179
ENSMUSG00000020287	na	517.304	452.782	377.29	484.3	555.05	549.97
ENSMUSG00000020288	na	1161	1131.61	1094.14	1472.7	1968.54	1814.7
ENSMUSG00000020289	na	825.342	772.554	796.838	779.667	894.518	866.152
ENSMUSG00000020290	na	2198.13	2382.45	2352.79	2222.66	2022.17	2288.45
ENSMUSG00000020297	na	129.744	94.4156	94.3226	47.8524	74.1368	51.4953
ENSMUSG00000020300	na	8108.08	6748.74	6425.23	4635.93	5914.29	6393.43
ENSMUSG00000020303	na	196.709	208.817	212.037	127.881	65.3574	98.871
ENSMUSG00000020305	na	250.281	288.76	258.067	221.936	265.331	259.536
ENSMUSG00000020307	na	1441.97	1345.89	1573.68	1867.67	2025.77	2026.8
ENSMUSG00000020308	na	806.928	765.659	673.082	768.938	888.66	854.822
ENSMUSG00000020309	na	1392.05	1211.55	943.234	1236.72	1612.47	1497.48
ENSMUSG00000020311	na	1493.32	1384.53	1418.61	1360.49	1859.27	1642.7
ENSMUSG00000020312	na	5.02236	13.7833	23.392	16.5008	8.77935	14.4187
ENSMUSG00000020315	na	25357.9	21577	23964.2	21837.1	25070.9	25106.4
ENSMUSG00000020319	na	326.453	283.936	257.312	282.989	329.714	350.168
ENSMUSG00000020321	na	42163.2	32598.6	33244.2	32084.2	51017.8	44487
ENSMUSG00000020325	na	359.099	296.341	291.268	315.991	239.969	276.015
ENSMUSG00000020326	na	7844.09	6465.75	7816.7	10208.2	12157.5	11477.3
ENSMUSG00000020328	na	716.523	680.896	746.28	788.739	878.91	874.391
ENSMUSG00000020329	na	1585.39	1505.83	1395.21	1414.12	1724.66	1640.65
ENSMUSG00000020330	na	46.0383	17.9183	18.8645	43.7272	36.0929	26.7776
ENSMUSG00000020331	na	40.1789	44.7957	58.1027	82.5042	71.2103	77.243
ENSMUSG00000020333	na	5.02236	6.89165	6.79123	9.07546	6.82839	3.08972
ENSMUSG00000020334	na	2215.7	1798.73	1849.47	1884.4	2754.77	2549.02
ENSMUSG00000020335	na	106.62	101.18	105.125	89.8194	87.061	60.4572
ENSMUSG00000020340	na	14195.9	10339.1	9997.32	6691.58	8623.54	9646.37
ENSMUSG00000020346	na	5366.96	4876.26	4433.86	4311.74	5960.15	5245.18
ENSMUSG00000020349	na	7619.76	7424.38	7620.51	8268.57	8841.78	8976.66
ENSMUSG00000020354	na	10.8818	8.95914	37.729	22.2761	4.87742	18.5383
ENSMUSG00000020357	na	372.492	410.742	532.734	454.598	194.121	293.523
ENSMUSG00000020358	na	6653.78	6479.59	7296.8	8185.71	7736.27	7629.32
ENSMUSG00000020359	na	786.836	625.072	499.533	573.404	753.074	676.648
ENSMUSG00000020361	na	6362.37	6734.4	9532.05	9170.05	6728.03	7669.74
ENSMUSG00000020362	na	2560.57	2319.05	2406.34	2420.67	2854.25	2691.14
ENSMUSG00000020363	na	59.4313	126.806	262.594	186.459	26.3381	56.6448
ENSMUSG00000020364	na	523.686	497.016	476.657	366.429	408.485	425.659
ENSMUSG00000020366	na	2246.65	2423.15	2750.52	2147.61	2162.62	2189.57
ENSMUSG00000020368	na	19286.2	18866.1	20321.1	20438.2	22705	22563.6
ENSMUSG00000020372	na	11296.5	11471	10614.2	10154.7	10981	10573.8
ENSMUSG00000020375	na	1569.49	1551.31	1440.49	1349.77	1604.67	1471.74
ENSMUSG00000020376	na	3191.73	2929.65	3022.11	2944.58	2998.64	3200.94
ENSMUSG00000020377	na	231.029	142.657	169.781	81.6792	91.6955	89.6018
ENSMUSG00000020380	na	538.23	515.495	581.027	522.252	485.791	545.85
ENSMUSG00000020381	na	199.22	219.844	146.389	312.691	477.987	483.026
ENSMUSG00000020385	na	3536.58	3431.36	2398.82	2672.32	2790.85	2594.34
ENSMUSG00000020386	na	3295.51	2975.81	2909.66	3280.37	4183.85	3768.43
ENSMUSG00000020387	na	1221.27	1479.63	1460.09	1849.75	1545.17	1840.45
ENSMUSG00000020388	na	33.4824	48.2416	49.8023	36.3019	20.4852	20.5981
ENSMUSG00000020389	na	101.284	117.158	98.85	110.556	94.6219	88.5719
ENSMUSG00000020390	na	4047.18	4170.17	3626.51	4043.53	4291.17	4257.6
ENSMUSG00000020392	na	667.974	700.88	708.551	622.082	517.006	610.734
ENSMUSG00000020393	na	1621.39	1656.06	2090.94	2013.93	1303.25	1606.65
ENSMUSG00000020395	na	19.2524	12.405	20.3737	6.60034	5.8529	7.20934
ENSMUSG00000020396	na	3.34824	0.689165	6.79123	8.25042	2.92645	5.14953
ENSMUSG00000020397	na	886.45	848.36	799.098	839.068	1073.03	977.38
ENSMUSG00000020399	na	22.6006	17.2291	29.4287	33.8267	7.80387	25.7477
ENSMUSG00000020400	na	598.499	611.29	546.316	536.278	480.913	600.434
ENSMUSG00000020402	na	28161.5	24212.3	22846.3	24995.6	37140.8	32202.3
ENSMUSG00000020407	na	276.23	226.735	209.773	184.809	220.459	209.071
ENSMUSG00000020409	na	1745.28	1998.58	1805.72	1781.27	1688.55	1733.33
ENSMUSG00000020411	na	2.51118	10.3375	36.9745	74.2538	1.95097	43.2561
ENSMUSG00000020412	na	1934.43	1959.98	1860.06	2018.87	2152.87	1954.75
ENSMUSG00000020413	na	1338.47	1103.35	1183.18	1571.7	2082.67	2110.3
ENSMUSG00000020415	na	1582.88	1551.31	1360.51	1419.07	1630.02	1384.19
ENSMUSG00000020420	na	102.419	79.7863	72.947	93.8208	52.968	94.8741
ENSMUSG00000020422	na	5530.73	10207.4	12819.9	10084.4	4240.38	5303.83
ENSMUSG00000020423	na	1878.36	3256.3	2827.41	3405.77	992.067	1556.19
ENSMUSG00000020424	na	206.754	179.183	151.671	348.168	494.57	342.959
ENSMUSG00000020427	na	3777.64	3092.97	4485.98	2042.81	3973.13	3065
ENSMUSG00000020429	na	899.84	1210.86	436.902	424.072	674.059	425.351
ENSMUSG00000020430	na	1265.71	1172.55	1221.99	1344.08	1488.32	1459.47
ENSMUSG00000020431	na	1049.67	796.675	590.838	582.48	491.643	559.239
ENSMUSG00000020432	na	55217	38337.7	39391.9	35284	63377.8	56769.6
ENSMUSG00000020434	na	61.1054	60.6465	61.1211	67.6534	111.205	82.3925
ENSMUSG00000020435	na	186.665	161.264	159.217	637.755	1098.4	1057.71
ENSMUSG00000020437	na	34.3195	33.7691	66.4031	44.5523	21.4606	37.0766
ENSMUSG00000020439	na	3099.6	3233.63	3483.84	2828.24	2428	2685.99
ENSMUSG00000020440	na	1676.63	1866.26	1861.55	2049.4	1929.51	1702.44
ENSMUSG00000020441	na	429.412	454.849	353.144	364.669	446.772	391.364
ENSMUSG00000020444	na	1606.32	1498.26	1358.25	1547.78	1764.65	1657.13
ENSMUSG00000020447	na	7.53355	6.89165	6.03665	19.801	6.82839	9.26916
ENSMUSG00000020448	na	1812.25	1699.52	1644.2	1523.88	1821.25	1972.23
ENSMUSG00000020451	na	1343.48	1617.47	1472.18	1464.45	934.513	1104.06
ENSMUSG00000020453	na	1393.7	1603.69	1505.38	1187.23	1121.81	1141.13
ENSMUSG00000020454	na	1249.73	1492.04	1453.33	1480.95	1182.29	1355.36
ENSMUSG00000020455	na	1297.45	1305.27	1129.61	1302.75	1668.09	1568.56
ENSMUSG00000020456	na	25598.5	19241.5	24736.6	22439.9	30518.8	31865.5
ENSMUSG00000020457	na	1849.89	2047.49	1794.38	1802.7	2125.57	1917.68
ENSMUSG00000020458	na	4488.35	4870.96	5482.57	6065.66	3386.82	4090.76
ENSMUSG00000020459	na	1266.47	1104.73	1146.2	1075.85	1481.76	1304.88
ENSMUSG00000020460	na	807.443	885.438	724.927	799.26	852.076	762.989
ENSMUSG00000020462	na	1355.21	1292.18	1119.04	1243.34	1565.65	1543.83
ENSMUSG00000020463	na	2203.14	2309.39	2298.46	2654.15	2386.04	2420.28
ENSMUSG00000020464	na	977.69	832.511	815.701	811.842	859.399	867.185
ENSMUSG00000020467	na	790.186	1277.71	1408.82	1593.98	500.423	620.003
ENSMUSG00000020469	na	10.8818	15.8508	9.80955	4.12521	0.975484	2.05981
ENSMUSG00000020471	na	354.077	293.585	340.316	273.914	356.051	276.015
ENSMUSG00000020472	na	1161.85	1052.34	1094.16	881.972	1166.67	989.73
ENSMUSG00000020473	na	2999.2	2684.3	3231.12	1689.69	1728.56	1707.59
ENSMUSG00000020474	na	504.747	485.171	408.227	327.542	352.15	351.197
ENSMUSG00000020475	na	2222.4	1559.58	1807.22	986.75	1888.54	1586.06
ENSMUSG00000020476	na	1465.68	1510.66	1658.58	1768.06	1539.31	1676.68
ENSMUSG00000020477	na	1683.33	1548.55	1536.33	1522.2	2019.24	1768.35
ENSMUSG00000020482	na	2067.54	2177.76	2029.82	2225.14	1723.68	1789.98
ENSMUSG00000020483	na	11314.7	11247.9	11475.7	10774.7	12727.7	13388.3
ENSMUSG00000020484	na	8412.55	8067.08	6740.53	6866.08	8462.42	7117.54
ENSMUSG00000020485	na	788.232	815.462	617.147	731.113	848.187	812.375
ENSMUSG00000020486	na	662.952	853.185	835.321	774.714	459.453	451.099
ENSMUSG00000020490	na	5.85942	9.64831	25.6557	20.6261	31.2155	24.7178
ENSMUSG00000020491	na	305.964	352.852	322.961	286.775	235.163	271.458
ENSMUSG00000020492	na	375.003	426.523	476.141	446.348	318.983	325.45
ENSMUSG00000020493	na	18.4153	17.2291	29.4287	19.801	12.6813	10.2991
ENSMUSG00000020495	na	521.489	521.007	586.309	603.106	558.952	510.834
ENSMUSG00000020496	na	6550	5781.41	6466	7549.13	9298.31	9179.55
ENSMUSG00000020513	na	189.175	175.737	148.652	138.607	147.298	201.862
ENSMUSG00000020514	na	534.063	516.998	470.124	510.75	590.897	548.993
ENSMUSG00000020515	na	1372.49	1402.2	1341.44	1365.3	1468.89	1451.91
ENSMUSG00000020516	na	1588.74	1543.73	1426.92	1424.03	1429.08	1455.25
ENSMUSG00000020519	na	965.131	742.92	897.951	901.771	1229.11	1079.34
ENSMUSG00000020520	na	694.76	698.813	754.581	645.183	448.722	539.671
ENSMUSG00000020521	na	1541.87	1462.41	1478.98	1832.41	2263.12	2351.27
ENSMUSG00000020522	na	1166.03	1226.71	1442.74	1354.72	1019.38	1138.05
ENSMUSG00000020523	na	2026.51	2122.6	1815.53	2039.5	2188.99	1933.13
ENSMUSG00000020525	na	719.872	819.417	940.962	1150.11	640.893	672.529
ENSMUSG00000020526	na	207.591	212.952	196.191	179.859	228.263	227.609
ENSMUSG00000020527	na	2353.82	1640.21	1647.26	1405.06	2054.36	1843.54
ENSMUSG00000020528	na	622.12	581.653	577.001	578.606	597.116	669.387
ENSMUSG00000020530	na	4000.23	4162.57	3348.08	3145.93	3977.99	3426.51
ENSMUSG00000020532	na	906.898	960.135	3362.58	3451.45	693.403	1520.93
ENSMUSG00000020534	na	4645.65	3551.98	2743.64	1729.29	2290.43	1945.5
ENSMUSG00000020536	na	940.015	1007.56	1097.91	1018.1	670.162	702.397
ENSMUSG00000020537	na	1397.86	1334.91	1243.34	1348.11	1691.47	1562.37
ENSMUSG00000020538	na	1381.99	1492.04	2247.88	1997.43	1216.43	1570.61
ENSMUSG00000020541	na	926.624	937.953	806.646	943.848	1055.47	989.739
ENSMUSG00000020542	na	8.37061	24.1208	12.8279	37.1269	4.87742	24.7177
ENSMUSG00000020544	na	612.727	593.372	588.574	623.733	688.691	629.273
ENSMUSG00000020546	na	1633.11	1421.75	1105.46	1259.01	1594.92	1673.6
ENSMUSG00000020547	na	814.462	889.712	839.092	905.073	633.089	719.903
ENSMUSG00000020549	na	837.898	820.794	920.592	908.37	1099.37	1121.57
ENSMUSG00000020553	na	1358.55	1104.04	1144.7	1737.54	2595.76	2452.21
ENSMUSG00000020561	na	722.17	681.047	711.156	690.019	841.953	855.779
ENSMUSG00000020564	na	523.162	588.547	745.528	829.992	837.941	808.474
ENSMUSG00000020566	na	1227.97	1030.3	806.649	517.302	865.253	710.635
ENSMUSG00000020570	na	7839.9	7512.35	8025.97	10564.2	11806.4	12339.8
ENSMUSG00000020571	na	4286.54	4604.38	4986.23	5476.56	5682.12	5783.12
ENSMUSG00000020572	na	8954.02	7392.69	7446.89	7136.62	9264.16	9452.48
ENSMUSG00000020573	na	20.0895	40.6607	39.9928	42.0771	21.4606	18.5383
ENSMUSG00000020576	na	1012.01	929.684	1017.93	1041.2	1018.41	1108.18
ENSMUSG00000020577	na	454.524	984.817	1169.6	2376.12	1529.56	1653
ENSMUSG00000020580	na	2131.16	2480.3	2711.2	2891.76	1866.1	1973.3
ENSMUSG00000020585	na	11877.1	12030.8	12207.6	11349.3	9695.33	10061.2
ENSMUSG00000020589	na	173.272	357.676	515.379	410.046	121.935	171.994
ENSMUSG00000020590	na	2699.56	2676.77	2794.98	2942.88	2911.81	3038.24
ENSMUSG00000020592	na	501.4	636.788	985.482	1423.2	402.875	778.609
ENSMUSG00000020593	na	6867.07	4782.75	4205.95	6659.67	8010.68	7615.25
ENSMUSG00000020594	na	5626.69	5093.5	5169.75	5713.44	5682.29	5947.87
ENSMUSG00000020598	na	41.853	145.414	65.6485	65.1783	22.4361	40.1663
ENSMUSG00000020599	na	32.6454	40.6607	23.392	24.7513	12.6813	6.17944
ENSMUSG00000020600	na	6.69648	17.9183	7.54581	14.8508	3.90193	1.02991
ENSMUSG00000020601	na	2609.96	2316.3	2189.04	5917.23	6744.47	7863.35
ENSMUSG00000020604	na	708.153	538.239	504.815	809.37	1231.06	1385.21
ENSMUSG00000020605	na	607.706	635.41	629.32	476.049	757.951	720.934
ENSMUSG00000020607	na	696.434	649.883	496.514	557.728	421.409	510.834
ENSMUSG00000020608	na	1296.61	1461.03	1524.25	1520.55	1420.31	1369.79
ENSMUSG00000020609	na	5918	4824.8	3705.71	4533.67	6281.1	4749.9
ENSMUSG00000020610	na	1439.75	1467.23	1334.86	1523.04	1643.7	1666.38
ENSMUSG00000020611	na	2676.92	2984.09	3443.91	3809.22	3313.72	3348.23
ENSMUSG00000020612	na	9274.74	8719.35	9751.91	8695.34	8379.82	8638.45
ENSMUSG00000020614	na	172.434	182.629	249.011	150.158	96.5729	89.6019
ENSMUSG00000020620	na	168.249	190.899	181.099	94.0548	116.083	87.542
ENSMUSG00000020621	na	1372.78	1277.71	1119.8	1279.64	1452.5	1401.7
ENSMUSG00000020623	na	472.103	356.986	410.492	587.429	960.844	912.493
ENSMUSG00000020627	na	164.064	161.265	166.008	65.1783	72.1858	61.7944
ENSMUSG00000020628	na	1551.07	1403.82	1388.43	1230.96	1396.89	1371.83
ENSMUSG00000020629	na	2342.95	1976.52	1946.81	2052.72	2764.52	2755
ENSMUSG00000020630	na	272.044	305.989	258.822	256.588	245.822	271.895
ENSMUSG00000020634	na	2303.18	2256.59	2236.8	2535.1	3162.63	3087.78
ENSMUSG00000020635	na	14.23	13.0941	10.5641	19.801	26.3381	16.4785
ENSMUSG00000020638	na	631.983	660.224	764.393	476.047	461.406	478.909
ENSMUSG00000020639	na	41.016	44.1066	46.784	30.5266	45.8477	43.2561
ENSMUSG00000020640	na	2825.92	2797.32	2644.05	2885.99	3137.16	2889.92
ENSMUSG00000020641	na	1168.55	1644.37	1605.01	1466.9	1036.95	1046.37
ENSMUSG00000020642	na	239.4	485.173	718.361	573.407	182.415	291.463
ENSMUSG00000020644	na	7281.3	5504.52	8043.58	4511.44	9728.38	7750.57
ENSMUSG00000020646	na	565.016	1150.9	962.092	1074.2	343.371	487.146
ENSMUSG00000020647	na	2119.45	1912.45	2240.36	1707.01	1945.12	1984.63
ENSMUSG00000020648	na	195.035	225.357	184.118	183.159	158.028	173.024
ENSMUSG00000020649	na	163.227	130.941	121.488	126.231	150.225	108.14
ENSMUSG00000020650	na	755.86	715.35	769.672	763.992	719.909	707.543
ENSMUSG00000020651	na	3810.3	2926.88	2748.18	1262.31	2530.4	2273
ENSMUSG00000020652	na	176.62	189.521	163.744	174.909	156.078	143.157
ENSMUSG00000020653	na	1304.98	1278.4	932.662	1035.43	546.271	528.342
ENSMUSG00000020654	na	174.108	127.496	1626.13	310.215	62.431	829.08
ENSMUSG00000020656	na	61.9425	151.616	231.656	231.012	34.1419	109.17
ENSMUSG00000020657	na	267.86	290.828	253.539	184.81	168.759	208.041
ENSMUSG00000020658	na	117.188	89.5913	114.696	89.1045	65.3574	77.243
ENSMUSG00000020659	na	642.027	577.522	645.165	576.704	642.843	616.914
ENSMUSG00000020660	na	16.7412	15.1616	15.8462	12.3756	11.7058	14.4187
ENSMUSG00000020661	na	2179.73	2137.77	2270.5	2208.66	2192.91	2219.42
ENSMUSG00000020664	na	12230.5	10355.5	11523.1	11969.1	14487	14782.6
ENSMUSG00000020668	na	622.774	637.478	627.809	497.5	260.455	457.279
ENSMUSG00000020669	na	1461.51	1363.86	1145.46	1244.16	1463.23	1304.9
ENSMUSG00000020671	na	5611.65	5588.44	6238.12	7027.71	6651.82	6669.67
ENSMUSG00000020672	na	113.003	70.984	78.4764	75.9039	82.9161	65.914
ENSMUSG00000020674	na	539.067	425.215	648.185	756.56	716.005	941.337
ENSMUSG00000020676	na	10.0447	15.8508	67.9123	34.6518	0.975484	20.5981
ENSMUSG00000020677	na	1243.87	1320.44	1293.35	1585.73	1606.62	1734.36
ENSMUSG00000020679	na	7457.62	5533.26	5239.78	5545.82	12395.3	8026.73
ENSMUSG00000020680	na	3426.92	3125.35	2880.99	2958.63	2823.04	2511.99
ENSMUSG00000020681	na	8703.69	6428.5	7656.16	8442.64	11474.3	12853.1
ENSMUSG00000020682	na	138.115	186.764	243.73	153.458	67.3084	148.307
ENSMUSG00000020684	na	87.0543	88.9023	98.0955	30.5266	22.4361	35.0168
ENSMUSG00000020687	na	1289.91	1155.73	1230.72	1186.41	1310.07	1236.92
ENSMUSG00000020689	na	79.5208	105.442	150.916	223.586	38.0439	97.8412
ENSMUSG00000020691	na	415.181	455.538	404.455	470.272	444.821	412.992
ENSMUSG00000020692	na	169.086	168.845	143.37	144.382	84.8671	123.589
