#1.2										
20399	9									
Name	Description	S41	S40	S5	S1	S6	S7	S34	S36	S38
ENSMUSG00000028312	na	374.556	722.953	689.743	453.663	535.234	595.661	237.38	438.61	375.763
ENSMUSG00000028318	na	149.434	310.447	356.859	205.069	177.099	342.505	237.38	206.405	316.098
ENSMUSG00000028322	na	745.23	992.715	950.699	987.687	661.17	1214.96	1160.86	833.211	1005.42
ENSMUSG00000028327	na	29.7574	22.1238	23.975	13.3923	18.8906	22.7753	14.0224	27.3183	20.3115
ENSMUSG00000028328	na	4906.1	4344.14	3942.05	4146.58	5007.59	2986.18	2883.62	5176.81	4714.81
ENSMUSG00000028329	na	453.477	358.262	309.832	515.603	351.051	339.877	455.728	415.843	370.05
ENSMUSG00000028330	na	1161.83	1547.24	1515.04	1451.38	1197.98	1568.86	1407.25	1298.38	1428.15
ENSMUSG00000028331	na	134.555	166.285	126.33	123.879	178.674	173.443	162.26	119.138	173.917
ENSMUSG00000028332	na	3.88141	10.7051	2.76635	4.18509	0.787109	1.75194	3.00481	9.10609	1.26947
ENSMUSG00000028333	na	5386.14	6720.78	6978.51	7556.24	4660.73	9011.77	9605.83	5682.62	6407.05
ENSMUSG00000028334	na	499.408	655.863	609.518	447.804	661.96	1035.4	355.569	364.244	465.26
ENSMUSG00000028337	na	1134.67	1014.13	1173.85	1256.36	1198.76	1357.76	1166.86	1287.01	1252.96
ENSMUSG00000028339	na	183.073	184.127	364.236	365.776	252.662	398.567	526.841	500.836	375.762
ENSMUSG00000028341	na	244.529	341.848	302.454	219.299	253.449	555.368	413.661	463.65	390.997
ENSMUSG00000028343	na	1712.35	2029.68	2241.66	1747.69	2225.16	2587.62	1655.65	1741.54	1760.74
ENSMUSG00000028344	na	517.52	190.55	205.632	129.738	536.808	304.838	219.351	198.057	184.073
ENSMUSG00000028345	na	694.128	680.125	738.613	713.978	696.589	730.56	620.994	711.798	636.639
ENSMUSG00000028347	na	567.98	136.311	155.838	208.417	607.646	146.287	87.1394	149.492	138.372
ENSMUSG00000028348	na	15.5256	14.2734	35.9625	17.5774	14.168	20.1474	10.016	9.10609	13.3294
ENSMUSG00000028351	na	104.798	241.221	196.411	231.017	118.853	156.799	191.306	132.038	107.27
ENSMUSG00000028354	na	35.5796	23.5511	15.676	29.2956	44.0781	22.7753	111.178	84.9902	19.042
ENSMUSG00000028356	na	381.672	222.665	209.32	42.6879	92.8788	73.5817	54.0865	136.591	199.307
ENSMUSG00000028358	na	65.9839	65.6577	55.327	98.7681	82.6464	74.4576	51.0817	115.344	63.4734
ENSMUSG00000028359	na	9.70352	15.7008	24.8971	30.1326	1.57422	97.2329	75.1202	18.2122	37.4493
ENSMUSG00000028360	na	10.3504	4.99569	25.8193	26.7846	9.4453	42.0466	48.0769	65.2603	18.4073
ENSMUSG00000028362	na	36.8734	159.862	147.539	80.3537	73.9882	108.621	37.0593	223.099	242.469
ENSMUSG00000028364	na	93.8007	159.149	146.617	238.55	96.0272	374.916	215.345	201.851	151.067
ENSMUSG00000028367	na	4548.32	6432.22	7039.44	9761.27	3886.74	8851.63	7514.02	6035.05	8662.85
ENSMUSG00000028369	na	2124.25	1736.2	1541.39	1295.16	3604.16	757.386	415.311	1798.26	1396.98
ENSMUSG00000028370	na	235.472	363.258	236.984	211.765	596.628	484.413	234.375	495.523	487.476
ENSMUSG00000028373	na	361.619	306.163	292.312	329.783	465.968	202.35	188.301	463.652	351.008
ENSMUSG00000028378	na	1216.17	1311.01	1041.99	2837.49	606.861	964.445	3177.08	1450.9	1224.4
ENSMUSG00000028381	na	3768.2	5228.36	5180.45	8500.75	3147.65	5593.08	6143.83	8890.58	8824.09
ENSMUSG00000028382	na	5278.98	9357.03	10156.9	6466.62	7117.63	7835.13	6407.8	8877.23	8461.9
ENSMUSG00000028383	na	555.692	615.895	805.011	431.903	713.127	678.877	397.637	599.484	652.508
ENSMUSG00000028385	na	1109.44	1600.05	1186.76	1463.11	1153.9	1094.31	1151.84	1532.86	1047.31
ENSMUSG00000028389	na	291.106	254.067	242.517	234.365	403	227.752	165.264	280.012	253.894
ENSMUSG00000028391	na	175.957	153.439	212.087	436.923	88.1562	518.575	854.367	327.06	284.996
ENSMUSG00000028392	na	837.088	625.173	595.688	860.451	525.004	898.743	1153.85	533.466	623.309
ENSMUSG00000028393	na	908.889	424.633	478.579	1057.99	750.119	572.008	814.302	497.039	538.886
ENSMUSG00000028394	na	925.726	1216.82	1193.21	1513.31	1042.13	1278.93	1363.19	1399.32	1198.35
ENSMUSG00000028397	na	1224.6	952.754	879.697	860.445	1252.3	966.199	865.387	1057.05	1035.24
ENSMUSG00000028398	na	621.025	574.505	474.89	644.504	444.716	591.281	591.947	440.128	541.428
ENSMUSG00000028399	na	1425.14	825.007	623.355	1601.2	890.216	634.205	765.219	1272.57	858.786
ENSMUSG00000028402	na	921.178	528.829	620.585	749.97	967.357	487.039	543.87	811.2	551.585
ENSMUSG00000028403	na	1036.98	1787.04	1707.76	2044.83	1169.64	1512.8	1932.09	1639.85	1418.63
ENSMUSG00000028405	na	1694.88	1664.28	1563.91	1891.66	1715.9	2074.3	2242.59	1750.65	1624.28
ENSMUSG00000028407	na	135.849	66.3714	83.9126	243.572	51.9492	80.5894	155.248	62.9838	98.3838
ENSMUSG00000028409	na	1727.23	2088.21	2153.14	2254.08	1752.1	2275.77	2378.8	2170.27	2023.53
ENSMUSG00000028410	na	4158.2	3118.29	3068.37	4637.73	4105.77	4384.56	4571.26	3851.78	3714.03
ENSMUSG00000028411	na	500.701	466.741	466.592	510.58	539.169	554.492	483.774	507.665	526.828
ENSMUSG00000028412	na	2125.07	2883.22	3263.36	2018.89	2581.71	3230.57	2617.19	2960.24	2688.1
ENSMUSG00000028413	na	5636.45	9150.03	9127.17	10646.9	7397.36	10411.8	12054.3	11843.9	11517.9
ENSMUSG00000028414	na	981.349	475.306	597.529	801.023	1115.34	686.757	417.669	633.631	479.858
ENSMUSG00000028415	na	10.9973	6.42304	2.76635	28.4586	11.8066	11.3876	8.01282	8.34725	10.7905
ENSMUSG00000028416	na	3900.33	4947.75	5173.06	5690.05	3926.87	5849.99	6402.02	4487.84	5340.76
ENSMUSG00000028417	na	26.5229	24.9785	22.1308	23.4365	18.1035	25.4032	11.0176	29.5948	19.6768
ENSMUSG00000028419	na	3700.27	2311.58	2429.78	3770.76	2982.35	3266.5	2883.61	2775.08	3241.59
ENSMUSG00000028420	na	1874.72	2259.48	2299.76	2418.98	1738.73	2528.06	2299.68	2353.17	2267.27
ENSMUSG00000028423	na	2412.3	2228.08	2275.79	2266.65	2341.65	2372.15	2441.91	2439.68	2308.53
ENSMUSG00000028426	na	3331.56	4925.01	5303.05	4416.93	4292.9	5099.04	4341.96	4527.99	4407.56
ENSMUSG00000028430	na	864.26	1631.45	1914.31	1341.74	1277.48	1578.5	1471.35	1385.64	1398.95
ENSMUSG00000028431	na	837.74	952.746	934.105	991.863	893.369	1009.12	951.522	1044.93	853.719
ENSMUSG00000028433	na	1341.02	1312.43	1569.44	1035.4	1636.39	1491.78	1462.36	1346.94	1253.59
ENSMUSG00000028434	na	4195.15	1366.68	1672.72	2510.22	3479.82	1699.39	2957.74	2713.61	1841.99
ENSMUSG00000028435	na	15.5256	17.8418	44.2616	27.6216	15.7422	1550.47	29.0465	41.7362	35.5451
ENSMUSG00000028436	na	2255.74	2325.85	1879.27	1847.3	2723.4	1968.31	1761.82	1878.13	2504.03
ENSMUSG00000028437	na	2133.48	2108.9	2175.25	1720.91	1960.68	1915.75	2110.38	2085.3	2208.24
ENSMUSG00000028438	na	90.5662	54.9526	101.433	70.3095	71.6269	134.9	123.197	110.032	59.0303
ENSMUSG00000028439	na	2088.79	2098.23	1735.4	1434.65	2658.11	1523.3	1026.65	1753.66	1983.56
ENSMUSG00000028441	na	646.255	426.775	643.639	922.393	304.611	1334.98	2328.72	610.108	755.97
ENSMUSG00000028443	na	120.971	72.7944	99.5886	68.6354	100.75	137.528	82.1314	72.8487	77.4376
ENSMUSG00000028444	na	512.345	376.107	383.602	188.329	855.591	268.923	68.109	169.221	337.68
ENSMUSG00000028445	na	421.133	291.178	155.838	225.995	240.855	69.2018	80.1282	110.791	144.719
ENSMUSG00000028447	na	1039.56	1204.68	1055.82	1160.95	940.597	1128.25	1086.74	1015.32	1318.36
ENSMUSG00000028452	na	4884.73	7803.52	7149.61	7921.06	5035.04	9437.39	7827.2	6360.92	7097.9
ENSMUSG00000028453	na	314.394	149.157	130.941	171.588	305.399	138.404	85.1362	135.074	119.33
ENSMUSG00000028454	na	586.093	665.14	673.148	739.087	584.822	549.234	651.04	635.149	596.648
ENSMUSG00000028455	na	545.945	664.31	740.155	504.669	733.307	759.143	687.866	543.978	684.541
ENSMUSG00000028456	na	1984.71	1201.11	1217.2	1232.1	1684.43	1504.91	1313.1	1204.28	988.281
ENSMUSG00000028457	na	12.938	9.27772	7.37693	8.37017	3.14843	16.6435	16.0256	20.4887	5.71261
ENSMUSG00000028458	na	1120.44	1303.88	1245.78	936.625	1374.29	1026.64	971.555	1062.38	1067.62
ENSMUSG00000028459	na	105.445	434.625	406.653	670.451	360.496	294.327	395.633	633.632	519.846
ENSMUSG00000028460	na	9.70352	12.1324	16.5981	15.0663	7.87109	19.2714	4.00641	25.0418	15.8684
ENSMUSG00000028461	na	693.477	383.241	416.797	706.443	465.181	492.297	587.942	418.122	446.853
ENSMUSG00000028463	na	13.5849	30.6878	20.2866	30.9696	14.168	18.3954	25.0401	40.9774	22.2157
ENSMUSG00000028464	na	956.767	558.091	1043.83	1472.31	587.181	1237.75	2742.37	1390.95	997.799
ENSMUSG00000028465	na	9019.74	13352.8	14605.5	5544.4	16725.1	7760.25	5089.15	9335.26	10807
ENSMUSG00000028466	na	1471.05	1904.08	1617.39	1972.85	1488.42	1532.94	1921.08	1796.94	2001.32
ENSMUSG00000028467	na	906.306	568.797	472.124	333.97	794.194	402.071	376.603	456.823	420.194
ENSMUSG00000028468	na	2119.25	2204.53	2173.43	1894.17	2382.58	1744.94	1912.06	2190.77	2073.68
ENSMUSG00000028469	na	3612.36	1665.01	1636.76	2372.94	2924.09	1049.41	1258.01	2580.78	1690.3
ENSMUSG00000028470	na	527.224	378.245	360.548	887.24	390.406	522.079	867.388	492.488	530.638
ENSMUSG00000028475	na	225.122	318.297	273.869	451.989	188.119	223.373	635.016	398.391	290.074
ENSMUSG00000028476	na	2507.42	1049.09	1080.72	1082.27	2570.73	732.316	670.068	1448.63	1307.54
ENSMUSG00000028478	na	4824.98	4882.85	5014.46	5013.94	3930.16	4980.2	4601.25	4049.89	4865.05
ENSMUSG00000028479	na	1852.1	1609.34	1603.56	1592.01	1560.06	1523.32	3345.32	2156.63	1831.2
ENSMUSG00000028480	na	875.263	2946.72	3787.13	877.193	1314.47	2295.92	1176.88	2084.53	2515.41
ENSMUSG00000028483	na	438.599	286.896	251.738	225.158	507.685	254.032	237.38	357.415	248.181
ENSMUSG00000028484	na	2141.72	1421.55	1390.37	1824.66	1861.84	2155.67	2130.38	1320.31	1649.91
ENSMUSG00000028487	na	30.4044	16.4144	20.2866	32.6437	89.7304	53.4343	27.0433	34.1478	22.2157
ENSMUSG00000028488	na	123.558	37.8245	29.5077	51.0581	66.1171	37.6668	64.1026	73.6076	43.7967
ENSMUSG00000028494	na	4098.76	10568.8	11237.8	4241.16	4746.27	7390.8	4292.85	5761.81	6899.6
ENSMUSG00000028495	na	2308.28	3043.57	2414.6	3819.24	1566.25	3513.24	5050.67	2606.61	2632.54
ENSMUSG00000028496	na	959.352	448.899	527.451	486.307	868.184	560.623	450.722	625.286	490.015
ENSMUSG00000028497	na	278.167	291.178	246.205	256.127	269.978	131.396	492.789	210.958	192.325
ENSMUSG00000028514	na	2094.67	2507.13	2563.48	1694.96	2345.58	2649.82	2234.58	2385.8	2104.78
ENSMUSG00000028517	na	4490.79	2744.06	3644.2	3369.83	4354.28	3987.43	3014.82	3684.17	3584.98
ENSMUSG00000028518	na	918.6	518.125	569.868	692.214	750.902	670.119	790.265	819.548	578.243
ENSMUSG00000028519	na	1.2938	3.56835	3.68847	10.8812	3.14843	25.4032	15.024	3.03536	5.71261
ENSMUSG00000028521	na	774.346	792.882	769.968	768.384	706.823	808.521	917.467	774.781	720.419
ENSMUSG00000028522	na	3869.72	3731.75	3753.03	2958.88	4929.63	3210.39	3168.01	4594.01	4015.51
ENSMUSG00000028524	na	512.346	299.742	234.218	195.025	462.033	185.706	198.317	239.035	277.379
ENSMUSG00000028525	na	6829.45	10813.7	16574.2	4024.39	5198.86	15340.8	8611.64	16428.3	13482.8
ENSMUSG00000028527	na	223.871	198.902	186.389	192.514	214.346	382.693	233.218	242.703	280.552
ENSMUSG00000028528	na	56.2804	33.5425	48.8722	29.2956	66.9042	63.07	51.0817	56.9131	59.665
ENSMUSG00000028530	na	5014.77	8010.23	9616.76	6068.38	8383.51	8042.31	4912.86	8521.01	9131.28
ENSMUSG00000028532	na	929.598	463.172	509.93	668.777	1117.69	663.987	617.989	704.203	533.812
ENSMUSG00000028536	na	208.302	97.0592	119.875	186.655	152.699	174.318	237.38	169.221	134.564
ENSMUSG00000028538	na	481.295	377.531	372.535	261.986	536.021	377.545	272.436	353.619	274.84
ENSMUSG00000028539	na	42.0486	139.879	163.215	173.263	40.1425	159.427	185.297	119.138	103.462
ENSMUSG00000028540	na	196.011	336.138	324.585	179.959	273.126	311.846	231.37	264.836	260.241
ENSMUSG00000028541	na	285.982	243.791	256.126	279.107	231.448	267.256	517.704	410.245	294.067
ENSMUSG00000028542	na	1832.03	1398.09	1323.23	1525.04	1409.72	1112.48	2937.69	1561.69	1579.86
ENSMUSG00000028544	na	3.88141	17.1281	82.0684	4.18509	1.57422	484.413	31.0497	21.2475	33.6409
ENSMUSG00000028545	na	60.1618	56.38	59.9376	76.1686	32.2715	86.7212	94.1507	78.9194	70.4555
ENSMUSG00000028549	na	87.9649	54.239	71.003	89.5609	77.9237	80.5894	109.175	69.8133	72.9944
ENSMUSG00000028550	na	443.777	215.528	199.177	223.484	437.63	275.055	145.232	200.334	250.084
ENSMUSG00000028551	na	497.467	376.105	274.791	281.238	422.677	205.853	275.441	302.018	289.439
ENSMUSG00000028552	na	5492.75	4538.17	4349.6	5140.06	5065.1	4124.07	3368.39	5392.32	4999.82
ENSMUSG00000028553	na	38.1672	4.28202	4.61058	5.02211	20.4648	0.875972	8.01282	9.10609	39.9883
ENSMUSG00000028555	na	476.12	511.704	734.93	567.494	288.868	1627.55	1769.84	758.081	652.511
ENSMUSG00000028556	na	1608.84	1234.65	1122.22	1419.58	1678.11	1330.6	1385.22	1384.12	1055.56
ENSMUSG00000028557	na	3658.87	4662.48	4922.16	4789.35	3895.4	4329.97	5109.18	5231.47	4301.59
ENSMUSG00000028558	na	13.5849	17.1281	15.676	20.0884	11.0195	11.3876	16.0256	25.0418	13.9642
ENSMUSG00000028559	na	5706.88	7518.65	7449.09	7026.3	6453.14	5268.68	7113.55	7963.51	7230.08
ENSMUSG00000028560	na	1660.31	2199.3	2342.86	1880.91	2001.42	2086.68	1500.02	1952.26	1773.93
ENSMUSG00000028563	na	627.616	625.915	646.135	1046.45	512.422	851.291	757.548	666.786	699.932
ENSMUSG00000028565	na	3614.31	1974.74	1961.34	3841.82	2719.44	2519.3	3016.86	3218.28	2391.01
ENSMUSG00000028567	na	1093.26	1174.7	1244.86	1213.68	1111.4	1172.93	1241.99	986.495	1074.6
ENSMUSG00000028568	na	1030.97	1110.12	1086.72	1245.51	911.141	1001.78	1503.87	1523.92	1159.96
ENSMUSG00000028572	na	822.856	1191.83	1077.03	1692.45	637.556	1529.45	1862	1362.12	1058.74
ENSMUSG00000028573	na	168.194	92.7772	88.5232	182.47	102.324	113.876	136.218	138.109	93.3059
ENSMUSG00000028575	na	10.3504	23.5511	19.3645	31.8067	11.0195	16.6435	19.0305	38.7009	17.7726
ENSMUSG00000028576	na	594.503	391.805	462.902	467.056	445.504	970.577	1275.04	584.307	493.188
ENSMUSG00000028577	na	1384.36	2331.59	2464.82	2213.92	1718.27	2275.77	2064.29	2165.73	1987.35
ENSMUSG00000028578	na	415.31	353.267	391.899	431.901	448.652	400.319	414.664	390.803	399.248
ENSMUSG00000028580	na	2971.17	2637.07	2976.58	2678.48	3049.23	3028.14	3172.13	3288.8	2843.62
ENSMUSG00000028581	na	4095.53	8280.72	7640.65	5115.01	4412.53	4428.04	4093.55	5405.23	5586.93
ENSMUSG00000028582	na	1183.19	1168.98	1211.67	1287.33	1177.52	1147.52	1291.05	1086.66	1151.41
ENSMUSG00000028583	na	5373.11	4130.75	4417.83	7267.86	10160.7	6914.9	5039.06	6699.8	7374.31
ENSMUSG00000028587	na	5.17521	32.8288	58.0933	23.4365	13.3808	39.4187	25.0401	25.0417	19.6768
ENSMUSG00000028591	na	17.4663	10.7051	25.8193	19.2514	22.039	59.5661	66.1058	34.1478	31.7367
ENSMUSG00000028597	na	351.267	140.593	109.732	255.29	239.281	170.815	236.378	154.045	150.432
ENSMUSG00000028599	na	2949.22	11073.3	14532.5	3587.46	4654.96	8933.16	3169.07	8714.53	10483.9
ENSMUSG00000028600	na	854.565	547.386	499.786	812.745	645.428	413.458	479.766	727.725	325.617
ENSMUSG00000028601	na	1287.33	563.799	528.373	895.609	815.445	539.599	841.346	794.507	571.261
ENSMUSG00000028602	na	34.9326	92.7772	126.33	26.7846	47.2265	118.256	21.0337	125.209	90.7671
ENSMUSG00000028603	na	4700.5	3893.02	4605.3	5805.51	4026.02	4408.53	4631.79	4914.47	3972.98
ENSMUSG00000028607	na	771.105	726.519	854.803	771.727	809.15	894.368	844.354	855.215	839.124
ENSMUSG00000028608	na	1579.73	1282.47	1274.36	1255.53	1361.7	1252.64	1398.24	1195.18	1369.12
ENSMUSG00000028609	na	845.497	1159.01	1168.32	1757.73	650.939	1419.07	1481.37	1140.54	1200.28
ENSMUSG00000028613	na	57.5742	509.56	516.386	188.329	127.512	254.908	231.37	319.472	232.313
ENSMUSG00000028614	na	302.105	549.525	698.964	395.072	395.129	526.458	295.473	407.496	323.715
ENSMUSG00000028617	na	613.26	597.34	471.2	647.851	515.556	651.723	733.174	478.828	499.535
ENSMUSG00000028618	na	10794.5	7208.11	7151.94	12123.3	8573.1	8179.14	9492.54	8595.3	8146.31
ENSMUSG00000028619	na	760.757	669.425	651.014	656.222	861.098	614.057	570.913	643.497	783.896
ENSMUSG00000028621	na	352.561	194.118	217.619	451.989	283.359	333.745	711.138	487.935	278.014
ENSMUSG00000028622	na	1282.81	1574.36	1501.21	1884.96	1039.77	1377.03	1826.93	1639.1	1428.79
ENSMUSG00000028629	na	212.183	169.14	134.629	134.76	240.068	133.148	153.245	125.209	200.576
ENSMUSG00000028630	na	2935.64	2362.96	2504.47	2882.69	3323.17	2549.08	2437.9	2757.63	2789.02
ENSMUSG00000028631	na	247.116	169.14	146.617	63.6133	249.513	111.248	113.181	261.041	229.139
ENSMUSG00000028633	na	2025.45	5962.74	6092.4	7842.81	4473.93	8552.1	9206.67	8724.37	8195.07
ENSMUSG00000028634	na	801.511	937.049	1152.65	1184.38	1001.99	2161.02	2101.36	1338.6	1372.93
ENSMUSG00000028636	na	212.831	196.26	177.969	320.578	170.015	183.954	243.39	153.286	196.768
ENSMUSG00000028637	na	490.351	270.481	514.541	513.928	258.959	947.804	1301.08	644.256	507.153
ENSMUSG00000028639	na	18090.7	16810.4	15869.7	14123.6	13906.9	14473.4	15206.1	16673.5	15401.5
ENSMUSG00000028641	na	663.72	497.43	452.759	549.921	678.49	473.025	331.531	430.264	456.374
ENSMUSG00000028643	na	419.192	470.31	609.519	764.192	292.017	611.43	647.034	519.806	649.971
ENSMUSG00000028644	na	34.2858	83.4994	59.9376	57.7542	13.3808	21.0233	50.0801	69.0545	41.8925
ENSMUSG00000028645	na	1418.02	4319.84	4783.01	2461.7	1294	3803.44	4614.33	2599.79	2967.37
ENSMUSG00000028646	na	2383.09	2997.5	3191.36	2179.6	2830.52	2519.24	1985.21	2860.82	2837.32
ENSMUSG00000028647	na	624.259	610.189	704.497	1149.22	436.058	1171.18	1631.61	799.819	743.273
ENSMUSG00000028648	na	622.645	552.666	592.571	872.037	448.697	730.789	876.722	508.23	616.059
ENSMUSG00000028649	na	13242.7	13400.9	10847.2	10054.2	14614.6	9322.04	7862.44	13125.3	9698.11
ENSMUSG00000028651	na	566.039	608.763	637.184	801.862	448.653	932.913	899.439	606.314	753.43
ENSMUSG00000028653	na	532.4	333.998	263.725	563.315	363.645	451.126	554.885	368.038	393.535
ENSMUSG00000028654	na	1285.38	214.815	171.514	1018.66	762.708	356.52	465.744	588.861	324.35
ENSMUSG00000028655	na	145.553	727.938	1181.23	407.629	96.0272	554.492	421.675	402.186	458.911
ENSMUSG00000028656	na	7183.48	12779.7	14486.3	4127.38	10741.9	9242.82	6282.09	9837.45	12265.8
ENSMUSG00000028657	na	1511.17	1703.5	1722.53	1242.97	1759.16	1048.53	924.479	1577.66	1327.26
ENSMUSG00000028664	na	36.8734	26.4058	41.4953	77.0055	70.8397	181.326	116.186	80.4371	59.0303
ENSMUSG00000028668	na	1998.92	2557.08	2565.33	1717.56	2593.52	1996.34	1460.34	1977.54	2102.24
ENSMUSG00000028669	na	994.934	919.208	878.779	1273.1	861.098	776.111	814.303	914.403	1009.86
ENSMUSG00000028670	na	2094.03	2442.18	2171.62	2622.38	1805.63	2521.06	2635.22	2068.61	2590.95
ENSMUSG00000028671	na	184.367	361.831	301.532	334.806	182.609	427.475	255.409	157.839	218.983
ENSMUSG00000028672	na	883.667	797.884	772.731	679.658	1039.78	547.482	436.7	608.592	741.366
ENSMUSG00000028673	na	1797.09	1707.1	1626.61	2021.4	1733.21	1590.77	1499.4	1715.74	1804.55
ENSMUSG00000028675	na	2439.46	2342.98	2680.59	2260.78	3093.34	2690.11	2138.42	2644.56	2942.63
ENSMUSG00000028676	na	5770.86	4854.35	5188	7458.63	4496.68	6555.63	10573.7	6769.15	5374.98
ENSMUSG00000028677	na	2620.63	3000.93	2638.19	3449.41	1989.78	2770.69	3348.41	2712.88	2739.46
ENSMUSG00000028678	na	53.6928	189.123	154.916	84.5388	72.414	120.884	82.1314	100.167	79.3418
ENSMUSG00000028680	na	762.045	2493.57	3100.18	1330.02	862.673	1822.02	2977.8	2350.87	2083.16
ENSMUSG00000028681	na	57.5742	19.9828	20.2866	26.7846	71.6269	16.6435	38.0609	28.0771	19.6768
ENSMUSG00000028683	na	267.17	411.787	439.85	343.177	342.393	490.543	393.629	295.948	338.948
ENSMUSG00000028684	na	1154.07	766.481	689.741	903.977	931.148	748.081	848.361	735.318	760.413
ENSMUSG00000028687	na	67.2777	44.2476	48.8722	40.1768	47.2265	38.5428	31.0497	40.9774	25.3894
ENSMUSG00000028688	na	655.956	717.24	585.544	539.876	613.157	713.918	563.903	512.217	675.992
ENSMUSG00000028689	na	318.685	113.726	131.863	143.227	276.57	157.675	173.373	111.39	112.214
ENSMUSG00000028690	na	135.849	100.628	115.265	85.3758	201.5	171.691	77.1234	100.167	113.617
ENSMUSG00000028691	na	6786.13	9114.56	8603.2	11687.7	5292.88	12317.5	13204.9	7574.59	8751.67
ENSMUSG00000028692	na	8421.73	10411.9	9524.62	13713.4	7652.52	10551.2	11548.2	10647.3	11483.6
ENSMUSG00000028693	na	1194.18	1349.56	1227.33	1139.18	896.516	1416.44	1239.98	1002.43	1196.49
ENSMUSG00000028696	na	130.027	137.025	122.642	112.997	159.783	152.419	135.216	138.109	103.462
ENSMUSG00000028698	na	582.858	434.625	397.432	481.285	554.124	527.335	426.683	501.594	502.71
ENSMUSG00000028699	na	859.73	977.018	1657.96	1934.35	868.184	3220.1	2558.1	1712.7	1336.76
ENSMUSG00000028700	na	1415.42	1210.39	1305.72	1093.15	1462.45	1542.59	1434.3	1281.67	1350.72
ENSMUSG00000028701	na	424.367	297.601	273.869	367.451	427.4	328.49	366.587	377.903	295.151
ENSMUSG00000028702	na	50.4583	66.3714	84.8347	35.1547	57.4589	85.8453	56.0898	46.2893	66.0124
ENSMUSG00000028703	na	1159.89	1507.27	1420.06	1326.67	1466.38	1415.57	1390.22	1412.96	1424.98
ENSMUSG00000028706	na	858.438	809.302	724.787	729.884	803.637	835.672	863.384	830.939	852.451
ENSMUSG00000028708	na	1262.75	974.876	1043.84	836.178	1334.95	670.12	914.467	893.156	752.79
ENSMUSG00000028709	na	1743.4	1711.39	1883.89	1667.34	1392.4	2238.11	2024.24	2809.23	2778.86
ENSMUSG00000028710	na	380.152	328.671	336.451	294.402	357.506	312.37	305.704	313.245	316.91
ENSMUSG00000028713	na	29186.8	13282.4	15252.3	17021.2	31279.3	14773.7	21913.7	15243.3	17030.3
ENSMUSG00000028716	na	711.591	484.583	820.685	907.326	509.257	1068.68	1258.01	815.75	912.744
ENSMUSG00000028717	na	1223.3	770.053	690.664	439.434	1034.25	363.528	333.534	789.2	792.153
ENSMUSG00000028718	na	52.399	188.408	189.034	67.7984	57.4589	129.644	91.1458	89.5431	71.725
ENSMUSG00000028719	na	2489.78	3954.71	3934.27	3555.42	2785.52	3758.59	2764.4	3497.95	3716.64
ENSMUSG00000028729	na	1129.49	1678.56	1945.66	1761.08	1327.85	1983.2	1875.99	1461.52	1599.53
ENSMUSG00000028730	na	371.967	360.405	530.218	539.041	214.094	945.164	1388.2	591.137	455.738
ENSMUSG00000028737	na	1470.43	772.783	875.045	1260.34	1219.09	1113.02	1383.21	1191.59	786.669
ENSMUSG00000028741	na	452.934	1001.12	1177.65	1177.07	492.867	1295.65	1205.49	848.952	1022.92
ENSMUSG00000028743	na	443.774	291.891	298.766	599.305	316.418	421.343	515.826	259.524	285.63
ENSMUSG00000028744	na	313.747	354.694	364.236	236.039	318.779	240.892	179.287	231.447	271.666
ENSMUSG00000028745	na	6476.62	9871.12	9917.02	8137.5	7350.64	8463.73	7545.05	8155.09	9156.78
ENSMUSG00000028747	na	1.9407	22.1238	23.0529	7.53316	3.14843	17.5194	37.0593	20.4887	8.25155
ENSMUSG00000028750	na	10.3504	7.13671	2.76635	8.37018	5.50976	12.2636	29.0465	23.5241	26.0241
ENSMUSG00000028755	na	12.938	9.27772	8.29905	26.7846	30.6972	38.5428	30.0481	23.5241	10.1557
ENSMUSG00000028756	na	6360.96	3849.43	4215.87	5028.79	5346.19	4143.29	4008.43	5573.87	5472.59
ENSMUSG00000028757	na	2870.3	3596.9	3541.85	3800.9	3234.23	4259.85	3288.26	3053.58	3176.21
ENSMUSG00000028758	na	42.6955	20.6964	31.352	25.9475	23.6133	59.5661	58.093	28.836	39.3535
ENSMUSG00000028759	na	7856.18	6201.5	6411.5	6867.14	8044.17	5610.38	6120.93	7171.27	6743.51
ENSMUSG00000028760	na	5650.67	7698.35	7557.68	5311.76	6980.97	7235.58	7633.23	8171.35	6207.05
ENSMUSG00000028763	na	2568.24	2873.21	3037.47	3223.29	5035.16	2064.67	1770.86	3032.31	3341.3
ENSMUSG00000028766	na	197.305	2870.38	1727.13	1197.77	725.715	1328.85	1569.51	2396.42	2288.84
ENSMUSG00000028771	na	4118.78	5766.45	6102.41	4611.93	4161.42	5805.05	4779.61	6664.66	6203.92
ENSMUSG00000028772	na	626.848	665.856	580.932	714.813	627.325	751.586	586.94	522.841	682.341
ENSMUSG00000028773	na	57.453	141.264	838.393	69.2996	30.9811	605.929	229.351	529.316	569.761
ENSMUSG00000028776	na	8579.13	10881.5	9433.3	6620.07	14948.7	6233.34	4156.64	7880.78	11106.4
ENSMUSG00000028778	na	2.5876	22.1238	19.3644	10.8812	6.29687	20.1474	38.0609	17.4533	26.0241
ENSMUSG00000028779	na	2275.89	1697.1	1709.62	1679.91	2133.04	1708.16	1537.48	1598.86	1810.87
