#1.2																
19067	15															
NAME	DESCRIPTION	S42	S46	S81	S82	S47	S48	S75	S77	S79	S43	S44	S80	S74	S76	S78
ENSMUSG00000027287	na	2228.61	2363.62	2580.33	2853.9	1956.45	2218.05	1936.68	2601.5	2164.47	3112.78	3216.44	2628.54	2504.41	2483.76	2717.97
ENSMUSG00000027288	na	6803.6	6716.79	7031.6	7460.86	6534.3	6971.67	6602.59	7465.12	6415	6613.69	6719.06	6561.53	7517.89	6582.91	7543.84
ENSMUSG00000027291	na	1246.09	1270.91	1010.31	1235.15	1301.7	1100.29	1027.29	1223.66	1198.67	1350.07	1225.59	1238.4	1242.8	1372.13	1501.67
ENSMUSG00000027293	na	1915.22	4530.26	3982.3	3373.46	1881.58	5860.24	4365.21	4644.45	6634.87	874.033	1663.3	4451.1	4522.96	3191.52	1353.53
ENSMUSG00000027296	na	13.825	7.03456	29.0421	6.75875	14.6259	2.38157	10.1611	8.72653	16.0626	8.77935	10.2991	25.5763	30.1832	15.8508	14.23
ENSMUSG00000027297	na	34.1016	28.1382	19.3614	49.8458	67.9673	50.8068	32.5156	15.5138	23.09	39.0194	37.0766	55.2778	42.2565	74.4298	83.7061
ENSMUSG00000027298	na	118.895	212.209	481.396	243.315	144.538	231.806	316.01	165.804	355.386	111.205	177.144	314.341	215.055	244.654	177.457
ENSMUSG00000027300	na	451.607	300.141	299.223	398.311	345.859	357.045	325.156	401.42	353.378	348.253	377.976	378.501	382.017	413.379	371.655
ENSMUSG00000027303	na	3129.04	3362.47	3097.81	3195.16	2165.51	2714.16	1997.66	2931.14	2370.22	3858.02	4248.43	3386.78	2905.92	2781.45	3133.12
ENSMUSG00000027304	na	2112.46	1970.85	2171.12	1708.27	2407.25	1923.51	2604.3	2194.24	2009.84	2121.68	1817.78	1890.17	1894	2035.79	1948.68
ENSMUSG00000027305	na	1277.43	920.353	895.91	956.363	784.638	726.378	876.902	802.84	603.353	1269.11	1116.42	900.947	842.118	846.288	1022.05
ENSMUSG00000027306	na	482.951	336.486	377.549	375.11	69.688	74.6225	92.4661	117.323	74.2897	151.2	154.486	141.082	30.1832	31.7016	46.8754
ENSMUSG00000027309	na	1839.2	2681.35	3145.52	4099.2	4644.96	3838.02	2923	2656.85	3150.29	3961.96	4057.72	3927.2	5422.23	4674.91	5184.67
ENSMUSG00000027312	na	2122.59	2539.48	2902.45	3554.3	2173.23	2305.36	2245.61	2427.91	2640.3	2951.81	3298.79	4022.08	3840.06	2893.8	2930.55
ENSMUSG00000027313	na	681.11	1232.22	1027.92	544.079	316.607	656.519	964.29	626.371	370.444	44.8723	51.4953	108.906	43.7657	95.1048	102.121
ENSMUSG00000027314	na	207.375	83.2423	116.168	224.728	284.775	199.258	120.917	155.138	238.932	271.184	330.6	286.29	401.437	323.908	361.61
ENSMUSG00000027315	na	4375.17	6217.33	5788.88	3582.12	4146.07	9069.44	7784.53	8509.5	5498.52	3408.37	3317.39	3586.45	3481.66	3918.53	4171.06
ENSMUSG00000027316	na	26.7283	9.37941	14.081	16.8969	30.9725	6.35084	24.3867	13.5746	14.0548	35.1174	37.0766	38.777	27.9195	39.2824	35.1565
ENSMUSG00000027317	na	22.12	29.3107	15.8412	20.2762	34.4138	24.6095	36.58	23.2708	19.0744	25.3626	21.628	10.7255	20.3737	28.9449	33.4824
ENSMUSG00000027318	na	14.7466	3.51728	11.4408	21.1211	64.5259	24.6095	27.435	20.3619	14.0548	23.4116	56.6448	55.2778	46.0294	64.0923	82.869
ENSMUSG00000027322	na	37.7883	59.7938	15.8412	51.5354	87.7553	94.4688	13.2094	39.7542	66.2584	10.7303	8.23925	23.1012	19.6191	8.26998	17.5783
ENSMUSG00000027323	na	43.3183	36.3452	25.5219	27.8798	23.2293	42.8682	23.3706	21.3315	23.09	32.191	12.3589	28.8765	40.7474	31.0124	20.9265
ENSMUSG00000027324	na	109.678	114.898	122.329	168.969	101.521	74.6224	66.0472	116.354	108.423	191.195	215.25	150.158	178.836	139.9	195.035
ENSMUSG00000027326	na	20.2766	19.9313	13.201	28.7247	19.788	25.4034	13.2094	23.2708	6.02349	13.6568	10.2991	23.9262	12.8279	11.0266	22.6006
ENSMUSG00000027327	na	1460.84	961.389	1260.26	767.959	523.089	522.357	924.663	535.228	1039.05	951.09	995.924	995.002	823.242	534.792	531.534
ENSMUSG00000027329	na	267.283	314.211	284.261	402.146	478.353	324.687	361.736	221.072	207.811	440.92	497.446	414.996	488.97	520.318	402.626
ENSMUSG00000027330	na	184.333	296.624	179.533	283.867	452.544	435.824	181.884	401.422	269.049	278.013	266.746	409.221	496.512	512.052	398.441
ENSMUSG00000027331	na	87.5582	38.6901	73.9254	41.3973	47.319	57.1576	17.2739	13.5746	30.1174	58.529	39.1364	43.7272	34.7107	33.7691	47.7125
ENSMUSG00000027332	na	22766.1	19687.9	18367.4	19346.5	13830	15862.9	14702.4	15747.8	10852.5	24317.7	23205.8	16907	11949	13182.7	16210.6
ENSMUSG00000027333	na	240.555	1364.7	1886.86	312.592	289.076	1015.34	780.373	778.601	1925.51	235.092	267.776	413.346	342.58	282.558	262.837
ENSMUSG00000027335	na	11.9816	5.86213	7.04051	16.052	4.30173	7.93856	1.01611	10.6658	9.03523	15.6077	32.957	19.801	28.6741	9.64831	23.4377
ENSMUSG00000027338	na	0.547964	18.8056	12.83	13.0617	9.93826	9.28981	32.6311	41.9942	8.51369	7.43948	10.2802	8.28E-05	9.8523	4.44691	1.1231
ENSMUSG00000027339	na	388.02	260.278	335.305	347.231	315.746	197.67	303.816	427.599	404.578	284.842	264.686	193.885	262.594	197.79	202.569
ENSMUSG00000027340	na	1289.41	1282.64	1881.58	1660.12	1262.13	1565.48	1323.99	1989.65	2226.68	964.753	1074.19	1436.4	1384.66	1353.52	1178.58
ENSMUSG00000027341	na	772.941	639.875	593.629	867.676	1031.76	888.5	744.695	710.433	852.155	965.938	922.968	850.323	911.23	954.54	1049.31
ENSMUSG00000027342	na	1866.6	1577.47	1658.12	1292.25	1603.13	1881.98	2317.57	1831.56	1998.02	1404.79	1238.12	1371.54	1424.34	1380.09	1406.71
ENSMUSG00000027344	na	8.29498	3.51728	4.40032	10.983	11.1845	7.93856	10.1611	14.5442	10.0391	7.80387	6.17944	6.60034	8.30039	11.7158	13.393
ENSMUSG00000027346	na	2082.05	2300.28	2076.08	1327.25	1262.13	2942.79	2061.7	2201.99	2210.63	1839.76	1833.23	1424.03	907.006	1085.43	1301.63
ENSMUSG00000027347	na	219.356	330.624	258.739	304.988	387.156	742.255	279.431	529.41	399.558	277.037	366.647	364.669	297.305	365.257	445.316
ENSMUSG00000027349	na	1054.38	1229.54	1298.98	922.569	1021.23	1247.94	1272.17	1215.63	1244.85	1091.57	1096.85	1079.15	1034.53	993.776	1059.72
ENSMUSG00000027351	na	2060.84	4016.74	2841.73	2061.42	2236.04	3824.8	2204.96	3586.61	2888.26	1989.99	1933.13	1771.37	1880.42	1816.64	1767.03
ENSMUSG00000027353	na	86.6365	48.0695	67.7649	103.071	92.9175	95.2626	88.4017	81.4477	81.3171	99.4993	92.6915	89.1046	98.0955	115.091	118.026
ENSMUSG00000027356	na	936.412	774.979	658.287	1179.4	1023.82	1309.08	1265.05	1451.51	1116.36	1579.31	1635.48	2720.13	3419.16	2402.39	1820.61
ENSMUSG00000027357	na	1435.97	1555.82	1529.56	1448.06	1338.7	1610.73	1554.64	1366.2	1364.32	1592.97	1845.59	1594	1798.17	1501.68	1644.82
ENSMUSG00000027358	na	105.991	94.9666	154.891	194.314	138.516	77.004	212.367	142.533	185.724	49.7497	118.439	173.259	184.872	146.792	72.8243
ENSMUSG00000027359	na	193131	192574	151513	166009	131304	114291	113622	126501	80579.6	235877	198164	147513	97860.8	127943	169658
ENSMUSG00000027360	na	196.315	213.382	113.528	49.8457	389.737	978.03	1439.83	1829.65	655.556	17.5587	18.5383	54.4528	3848.36	610.6	1768.7
ENSMUSG00000027361	na	788.027	1073.94	1057.83	514.509	583.316	1086.8	1104.51	1247.89	1205.7	549.198	559.239	655.083	785.52	600.95	577.572
ENSMUSG00000027363	na	5280.06	6545.79	5121.11	5807.26	3043.94	3429.46	3106.29	3780.6	3223.52	7018.46	6880.76	5395.22	3760.04	3587.91	4338.73
ENSMUSG00000027364	na	1708.75	1873.74	1788.94	1068.39	1339.85	1438.83	2276.57	1332.85	1476.43	1480.11	1210.68	1163.06	866.268	948.624	971.419
ENSMUSG00000027365	na	4662.76	4083.55	4338.72	5287.83	5081.3	3169.9	3487.32	5334.86	3207.47	4826.66	5114.48	3826.49	4562.28	4932.21	5867.83
ENSMUSG00000027366	na	4667.3	6540.97	5109.67	4508.93	4983.12	8114.79	5605.87	6433.37	6102.81	5046.19	5250.46	4351.27	4379.57	4098.45	4766.22
ENSMUSG00000027367	na	7907.37	7027.78	6875.12	6046.19	4815.22	4489.29	5629.44	7197.27	4911.09	7896.85	7411.05	6312.9	6046.94	5650.71	6253.66
ENSMUSG00000027368	na	383.413	427.936	190.974	222.194	226.271	560.462	406.445	644.794	464.812	30.24	33.9869	37.9519	39.9928	44.7957	29.2971
ENSMUSG00000027371	na	1930.88	1602.7	1790.03	1662.64	1367.07	1136.8	1514.01	1304.12	1068.17	2491.39	2000.07	1295.32	1351.45	1399.69	1664.92
ENSMUSG00000027374	na	1606.52	1423.4	1395.9	1622.28	1333.93	1062.29	1272.05	1239.14	1149.82	1971.24	1914.92	1671.73	1337.57	1482.78	1534.69
ENSMUSG00000027375	na	8795.41	8615	11179.5	14217.9	12940.5	12878	10432.5	12478	16428	8992.95	9995.24	21937	22936.2	20950.6	13589.7
ENSMUSG00000027376	na	842.402	821.876	950.466	1034.93	1097.81	947.071	1363.61	882.348	1094.27	800.872	1061.83	1749.92	1672.15	1475.5	1247.21
ENSMUSG00000027377	na	58.9866	171.174	120.569	61.6736	65.3863	219.898	128.03	151.26	145.568	22.4361	58.7047	86.6294	58.8573	53.7549	33.4824
ENSMUSG00000027378	na	1571.43	1318.98	1119.45	1029.02	1029.83	1040.75	1093.34	1354.55	885.452	1346.17	1248.24	1057.7	1057.92	1071.65	1176.91
ENSMUSG00000027379	na	17.5116	26.9658	23.7617	11.8278	12.0448	13.4955	21.3383	14.5442	6.02349	12.6813	10.2991	9.07546	12.0733	8.95914	7.53355
ENSMUSG00000027381	na	1229.5	1190.01	786.781	677.562	782.915	2568.96	1668.45	1789.92	1666.49	531.639	501.563	584.955	624.793	648.504	725.733
ENSMUSG00000027384	na	345.624	262.623	259.619	261.056	301.982	264.353	345.478	241.434	224.877	282.89	312.061	240.087	322.205	293.583	362.447
ENSMUSG00000027386	na	223.965	187.588	132.89	334.558	186.695	87.324	142.255	170.652	207.81	313.13	324.42	519.778	562.164	405.916	235.214
ENSMUSG00000027387	na	74.6549	72.6905	80.9659	180.796	258.104	98.4381	96.5306	67.873	99.3875	222.41	171.994	235.962	270.14	278.423	254.466
ENSMUSG00000027394	na	473.736	514.695	454.993	424.111	439.637	587.453	391.203	523.592	443.73	405.801	472.727	536.278	661.767	580.966	522.326
ENSMUSG00000027395	na	879.27	1022.35	875.665	1047.61	1024.67	1051.86	834.228	832.898	803.131	1057.42	959.874	1019.75	1100.18	1028.92	1149.29
ENSMUSG00000027397	na	12408.5	28743.2	22895.8	3307.56	3022.4	13817.8	19942.5	14954.4	7763.33	2216.29	2086.6	1655.04	1718.18	2019.26	2698.68
ENSMUSG00000027398	na	229.495	352.9	199.775	277.109	67.9673	797.825	242.851	433.418	345.347	33.1664	40.1663	51.9776	24.9012	43.4174	42.6901
ENSMUSG00000027404	na	3241.53	3342.53	3131.2	2710.22	2895.98	3474.8	3576.77	3191.03	3412.36	2406.49	2481.04	2774.59	2911.14	2749.09	2455.06
ENSMUSG00000027405	na	1061.21	1571.74	1402.98	1019.45	1255.43	1406.56	1159.55	1085.19	1554.38	962.844	974.692	1212.24	1033.13	1114.3	997.418
ENSMUSG00000027406	na	12118.5	10195.3	11556.3	10037.3	8525.95	8037.98	10937.1	10157.9	9238.23	12411.1	11767.3	9971.81	10067.3	9641.21	11318.4
ENSMUSG00000027408	na	122.582	64.4835	52.8039	67.5875	179.812	76.2101	83.3211	157.078	120.47	74.1368	42.2262	55.2778	112.433	66.849	102.121
ENSMUSG00000027411	na	1361.3	1220.5	1473.23	1195.46	1281.92	1236.03	1380.9	1422.43	1367.33	1124.73	1082.43	1140.2	1082.07	1152.97	1182.76
ENSMUSG00000027412	na	925.348	1125.53	1087.75	740.081	571.268	995.495	710.261	1052.02	940.666	508.226	577.776	539.579	371.254	465.874	476.286
ENSMUSG00000027420	na	3.68666	2.34485	3.52026	6.75875	32.6932	2.38157	9.145	6.7873	8.03132	2.92645	11.329	4.95025	21.1283	13.7833	22.6006
ENSMUSG00000027422	na	9477.32	13189.4	11534.7	7999.77	8431.25	15382.3	13983.7	13041.4	12509.5	7364.95	7126.96	7822.83	8140.78	7227.5	8307.69
ENSMUSG00000027423	na	4868.34	4907.82	5486.31	4302.73	3694.36	4056.72	5282.64	5550.11	4293.74	3819.04	3903.27	3285.28	3648.26	3288.6	3579.27
ENSMUSG00000027424	na	224.887	273.176	249.059	519.577	540.299	312.779	146.32	180.348	237.928	584.316	604.558	556.08	642.904	640.927	641.19
ENSMUSG00000027425	na	1471.44	1667.18	1510.17	1646.58	1456.55	1198.36	1032.25	1453.44	1213.54	1818.31	1915.64	1805.99	2015.49	1689.86	1809.73
ENSMUSG00000027427	na	904.153	896.907	862.463	944.534	994.56	897.851	792.567	1036.52	877.421	1026.21	997.978	1009.85	1083.58	1090.95	1082.32
ENSMUSG00000027428	na	1164.98	878.148	903.826	1384.7	1790.38	1543.26	1423.57	1596.96	1213.73	2228.99	2123.67	1868.72	2453.13	2240.48	2762.3
ENSMUSG00000027429	na	3490.34	3829.13	3012.46	2429.76	2209.4	3422.3	3079.83	3582.8	2801.92	3497.11	3501.7	3375.26	2669.71	2150.88	2670.22
ENSMUSG00000027430	na	680.19	446.695	420.67	468.043	496.42	396.928	496.879	488.687	414.617	606.75	494.356	568.453	499.532	562.359	597.664
ENSMUSG00000027433	na	2773.28	4193.76	3609.14	2251.5	1829.1	3743.02	3444.63	4307.99	3389.21	1550.04	1683.9	1660.81	1558.21	1505.14	1628.09
ENSMUSG00000027435	na	2035.96	2270.99	1142.32	1654.2	1491.84	2680.85	1241.69	4563.01	2501.76	511.153	659.14	1067.6	1097.16	1053.73	785.163
ENSMUSG00000027438	na	249.771	372.832	319.462	239.935	295.958	236.57	240.818	225.921	202.791	249.723	294.552	249.987	216.565	268.774	272.045
ENSMUSG00000027439	na	2284.81	2063.47	2246.8	1888.23	2262.71	2097.37	1734.5	2572.39	1704.65	1905.12	1739.51	1756.51	1745.34	1889.69	1904.31
ENSMUSG00000027447	na	8302.09	6458.79	6581.85	5982.5	8400.32	7846.58	8731.58	8100.43	8384.58	6024.7	6012.51	6923.91	7351.27	7437.76	7522.79
ENSMUSG00000027452	na	7906.02	5176.27	8261.19	7497.14	12447.4	12982.9	14994.8	15727.1	11833.1	6112.39	5755.13	3270.47	10545.4	10285.9	12067.9
ENSMUSG00000027454	na	127.19	121.932	109.128	70.122	64.5259	103.201	132.094	108.597	104.407	56.5781	52.5252	40.4271	31.6924	42.0391	46.8754
ENSMUSG00000027455	na	3938.77	4842.23	4224.89	2733.19	2718.9	2993.81	3315.62	3091.52	3003.81	3799.13	3662.98	3008.98	2315.49	2470.13	2586.87
ENSMUSG00000027456	na	64.5165	69.1732	129.369	53.2251	11.1845	74.6224	217.448	61.0857	105.411	12.6813	38.1065	90.7546	40.7474	25.4991	13.393
ENSMUSG00000027457	na	5.52999	3.51728	6.16045	11.8278	8.60346	4.76313	3.04833	3.87846	2.00783	0.975484	12.3589	12.3756	13.5825	10.3375	16.7412
ENSMUSG00000027459	na	428.575	311.865	422.431	397.921	323.491	477.901	713.311	393.664	495.934	277.037	301.763	457.898	560.656	532.034	349.054
ENSMUSG00000027460	na	26.7283	14.0691	9.68071	55.7597	42.157	11.114	14.2256	27.1492	73.2858	9.75484	30.8972	42.9022	40.7474	38.5932	19.2524
ENSMUSG00000027463	na	1349.31	1058.7	780.615	878.638	630.633	292.139	569.024	587.587	382.49	1751.97	1551.04	1499.91	809.668	770.487	970.158
ENSMUSG00000027465	na	3477.32	3027.17	3331.16	3611.72	2842.6	3172.99	3572.56	2806.04	3566.03	2769.39	3276.08	3214.24	3742.71	2785	2879.49
ENSMUSG00000027466	na	1915.22	1735.19	1746.06	1805.41	2303.13	1905.26	1716.2	1631.87	1897.4	2339.21	2173.12	1892.66	1950.58	2041.32	2234.13
ENSMUSG00000027469	na	90.3232	107.863	74.8054	70.122	80.8725	96.0566	55.8861	62.0554	82.321	62.431	33.9869	77.554	43.7657	35.1474	52.7348
ENSMUSG00000027472	na	767.749	640.143	594.924	1039.15	1742.22	913.721	725.503	643.822	810.159	1389.1	1235.89	1312.65	1384.64	1609.88	1525.99
ENSMUSG00000027474	na	237.79	113.725	161.932	254.298	334.674	200.052	133.111	166.774	226.885	209.729	240.998	285.465	310.132	396.27	282.926
ENSMUSG00000027475	na	1361.3	1885.26	1397.54	1549.44	1170.07	1911.6	1120.77	1615.38	1467.72	1159.85	1431.57	1322.54	1688.75	1308.72	1217.09
ENSMUSG00000027478	na	99.5398	101.541	75.6855	78.4795	144.136	151.404	169.691	170.652	130.509	87.7935	85.4822	80.8541	110.902	126.721	95.4249
ENSMUSG00000027479	na	3662.7	4654.54	4520.01	2900.34	3299.43	4950.49	4401.79	4985.77	4609.98	3025.95	3028.95	3208.58	3417.49	3070.23	3219.34
ENSMUSG00000027487	na	274.656	820.703	877.423	763.739	1235.46	200.052	410.51	840.656	199.779	347.273	375.916	688.087	673.843	850.43	1112.45
ENSMUSG00000027488	na	2084.84	1453.81	1428.36	1785.97	2612	1495.65	2655.07	1978.03	1662.47	1921.72	1858.98	1433.91	2089.42	2082.67	2206.52
ENSMUSG00000027490	na	99.5398	99.6562	126.729	121.657	74.8501	47.6313	86.3695	38.7846	29.1135	148.274	143.157	134.482	115.451	93.0372	96.262
ENSMUSG00000027495	na	776.042	542.834	646.847	887.085	887.017	726.378	689.94	893.015	757.956	1018.41	1052.56	843.193	1090.37	951.048	1219.6
ENSMUSG00000027496	na	53.4565	46.8971	31.6823	42.2422	49.9001	30.9604	34.5478	28.1188	32.1253	39.0194	29.8673	48.6775	26.4103	43.4174	43.5271
ENSMUSG00000027498	na	1039.64	872.286	697.011	979.174	1008.33	821.641	731.6	871.683	923.602	1050.6	1029.91	921.571	996.8	1027.55	1109.94
ENSMUSG00000027499	na	750.235	812.492	806.139	524.648	579.013	804.176	722.455	1021	705.752	946.219	1020.64	814.316	903.233	758.771	845.431
ENSMUSG00000027500	na	18.4333	2.34485	2.64019	12.6726	12.0448	4.76313	17.2739	7.75692	34.1331	16.5832	48.4056	22.2761	34.7107	35.1474	26.7859
ENSMUSG00000027502	na	2401.84	1991.85	2157.65	1878.84	2188.6	1975.79	2065.78	2054.23	2147.34	1910.73	1854.82	1876.91	1811.63	1755.24	1786.26
ENSMUSG00000027506	na	7172.68	12210.8	10840.1	5161.45	6037.15	12325.6	8676.33	9765.66	8953.07	7493.5	7002.33	6110.73	4995.68	4879.96	5630.99
ENSMUSG00000027508	na	399.081	239.175	319.464	434.25	463.726	478.695	452.169	453.78	564.2	263.381	277.045	301.14	448.976	435.552	436.109
ENSMUSG00000027509	na	1278.24	1125.53	1064.83	1178.53	1238.75	1006.51	1017.13	975.431	987.829	1352.01	1260.56	1161.49	989.971	1082.67	1115.75
ENSMUSG00000027510	na	182.49	127.794	129.369	639.547	269.288	99.232	78.2406	55.268	113.442	325.812	365.617	392.72	433.884	368.703	177.457
ENSMUSG00000027513	na	459145	333242	397156	390535	354607	258773	447893	425994	341962	326505	247143	192088	243512	262891	429146
ENSMUSG00000027514	na	411.984	920.355	273.7	360.748	1080.6	1208.25	691.972	861.018	1333.2	38.0439	32.957	42.0771	61.8756	55.8224	63.6166
ENSMUSG00000027519	na	3304.14	3329.72	3078.55	3566.21	3916.37	3611.16	3655.89	3806.77	3461.48	3378.07	3426.57	3379.31	3545.78	3252.84	3315.47
ENSMUSG00000027520	na	5.52999	3.51728	25.5219	7.60359	9.46381	22.228	35.5639	27.1492	22.0861	2.92645	5.14953	6.60034	6.79123	6.89165	5.02236
ENSMUSG00000027522	na	2334.58	2025.95	2082.24	3067.62	3143.71	2275.19	1837.13	1890.75	2030.92	3641.47	3618.05	3574.08	3239.41	3656.01	3221.84
ENSMUSG00000027523	na	27903.2	22411.6	25938.5	21344.2	21042.1	21778.2	25902.2	23734.6	24407.4	24236.2	24584.2	24117.2	24514.7	21328.8	24610.9
ENSMUSG00000027524	na	202.766	59.7938	47.5235	181.641	447.38	135.749	50.8056	130.898	78.3053	245.822	257.477	259.888	328.997	509.98	333.986
ENSMUSG00000027531	na	2569.24	2488.41	2385.71	3119.08	3422.05	2477.49	2548.21	2283.52	2365.14	4675.63	4434.92	3765.38	3623.56	3872.9	3597.55
ENSMUSG00000027533	na	340.651	237.126	469.234	322.767	181.232	161.707	648.637	258.186	558.46	277.145	345.424	491.381	540.748	300.629	262.453
ENSMUSG00000027534	na	114.286	236.83	248.179	397.921	451.683	211.166	208.303	165.804	216.846	333.615	391.364	348.167	330.507	399.026	413.508
ENSMUSG00000027536	na	1096.78	2783.34	2160.56	1241.07	628.913	2953.14	1747.71	2441.49	1982.73	791.117	842.463	1338.22	1241.29	1057.18	820.319
ENSMUSG00000027540	na	6521.14	7317.22	5719.52	5242.21	3638.3	8399.1	6546.52	6584.35	6479.13	2857.25	2445.04	2373.59	2121.91	2311.54	2439.19
ENSMUSG00000027544	na	135.485	140.691	122.329	256.832	301.121	234.981	124.982	172.591	180.705	195.097	180.234	287.94	332.77	350.096	263.674
ENSMUSG00000027546	na	2151.16	1880.58	2166.72	1833.33	1564.1	1754.41	2066.77	2026.5	2100.2	1693.43	1736.43	2390.14	2149.06	1957.94	1900.95
ENSMUSG00000027550	na	444.242	424.419	407.47	475.647	651.282	470.756	461.315	570.133	463.808	570.658	513.923	509.051	573.482	669.181	586.78
ENSMUSG00000027551	na	614.751	842.976	829.899	416.508	332.954	709.706	605.602	732.06	515.008	523.835	494.355	490.075	355.407	382.486	381.7
ENSMUSG00000027552	na	1153.92	1172.43	1160.8	811.049	960.146	1196.34	1308.75	1066.58	893.484	1163.75	1118.48	957.049	753.072	908.319	850.454
ENSMUSG00000027555	na	221.2	556.903	354.666	223.883	105.823	754.163	580.2	553.65	777.03	40.9703	109.17	123.756	205.246	75.8081	90.4025
ENSMUSG00000027559	na	10380.4	894.56	6215.95	9233.99	88.6156	109.552	5224.89	192.953	10058.2	965.732	6142.31	6983.28	14220.8	3577.42	1908.51
ENSMUSG00000027562	na	8786.28	12101.7	11093.3	7240.39	12203.2	11424.3	14032.6	13883	9286.25	13227.4	10695.6	6633.43	12236.2	11882.7	17168.6
ENSMUSG00000027566	na	4634.12	4175.06	4010.46	2622.37	2883.88	3538.91	4016.72	3444.05	3542.84	3317.59	2919.76	2864.53	2272.8	2501.02	2589.05
ENSMUSG00000027569	na	662.676	997.736	961.028	548.303	754.522	1062.18	1291.47	935.676	1040.06	539.442	571.597	662.508	626.302	662.287	614.402
ENSMUSG00000027570	na	12.9033	30.4831	10.5608	14.3623	36.1345	42.8682	54.87	23.2708	53.2075	14.6323	3.08972	20.626	9.80955	14.4725	9.20767
ENSMUSG00000027573	na	1117.67	898.084	828.064	1174.3	1256.09	1044.66	784.441	922.888	925.544	1294.07	1313.13	1114.46	1203.47	1145.3	1223.65
ENSMUSG00000027575	na	1171.44	1180.63	1017.35	1237.7	1232.88	1035.98	1036.43	1155.78	1157.51	1332.51	1283.26	1086.58	1228.45	1281.16	1330.09
ENSMUSG00000027577	na	616.594	361.107	499.877	752.755	483.514	302.459	466.395	639.946	274.069	1338.36	1202.93	473.574	1097.16	767.041	969.316
ENSMUSG00000027579	na	6.45165	18.7588	27.282	19.4314	18.0673	24.6095	34.5478	20.3619	31.1214	16.5832	26.7776	33.8267	39.9928	40.6607	31.8083
ENSMUSG00000027580	na	3179.74	8034.79	3953.27	3496.8	3462.89	10332.7	6848.43	9025.35	11329.6	676.013	936.183	1211.16	1266.19	1301.15	1281.55
ENSMUSG00000027582	na	1153.7	1164.87	1077.31	2210.38	2141.51	1439.74	901.432	1121.73	1296.78	2165.65	2218.88	1905.95	2187.61	2415.81	2610.79
ENSMUSG00000027583	na	171.43	172.347	132.01	385.249	533.415	442.972	182.9	286.037	344.343	243.871	291.463	319.291	475.386	445.89	404.3
ENSMUSG00000027589	na	2486.64	2065.81	2023.29	3796.65	4682.71	3301.64	1996.67	2563.66	2662.39	4425.66	4456.54	3661.51	3514.95	4722.22	4947.06
ENSMUSG00000027593	na	3513.4	3502.01	2900.75	3247.59	4718.89	4373.33	3899.74	3974.41	3417.31	3888.34	3578.88	3349.65	3975.99	4316.9	4809.84
ENSMUSG00000027597	na	9472.15	6845.81	6940.49	7515.64	8030.33	4982.16	6173.12	5154.49	3696.44	10453.8	7737.46	5886.47	4379.73	5967.17	7947.11
ENSMUSG00000027598	na	4236.73	4170.26	4443.36	5556.52	5299.8	4656.76	3988.18	4837.52	3829.84	4777.11	4228.9	3858.61	4286.54	4896.61	5594.13
ENSMUSG00000027599	na	1612.91	1685.95	1502.27	2555.65	1898.78	1320.18	1172.59	1306.07	1263.93	3154.71	3175.2	2655.81	2165.65	1943.45	2021.5
ENSMUSG00000027601	na	3906.06	5206.7	4635.25	4944.1	2809.03	2940.45	2831.9	3030.07	2588.09	6543.42	5764.37	4318.22	2713.49	2915.89	3267.89
ENSMUSG00000027602	na	4610.36	4713.21	4787.66	3192.59	2505.29	3233.4	4099.06	3065.96	3290.86	3686.31	3659.31	3213.63	2295.47	2231.57	2218.24
ENSMUSG00000027603	na	37.7883	22.2761	45.7633	27.035	58.5035	30.9604	33.5317	52.3592	50.1957	20.4852	18.5383	19.801	34.7107	33.0799	42.6901
ENSMUSG00000027605	na	10754.3	7698.09	6435.77	8745.69	3067.1	2402.21	3189.59	4053.95	2452.55	13859.3	12016.9	8729.02	4789.24	4887.65	6465.52
ENSMUSG00000027610	na	15551.8	15594.4	13422.5	10434.3	7420.39	5852.34	8083.2	8439.52	4908.16	18309	14552.2	12235.3	7308.08	7857.04	9859.76
ENSMUSG00000027611	na	75.5765	266.141	119.689	83.6395	71.4087	547.762	166.642	168.713	230.9	27.3135	40.1664	114.681	91.3043	68.9165	51.0607
ENSMUSG00000027613	na	5598.23	9796.67	7700.66	2706.04	2871.82	8421.9	10189.6	8730.34	7354.68	2315.79	2266.82	2286.2	2182.26	2061.3	2206.5
ENSMUSG00000027615	na	1761.31	1687.13	1665.96	1577.33	1336.99	1219.36	1317.9	1683.26	1029.01	2035.82	1978.43	1659.16	1280.52	1396.94	1484.95
ENSMUSG00000027618	na	6048.91	5376.77	4795.48	4798.72	3591.94	3664.43	4137.62	4263.41	3010.73	5976.8	5801.49	4379.33	3386.57	3514.05	3893.98
ENSMUSG00000027620	na	10525.7	10126.2	9771.16	6779.88	10662.9	11372.9	13172.4	11545.9	10781.2	7430.96	7010.59	7220.78	7346.78	8896.49	8698.8
ENSMUSG00000027624	na	1636.86	1729.34	2076.06	3047.33	2900.21	2075.15	1727.39	1978.98	2384.32	2582.12	2545.93	3341.41	3960.84	3404.48	3178.26
ENSMUSG00000027628	na	1223.98	1310.77	1239.14	1171.78	1027.26	1374.17	1244.73	1180.99	1237.84	1030.12	1223.52	1312.63	1635.15	1324.57	1085.67
ENSMUSG00000027630	na	3497.72	4316.85	5017.19	2960.32	3213.39	6053.86	6625.98	5356.17	5724.33	2185.07	2109.26	2635.18	2245.65	2405.87	2327.87
